Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.8e-05,17.52924,[17 30] ; [33  8],[26.70454545 20.29545455] ; [23.29545455 17.70454545],1
n1,1,0.068002,3.330612,[11 17] ; [ 3 17],[ 8.16666667 19.83333333] ; [ 5.83333333 14.16666667],0
b5,1,0.069314,3.299188,[21 27] ; [27 16],[25.31868132 22.68131868] ; [22.68131868 20.31868132],0
s8,1,0.071083,3.257837,[ 3 45] ; [ 8 35],[ 5.8021978 42.1978022] ; [ 5.1978022 37.8021978],0
v1,1,0.079615,3.072736,[11 36] ; [16 23],[14.75581395 32.24418605] ; [12.24418605 26.75581395],0
d1,1,0.116547,2.463118,[21 27] ; [12 31],[17.40659341 30.59340659] ; [15.59340659 27.40659341],0
a4,1,0.123633,2.370684,[18 29] ; [10 33],[14.62222222 32.37777778] ; [13.37777778 29.62222222],0
v2,1,0.128342,2.312447,[13 33] ; [18 23],[16.3908046 29.6091954] ; [14.6091954 26.3908046],0
p8,1,0.150435,2.067837,[ 5 43] ; [ 9 33],[ 7.46666667 40.53333333] ; [ 6.53333333 35.46666667],0
a2,1,0.156879,2.004052,[ 8 40] ; [ 3 40],[ 5.8021978 42.1978022] ; [ 5.1978022 37.8021978],0
a6,1,0.170474,1.878773,[27 21] ; [18 25],[23.73626374 24.26373626] ; [21.26373626 21.73626374],0
s1,1,0.176621,1.825829,[ 6 41] ; [ 2 41],[ 4.17777778 42.82222222] ; [ 3.82222222 39.17777778],0
u2,1,0.236294,1.402569,[ 6 12] ; [10  9],[ 7.78378378 10.21621622] ; [ 8.21621622 10.78378378],0
a3,1,0.273944,1.196891,[30 17] ; [22 20],[27.46067416 19.53932584] ; [24.53932584 17.46067416],0
d5,1,0.275247,1.190407,[30 18] ; [22 21],[27.42857143 20.57142857] ; [24.57142857 18.42857143],0
n5,1,0.280409,1.165106,[31 16] ; [23 19],[28.51685393 18.48314607] ; [25.48314607 16.51685393],0
s3,1,0.286016,1.138278,[15 32] ; [18 24],[17.42696629 29.57303371] ; [15.57303371 26.42696629],0
n4,1,0.324133,0.972195,[31 16] ; [24 19],[28.72222222 18.27777778] ; [26.27777778 16.72222222],0
b1,1,0.329461,0.951014,[25 23] ; [18 25],[22.68131868 25.31868132] ; [20.31868132 22.68131868],0
p3,1,0.431674,0.618315,[ 5 42] ; [ 7 36],[ 6.26666667 40.73333333] ; [ 5.73333333 37.26666667],0
u3,1,0.442068,0.590909,[ 4 14] ; [ 7 14],[ 5.07692308 12.92307692] ; [ 5.92307692 15.07692308],0
u1,1,0.479794,0.499331,[ 4 44] ; [ 2 41],[ 3.16483516 44.83516484] ; [ 2.83516484 40.16483516],0
r2,1,0.553887,0.3504,[26 19] ; [25 14],[27.32142857 17.67857143] ; [23.67857143 15.32142857],0
a7,1,0.565719,0.329898,[24 23] ; [24 18],[25.34831461 21.65168539] ; [22.65168539 19.34831461],0
s4,1,0.605737,0.26643,[ 7 41] ; [ 8 35],[ 7.91208791 40.08791209] ; [ 7.08791209 35.91208791],0
s7,1,0.61371,0.254808,[11 34] ; [12 29],[12.03488372 32.96511628] ; [10.96511628 30.03488372],0
b4,1,0.664193,0.18847,[28 20] ; [27 16],[29.01098901 18.98901099] ; [25.98901099 17.01098901],0
d3,1,0.692994,0.155863,[22 26] ; [21 21],[22.93333333 25.06666667] ; [20.06666667 21.93333333],0
v3,1,0.777946,0.079522,[11 36] ; [ 9 34],[10.44444444 36.55555556] ; [ 9.55555556 33.44444444],0
d4,1,0.812546,0.056237,[32 16] ; [27 15],[31.46666667 16.53333333] ; [27.53333333 14.46666667],0
a8,1,0.839717,0.040907,[ 4 42] ; [ 3 37],[ 3.74418605 42.25581395] ; [ 3.25581395 36.74418605],0
p5,1,0.910381,0.012669,[ 2 46] ; [ 2 41],[ 2.10989011 45.89010989] ; [ 1.89010989 41.10989011],0
n2,1,0.921987,0.00959,[15 13] ; [11  9],[15.16666667 12.83333333] ; [10.83333333  9.16666667],0
r1,1,0.96327,0.002121,[14 33] ; [13 30],[14.1 32.9] ; [12.9 30.1],0
