Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1e-06,23.799496,[244  45] ; [3 8],[237.94333333  51.05666667] ; [9.05666667 1.94333333],1
a3,1,0.674401,0.176497,[228  64] ; [8 3],[227.43234323  64.56765677] ; [8.56765677 2.43234323],0
u1,1,0.675368,0.175387,[ 69 223] ; [2 9],[ 68.42244224 223.57755776] ; [2.57755776 8.42244224],0
d3,1,0.675368,0.175387,[223  69] ; [9 2],[223.57755776  68.42244224] ; [8.42244224 2.57755776],0
p12,1,0.678833,0.171442,[ 39 252] ; [ 1 10],[ 38.54304636 252.45695364] ; [1.45695364 9.54304636],0
s4,1,0.69339,0.15544,[ 64 224] ; [3 8],[ 64.53511706 223.46488294] ; [2.46488294 8.53511706],0
a4,1,0.700021,0.14845,[150 142] ; [5 6],[149.37293729 142.62706271] ; [5.62706271 5.37293729],0
b4,1,0.703904,0.144442,[169 123] ; [7 4],[169.61056106 122.38943894] ; [6.38943894 4.61056106],0
b2,1,0.724835,0.123907,[ 71 113] ; [4 5],[ 71.50259067 112.49740933] ; [3.49740933 5.50259067],0
b3,1,0.724835,0.123907,[ 71 113] ; [4 5],[ 71.50259067 112.49740933] ; [3.49740933 5.50259067],0
a1,1,0.773834,0.082578,[ 20 272] ; [ 1 10],[ 20.23762376 271.76237624] ; [ 0.76237624 10.23762376],0
p1,1,0.865913,0.028511,[ 31 259] ; [ 1 10],[ 30.83056478 259.16943522] ; [1.16943522 9.83056478],0
p6,1,0.926174,0.008586,[153 135] ; [6 5],[153.15050167 134.84949833] ; [5.84949833 5.15050167],0
p7,1,0.968526,0.001557,[211  77] ; [8 3],[210.94314381  77.05685619] ; [8.05685619 2.94314381],0
n5,1,0.983024,0.000453,[238  52] ; [9 2],[237.97342193  52.02657807] ; [9.02657807 1.97342193],0
