Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.083749,[16 90] ; [15 11],[24.89393939 81.10606061] ; [ 6.10606061 19.89393939],1
a8,1,0.143859,2.136188,[10 90] ; [ 5 19],[12.09677419 87.90322581] ; [ 2.90322581 21.09677419],0
r3,1,0.149104,2.08139,[91 15] ; [25  1],[93.15151515 12.84848485] ; [22.84848485  3.15151515],0
r4,1,0.149104,2.08139,[91 15] ; [25  1],[93.15151515 12.84848485] ; [22.84848485  3.15151515],0
p12,1,0.151294,2.059153,[ 7 98] ; [ 4 22],[ 8.81679389 96.18320611] ; [ 2.18320611 23.81679389],0
u3,1,0.163309,1.943311,[23 16] ; [9 2],[24.96 14.04] ; [7.04 3.96],0
v4,1,0.211594,1.560489,[93 13] ; [25  1],[94.75757576 11.24242424] ; [23.24242424  2.75757576],0
p10,1,0.246001,1.345871,[59 45] ; [18  8],[61.6 42.4] ; [15.4 10.6],0
d4,1,0.287093,1.133206,[82 23] ; [17  8],[79.96153846 25.03846154] ; [19.03846154  5.96153846],0
b4,1,0.32508,0.968397,[58 48] ; [17  9],[60.22727273 45.77272727] ; [14.77272727 11.22727273],0
a6,1,0.363607,0.825397,[61 44] ; [17  8],[63. 42.] ; [15. 10.],0
a5,1,0.389551,0.740343,[68 38] ; [19  7],[69.86363636 36.13636364] ; [17.13636364  8.86363636],0
p1,1,0.389995,0.738959,[  4 102] ; [ 2 24],[  4.81818182 101.18181818] ; [ 1.18181818 24.81818182],0
a2,1,0.4173,0.657905,[24 82] ; [ 4 22],[22.48484848 83.51515152] ; [ 5.51515152 20.48484848],0
n3,1,0.524092,0.405833,[27 14] ; [4 1],[27.63043478 13.36956522] ; [3.36956522 1.63043478],0
a3,1,0.524724,0.404599,[67 37] ; [15 11],[65.6 38.4] ; [16.4  9.6],0
s3,1,0.531914,0.390733,[51 53] ; [14 11],[52.40310078 51.59689922] ; [12.59689922 12.40310078],0
b1,1,0.541591,0.372599,[50 56] ; [14 12],[51.39393939 54.60606061] ; [12.60606061 13.39393939],0
n5,1,0.544105,0.367985,[66 39] ; [18  8],[67.32824427 37.67175573] ; [16.67175573  9.32824427],0
n2,1,0.607011,0.26455,[31 14] ; [4 1],[31.5 13.5] ; [3.5 1.5],0
a7,1,0.626164,0.237298,[68 38] ; [18  8],[69.06060606 36.93939394] ; [16.93939394  9.06060606],0
d2,1,0.63135,0.230234,[49 56] ; [13 12],[50.07692308 54.92307692] ; [11.92307692 13.07692308],0
s1,1,0.638682,0.22047,[ 9 96] ; [ 3 23],[ 9.61832061 95.38167939] ; [ 2.38167939 23.61832061],0
d3,1,0.641403,0.216912,[60 45] ; [13 12],[58.96153846 46.03846154] ; [14.03846154 10.96153846],0
n1,1,0.67166,0.179667,[22 22] ; [2 3],[21.55102041 22.44897959] ; [2.44897959 2.55102041],0
r2,1,0.704542,0.14379,[99  6] ; [25  1],[99.38931298  5.61068702] ; [24.61068702  1.38931298],0
n4,1,0.73256,0.116774,[73 33] ; [17  9],[72.27272727 33.72727273] ; [17.72727273  8.27272727],0
u2,1,0.732954,0.116416,[22 16] ; [7 4],[22.48979592 15.51020408] ; [6.51020408 4.48979592],0
v3,1,0.772023,0.083943,[38 59] ; [11 15],[38.64227642 58.35772358] ; [10.35772358 15.64227642],0
d1,1,0.795705,0.067034,[56 50] ; [13 13],[55.40909091 50.59090909] ; [13.59090909 12.40909091],0
d5,1,0.808152,0.058957,[74 31] ; [17  8],[73.5 31.5] ; [17.5  7.5],0
a1,1,0.843569,0.038939,[ 7 99] ; [ 2 24],[ 7.22727273 98.77272727] ; [ 1.77272727 24.22727273],0
s4,1,0.912701,0.012019,[21 83] ; [ 5 21],[20.8 83.2] ; [ 5.2 20.8],0
u1,1,0.934971,0.006657,[17 89] ; [ 4 22],[16.86363636 89.13636364] ; [ 4.13636364 21.86363636],0
p11,1,0.941022,0.005474,[62 44] ; [15 11],[61.83333333 44.16666667] ; [15.16666667 10.83333333],0
a4,1,0.962567,0.002203,[49 56] ; [12 14],[48.89312977 56.10687023] ; [12.10687023 13.89312977],0
u4,1,0.986142,0.000302,[  4 102] ; [ 1 25],[  4.01515152 101.98484848] ; [ 0.98484848 25.01515152],0
