Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,87.116402,[ 6 37] ; [212  45],[31.24666667 11.75333333] ; [186.75333333  70.24666667],1
b1,1,0.064416,3.41988,[23 20] ; [ 99 158],[17.48666667 25.51333333] ; [104.51333333 152.48666667],0
d4,1,0.068743,3.312779,[26 17] ; [190  67],[30.96 12.04] ; [185.04  71.96],0
v1,1,0.069175,3.302492,[11 31] ; [104 150],[16.31756757 25.68243243] ; [ 98.68243243 155.31756757],0
n1,1,0.072233,3.231541,[11 12] ; [19 50],[ 7.5 15.5] ; [22.5 46.5],0
s8,1,0.100348,2.700012,[ 3 40] ; [ 43 214],[ 6.59333333 36.40666667] ; [ 39.40666667 217.59333333],0
u4,1,0.148661,2.085936,[ 1 42] ; [  1 256],[ 0.28666667 42.71333333] ; [  1.71333333 255.28666667],0
a5,1,0.162786,1.948157,[23 20] ; [166  91],[27.09 15.91] ; [161.91  95.09],0
n3,1,0.182112,1.780301,[12 11] ; [46 22],[14.65934066  8.34065934] ; [43.34065934 24.65934066],0
s4,1,0.198772,1.651372,[ 5 38] ; [ 16 241],[ 3.01 39.99] ; [ 17.99 239.01],0
p1,1,0.201623,1.63058,[ 5 38] ; [ 16 240],[ 3.02006689 39.97993311] ; [ 17.97993311 238.02006689],0
a3,1,0.203506,1.617031,[24 18] ; [172  84],[27.62416107 14.37583893] ; [168.37583893  87.62416107],0
n2,1,0.244876,1.352303,[12 11] ; [46 24],[14.34408602  8.65591398] ; [43.65591398 26.34408602],0
a2,1,0.31095,1.026636,[ 5 38] ; [ 46 211],[ 7.31 35.69] ; [ 43.69 213.31],0
s7,1,0.376017,0.783685,[ 6 33] ; [ 52 189],[ 8.07857143 30.92142857] ; [ 49.92142857 191.07857143],0
b4,1,0.383136,0.760614,[26 17] ; [137 120],[23.36333333 19.63666667] ; [139.63666667 117.36333333],0
a4,1,0.46122,0.542931,[14 28] ; [101 156],[16.15384615 25.84615385] ; [ 98.84615385 158.15384615],0
u1,1,0.566005,0.329412,[ 3 40] ; [ 25 232],[ 4.01333333 38.98666667] ; [ 23.98666667 233.01333333],0
p5,1,0.585077,0.298099,[ 2 40] ; [  8 248],[ 1.40939597 40.59060403] ; [  8.59060403 247.40939597],0
s2,1,0.640892,0.217578,[ 6 36] ; [ 44 212],[ 7.04697987 34.95302013] ; [ 42.95302013 213.04697987],0
n4,1,0.676695,0.17387,[30 13] ; [171  86],[28.81 14.19] ; [172.19  84.81],0
a8,1,0.702493,0.145891,[ 5 36] ; [ 24 211],[ 4.30797101 36.69202899] ; [ 24.69202899 210.30797101],0
b3,1,0.705403,0.142912,[11 16] ; [55 94],[10.125 16.875] ; [55.875 93.125],0
b2,1,0.705403,0.142912,[11 16] ; [55 94],[10.125 16.875] ; [55.875 93.125],0
n5,1,0.80826,0.05889,[27 16] ; [165  90],[27.70469799 15.29530201] ; [164.29530201  90.70469799],0
d2,1,0.850512,0.035519,[17 25] ; [108 149],[17.55852843 24.44147157] ; [107.44147157 149.55852843],0
s3,1,0.947989,0.004255,[10 31] ; [ 61 194],[ 9.83445946 31.16554054] ; [ 61.16554054 193.83445946],0
p12,1,0.988319,0.000214,[ 1 42] ; [  6 248],[ 1.01346801 41.98653199] ; [  5.98653199 248.01346801],0
