Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1e-06,23.799496,[3 8] ; [244  45],[9.05666667 1.94333333] ; [237.94333333  51.05666667],1
p8,1,0.426358,0.632723,[8 3] ; [177 114],[6.7384106 4.2615894] ; [178.2615894 112.7384106],0
s1,1,0.429766,0.623455,[ 1 10] ; [ 12 277],[ 0.47666667 10.52333333] ; [ 12.52333333 276.47666667],0
p5,1,0.43074,0.620826,[ 1 10] ; [ 53 235],[1.98662207 9.01337793] ; [ 52.01337793 235.98662207],0
a7,1,0.432745,0.615444,[7 4] ; [216  75],[8.12251656 2.87748344] ; [214.87748344  76.12251656],0
n4,1,0.452456,0.564493,[10  1] ; [239  52],[9.06953642 1.93046358] ; [239.93046358  51.06953642],0
d2,1,0.503538,0.447473,[5 6] ; [162 129],[6.08278146 4.91721854] ; [160.91721854 130.08278146],0
s5,1,0.505349,0.443686,[4 6] ; [141 137],[5.03472222 4.96527778] ; [139.96527778 138.03472222],0
v3,1,0.589438,0.291223,[4 7] ; [124 154],[4.87197232 6.12802768] ; [123.12802768 154.87197232],0
v1,1,0.632366,0.228866,[6 5] ; [174 108],[6.75767918 4.24232082] ; [173.24232082 108.75767918],0
b1,1,0.671303,0.180081,[4 7] ; [125 167],[4.68316832 6.31683168] ; [124.31683168 167.68316832],0
a3,1,0.674401,0.176497,[8 3] ; [228  64],[8.56765677 2.43234323] ; [227.43234323  64.56765677],0
u1,1,0.675368,0.175387,[2 9] ; [ 69 223],[2.57755776 8.42244224] ; [ 68.42244224 223.57755776],0
d3,1,0.675368,0.175387,[9 2] ; [223  69],[8.42244224 2.57755776] ; [223.57755776  68.42244224],0
p12,1,0.678833,0.171442,[ 1 10] ; [ 39 252],[1.45695364 9.54304636] ; [ 38.54304636 252.45695364],0
s4,1,0.69339,0.15544,[3 8] ; [ 64 224],[2.46488294 8.53511706] ; [ 64.53511706 223.46488294],0
a4,1,0.700021,0.14845,[5 6] ; [150 142],[5.62706271 5.37293729] ; [149.37293729 142.62706271],0
b4,1,0.703904,0.144442,[7 4] ; [169 123],[6.38943894 4.61056106] ; [169.61056106 122.38943894],0
b2,1,0.724835,0.123907,[4 5] ; [ 71 113],[3.49740933 5.50259067] ; [ 71.50259067 112.49740933],0
b3,1,0.724835,0.123907,[4 5] ; [ 71 113],[3.49740933 5.50259067] ; [ 71.50259067 112.49740933],0
a1,1,0.773834,0.082578,[ 1 10] ; [ 20 272],[ 0.76237624 10.23762376] ; [ 20.23762376 271.76237624],0
p1,1,0.865913,0.028511,[ 1 10] ; [ 31 259],[1.16943522 9.83056478] ; [ 30.83056478 259.16943522],0
p6,1,0.926174,0.008586,[6 5] ; [153 135],[5.84949833 5.15050167] ; [153.15050167 134.84949833],0
p7,1,0.968526,0.001557,[8 3] ; [211  77],[8.05685619 2.94314381] ; [210.94314381  77.05685619],0
n5,1,0.983024,0.000453,[9 2] ; [238  52],[9.02657807 1.97342193] ; [237.97342193  52.02657807],0
