Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,74.649376,[ 3 39] ; [193  63],[27.62416107 14.37583893] ; [168.37583893  87.62416107],1
a1,1,0.282812,1.153526,[ 1 41] ; [ 17 239],[ 2.53691275 39.46308725] ; [ 15.46308725 240.53691275],0
p12,1,0.310432,1.028836,[ 3 39] ; [ 32 222],[ 4.96621622 37.03378378] ; [ 30.03378378 223.96621622],0
s1,1,0.327841,0.957409,[ 3 38] ; [ 10 244],[ 1.80677966 39.19322034] ; [ 11.19322034 242.80677966],0
s5,1,0.335808,0.926369,[17 24] ; [120 122],[19.84805654 21.15194346] ; [117.15194346 124.84805654],0
n3,1,0.354922,0.855782,[9 2] ; [38 18],[7.71641791 3.28358209] ; [39.28358209 16.71641791],0
u4,1,0.396256,0.719657,[ 1 41] ; [ 14 242],[ 2.11409396 39.88590604] ; [ 12.88590604 243.11409396],0
r4,1,0.397651,0.715418,[40  2] ; [234  22],[38.61744966  3.38255034] ; [235.38255034  20.61744966],0
p6,1,0.40471,0.694288,[18 24] ; [125 126],[20.49829352 21.50170648] ; [122.50170648 128.49829352],0
p4,1,0.417589,0.65709,[26 16] ; [174  81],[28.28282828 13.71717172] ; [171.71717172  83.28282828],0
p8,1,0.423642,0.640191,[22 20] ; [148 103],[24.36860068 17.63139932] ; [145.63139932 105.36860068],0
b2,1,0.430847,0.62054,[11 18] ; [ 86 102],[12.96313364 16.03686636] ; [ 84.03686636 103.96313364],0
b3,1,0.430847,0.62054,[11 18] ; [ 86 102],[12.96313364 16.03686636] ; [ 84.03686636 103.96313364],0
b4,1,0.479252,0.500564,[21 21] ; [143 113],[23.11409396 18.88590604] ; [140.88590604 115.11409396],0
p2,1,0.491391,0.47348,[34  8] ; [217  38],[35.49494949  6.50505051] ; [215.50505051  39.49494949],0
v1,1,0.492502,0.471055,[24 17] ; [159  89],[25.96193772 15.03806228] ; [157.03806228  90.96193772],0
s6,1,0.50764,0.438929,[35  6] ; [225  28],[36.2585034  4.7414966] ; [223.7414966  29.2585034],0
b1,1,0.509382,0.435336,[19 23] ; [102 154],[17.05369128 24.94630872] ; [103.94630872 152.05369128],0
n6,1,0.625868,0.237705,[37  5] ; [229  24],[37.87118644  4.12881356] ; [228.12881356  24.87118644],0
n2,1,0.627748,0.235127,[9 2] ; [42 14],[8.37313433 2.62686567] ; [42.62686567 13.37313433],0
p10,1,0.702205,0.146188,[37  4] ; [224  30],[36.27457627  4.72542373] ; [224.72542373  29.27457627],0
p5,1,0.705876,0.142431,[ 7 35] ; [ 48 203],[ 7.88395904 34.11604096] ; [ 47.11604096 203.88395904],0
r2,1,0.711108,0.137173,[40  1] ; [243   9],[39.60068259  1.39931741] ; [243.39931741   8.60068259],0
b5,1,0.712076,0.136212,[24 18] ; [154 102],[25.08724832 16.91275168] ; [152.91275168 103.08724832],0
a6,1,0.723896,0.12479,[27 15] ; [171  84],[28. 14.] ; [170.  85.],0
s2,1,0.744835,0.105922,[32 10] ; [200  55],[32.80808081  9.19191919] ; [199.19191919  55.80808081],0
r3,1,0.793751,0.068353,[40  2] ; [246  10],[40.30872483  1.69127517] ; [245.69127517  10.30872483],0
v4,1,0.840161,0.040678,[40  1] ; [250   5],[40.16891892  0.83108108] ; [249.83108108   5.16891892],0
s3,1,0.896805,0.016822,[33  9] ; [201  52],[33.31525424  8.68474576] ; [200.68474576  52.31525424],0
n5,1,0.931867,0.00731,[35  7] ; [213  41],[35.18918919  6.81081081] ; [212.81081081  41.18918919],0
p7,1,0.944492,0.004848,[30 12] ; [177  69],[30.1875 11.8125] ; [176.8125  69.1875],0
a8,1,0.975918,0.000911,[ 7 32] ; [ 41 190],[ 6.93333333 32.06666667] ; [ 41.06666667 189.93333333],0
