Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.007379,7.178385,[23  6] ; [11 14],[18.25925926 10.74074074] ; [15.74074074  9.25925926],0
b4,1,0.753361,0.098728,[15 14] ; [14 11],[15.57407407 13.42592593] ; [13.42592593 11.57407407],0
n2,1,0.772059,0.083916,[9 4] ; [7 4],[8.66666667 4.33333333] ; [7.33333333 3.66666667],0
v1,1,0.797205,0.066032,[13 15] ; [12 12],[13.46153846 14.53846154] ; [11.53846154 12.46153846],0
b1,1,0.815665,0.054347,[13 16] ; [12 13],[13.42592593 15.57407407] ; [11.57407407 13.42592593],0
p5,1,0.843743,0.038852,[ 2 27] ; [ 2 22],[ 2.18867925 26.81132075] ; [ 1.81132075 22.18867925],0
b5,1,0.846974,0.037241,[19 10] ; [17  8],[19.33333333  9.66666667] ; [16.66666667  8.33333333],0
b2,1,0.863032,0.029762,[ 3 11] ; [ 4 17],[ 2.8 11.2] ; [ 4.2 16.8],0
b3,1,0.863032,0.029762,[ 3 11] ; [ 4 17],[ 2.8 11.2] ; [ 4.2 16.8],0
a1,1,0.877307,0.023834,[ 2 27] ; [ 2 23],[ 2.14814815 26.85185185] ; [ 1.85185185 23.14814815],0
s1,1,0.914752,0.011459,[ 1 28] ; [ 1 24],[ 1.07407407 27.92592593] ; [ 0.92592593 24.07407407],0
p12,1,0.914752,0.011459,[ 1 28] ; [ 1 24],[ 1.07407407 27.92592593] ; [ 0.92592593 24.07407407],0
a3,1,0.918075,0.01058,[17 12] ; [15 10],[17.18518519 11.81481481] ; [14.81481481 10.18518519],0
s5,1,0.924558,0.008967,[ 8 18] ; [ 8 17],[ 8.15686275 17.84313725] ; [ 7.84313725 17.15686275],0
s4,1,0.972996,0.001146,[ 8 21] ; [ 7 18],[ 8.05555556 20.94444444] ; [ 6.94444444 18.05555556],0
p2,1,0.989757,0.000165,[23  6] ; [19  5],[22.98113208  6.01886792] ; [19.01886792  4.98113208],0
p8,1,0.991125,0.000124,[ 9 19] ; [ 8 17],[ 8.98113208 19.01886792] ; [ 8.01886792 16.98113208],0
