Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,146.318285,[ 7 44] ; [305  41],[40.08060453 10.91939547] ; [271.91939547  74.08060453],1
a4,1,0.10999,2.554362,[14 37] ; [134 209],[19.15736041 31.84263959] ; [128.84263959 214.15736041],0
n5,1,0.218044,1.517199,[31 20] ; [238 105],[34.81979695 16.18020305] ; [234.18020305 108.81979695],0
p5,1,0.288923,1.124635,[ 1 49] ; [ 19 325],[ 2.53807107 47.46192893] ; [ 17.46192893 326.53807107],0
n1,1,0.299603,1.07596,[ 6 17] ; [35 58],[ 8.12931034 14.87068966] ; [32.87068966 60.12931034],0
a8,1,0.371115,0.799929,[ 7 41] ; [ 33 288],[ 5.20325203 42.79674797] ; [ 34.79674797 286.20325203],0
b2,1,0.395529,0.721878,[ 8 23] ; [ 64 127],[10.05405405 20.94594595] ; [ 61.94594595 129.05405405],0
b3,1,0.395529,0.721878,[ 8 23] ; [ 64 127],[10.05405405 20.94594595] ; [ 61.94594595 129.05405405],0
s4,1,0.4154,0.663294,[ 9 42] ; [ 46 297],[ 7.11928934 43.88071066] ; [ 47.88071066 295.11928934],0
v2,1,0.416868,0.659128,[16 34] ; [126 206],[18.58638743 31.41361257] ; [123.41361257 208.58638743],0
n2,1,0.417726,0.656704,[13 10] ; [61 32],[14.67241379  8.32758621] ; [59.32758621 33.67241379],0
p1,1,0.449249,0.572546,[ 2 49] ; [ 23 321],[ 3.2278481 47.7721519] ; [ 21.7721519 322.2278481],0
n3,1,0.532176,0.390235,[14  9] ; [63 30],[15.26724138  7.73275862] ; [61.73275862 31.26724138],0
p12,1,0.599678,0.275481,[ 2 49] ; [  9 334],[ 1.42385787 49.57614213] ; [  9.57614213 333.42385787],0
u2,1,0.660848,0.192495,[13 14] ; [66 59],[14.03289474 12.96710526] ; [64.96710526 60.03289474],0
b5,1,0.728881,0.120142,[31 20] ; [219 127],[32.11586902 18.88413098] ; [217.88413098 128.11586902],0
b4,1,0.967883,0.001621,[28 23] ; [191 155],[28.13350126 22.86649874] ; [190.86649874 155.13350126],0
