Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.496351,[ 57 107] ; [86 51],[77.91362126 86.08637874] ; [65.08637874 71.91362126],1
b1,1,0.447194,0.577753,[ 66 107] ; [49 95],[ 62.76025237 110.23974763] ; [52.23974763 91.76025237],0
d5,1,0.485574,0.48632,[130  43] ; [113  31],[132.61514196  40.38485804] ; [110.38485804  33.61514196],0
a2,1,0.489559,0.477495,[ 33 140] ; [ 32 112],[ 35.47318612 137.52681388] ; [ 29.52681388 114.47318612],0
n5,1,0.494623,0.466455,[112  60] ; [99 45],[114.84810127  57.15189873] ; [96.15189873 47.84810127],0
d1,1,0.599273,0.276094,[91 82] ; [80 64],[93.32176656 79.67823344] ; [77.67823344 66.32176656],0
n1,1,0.614182,0.25413,[27 41] ; [17 21],[28.22641509 39.77358491] ; [15.77358491 22.22641509],0
p1,1,0.635861,0.224196,[ 13 159] ; [ 13 131],[ 14.15189873 157.84810127] ; [ 11.84810127 132.15189873],0
a7,1,0.714162,0.134155,[121  51] ; [104  40],[122.46835443  49.53164557] ; [102.53164557  41.46835443],0
a3,1,0.835134,0.043315,[113  60] ; [95 48],[113.87341772  59.12658228] ; [94.12658228 48.87341772],0
a6,1,0.855662,0.033087,[117  56] ; [96 48],[116.24290221  56.75709779] ; [96.75709779 47.24290221],0
d4,1,0.883198,0.021584,[135  37] ; [114  30],[135.53164557  36.46835443] ; [113.46835443  30.53164557],0
n3,1,0.885817,0.020621,[45 22] ; [25 13],[44.66666667 22.33333333] ; [25.33333333 12.66666667],0
d3,1,0.902808,0.014912,[113  60] ; [95 49],[113.51419558  59.48580442] ; [94.48580442 49.51419558],0
d2,1,0.927419,0.008298,[81 90] ; [67 76],[80.59872611 90.40127389] ; [67.40127389 75.59872611],0
u1,1,0.929206,0.007893,[ 27 146] ; [ 23 121],[ 27.28706625 145.71293375] ; [ 22.71293375 121.28706625],0
n6,1,0.983733,0.000416,[138  35] ; [115  29],[138.07255521  34.92744479] ; [114.92744479  29.07255521],0
