Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6e-06,20.345837,[25 21] ; [ 1 28],[15.94666667 30.05333333] ; [10.05333333 18.94666667],1
p11,1,0.370542,0.801845,[19 27] ; [ 9 20],[17.17333333 28.82666667] ; [10.82666667 18.17333333],0
v4,1,0.381965,0.76437,[33 13] ; [18 11],[31.28 14.72] ; [19.72  9.28],0
b4,1,0.421923,0.644952,[25 21] ; [13 16],[23.30666667 22.69333333] ; [14.69333333 14.30666667],0
p4,1,0.434152,0.61169,[18 27] ; [ 9 20],[16.41891892 28.58108108] ; [10.58108108 18.41891892],0
r2,1,0.444692,0.584144,[29 14] ; [17 12],[27.47222222 15.52777778] ; [18.52777778 10.47222222],0
p6,1,0.446476,0.579582,[11 32] ; [ 5 23],[ 9.69014085 33.30985915] ; [ 6.30985915 21.69014085],0
a4,1,0.474663,0.511101,[16 29] ; [ 8 21],[14.59459459 30.40540541] ; [ 9.40540541 19.59459459],0
n3,1,0.48091,0.4968,[12  9] ; [9 4],[12.97058824  8.02941176] ; [8.02941176 4.97058824],0
p7,1,0.498024,0.459145,[17 29] ; [13 16],[18.4 27.6] ; [11.6 17.4],0
s1,1,0.550042,0.357241,[ 3 42] ; [ 1 28],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
a2,1,0.564613,0.33178,[ 5 41] ; [ 2 27],[ 4.29333333 41.70666667] ; [ 2.70666667 26.29333333],0
p8,1,0.615574,0.252138,[ 9 36] ; [ 7 21],[ 9.8630137 35.1369863] ; [ 6.1369863 21.8630137],0
s4,1,0.635341,0.224888,[10 36] ; [ 5 24],[ 9.2 36.8] ; [ 5.8 23.2],0
a1,1,0.704373,0.143962,[ 5 41] ; [ 4 25],[ 5.52 40.48] ; [ 3.48 25.52],0
r4,1,0.737379,0.112444,[16 30] ; [ 9 20],[15.33333333 30.66666667] ; [ 9.66666667 19.33333333],0
p12,1,0.738682,0.111289,[ 1 45] ; [ 1 28],[ 1.22666667 44.77333333] ; [ 0.77333333 28.22666667],0
b2,1,0.742876,0.107615,[10 21] ; [ 5 13],[ 9.48979592 21.51020408] ; [ 5.51020408 12.48979592],0
b3,1,0.742876,0.107615,[10 21] ; [ 5 13],[ 9.48979592 21.51020408] ; [ 5.51020408 12.48979592],0
n1,1,0.801106,0.063462,[ 7 13] ; [4 9],[ 6.66666667 13.33333333] ; [4.33333333 8.66666667],0
a6,1,0.824471,0.049194,[25 21] ; [15 14],[24.53333333 21.46666667] ; [15.46666667 13.53333333],0
b5,1,0.846488,0.037481,[28 18] ; [17 12],[27.6 18.4] ; [17.4 11.6],0
p1,1,0.949471,0.004016,[ 3 43] ; [ 2 27],[ 3.06666667 42.93333333] ; [ 1.93333333 27.06666667],0
p9,1,0.97204,0.001228,[15 28] ; [10 19],[14.93055556 28.06944444] ; [10.06944444 18.93055556],0
