Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,144.170503,[ 4 42] ; [257  34],[35.62611276 10.37388724] ; [225.37388724  65.62611276],1
b3,1,0.216894,1.524801,[13 18] ; [ 48 109],[10.05851064 20.94148936] ; [ 50.94148936 106.05851064],0
n1,1,0.310954,1.026619,[ 9 14] ; [21 54],[ 7.04081633 15.95918367] ; [22.95918367 52.04081633],0
a2,1,0.313182,1.017211,[ 6 40] ; [ 56 235],[ 8.46290801 37.53709199] ; [ 53.53709199 237.46290801],0
p1,1,0.340118,0.909986,[ 5 41] ; [ 20 270],[ 3.42261905 42.57738095] ; [ 21.57738095 268.42261905],0
s2,1,0.376936,0.780672,[ 3 43] ; [ 31 257],[ 4.68263473 41.31736527] ; [ 29.31736527 258.68263473],0
s5,1,0.41872,0.653904,[ 6 40] ; [ 51 234],[ 7.92145015 38.07854985] ; [ 49.07854985 235.92145015],0
s7,1,0.427591,0.629357,[ 5 38] ; [ 45 230],[ 6.76100629 36.23899371] ; [ 43.23899371 231.76100629],0
v3,1,0.434609,0.610476,[11 35] ; [ 83 198],[13.22324159 32.77675841] ; [ 80.77675841 200.22324159],0
a4,1,0.552719,0.352469,[16 29] ; [117 174],[17.8125 27.1875] ; [115.1875 175.8125],0
n5,1,0.642604,0.215353,[32 14] ; [191  98],[30.62089552 15.37910448] ; [192.37910448  96.62089552],0
a3,1,0.655788,0.19868,[27 18] ; [184 106],[28.34328358 16.65671642] ; [182.65671642 107.34328358],0
p12,1,0.770502,0.0851,[ 2 44] ; [ 10 277],[ 1.65765766 44.34234234] ; [ 10.34234234 276.65765766],0
p5,1,0.831337,0.045363,[ 4 41] ; [ 23 266],[ 3.63772455 41.36227545] ; [ 23.36227545 265.63772455],0
b4,1,0.935898,0.006468,[25 21] ; [160 131],[25.25222552 20.74777448] ; [159.74777448 131.25222552],0
d2,1,0.964914,0.001935,[18 27] ; [115 175],[17.86567164 27.13432836] ; [115.13432836 174.86567164],0
