Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.231415,[91 46] ; [ 8 23],[80.73214286 56.26785714] ; [18.26785714 12.73214286],1
u2,1,0.503807,0.446907,[29 17] ; [8 7],[27.90163934 18.09836066] ; [9.09836066 5.90163934],0
r1,1,0.536807,0.38149,[106  33] ; [22  9],[104.65882353  34.34117647] ; [23.34117647  7.65882353],0
d4,1,0.541774,0.372263,[115  25] ; [24  7],[113.80116959  26.19883041] ; [25.19883041  5.80116959],0
a1,1,0.574502,0.315207,[  8 132] ; [ 1 30],[  7.36842105 132.63157895] ; [ 1.63157895 29.36842105],0
s7,1,0.662602,0.190378,[47 89] ; [12 19],[48.04790419 87.95209581] ; [10.95209581 20.04790419],0
s6,1,0.679581,0.170598,[73 66] ; [17 13],[74.02366864 64.97633136] ; [15.97633136 14.02366864],0
r2,1,0.707985,0.140298,[125  12] ; [28  2],[125.51497006  11.48502994] ; [27.48502994  2.51497006],0
s8,1,0.715228,0.133111,[50 90] ; [10 21],[49.12280702 90.87719298] ; [10.87719298 20.12280702],0
n6,1,0.719852,0.128634,[95 45] ; [20 11],[94.15204678 45.84795322] ; [20.84795322 10.15204678],0
n4,1,0.731903,0.117372,[63 77] ; [15 16],[63.85964912 76.14035088] ; [14.14035088 16.85964912],0
p12,1,0.75026,0.101313,[  7 132] ; [ 2 29],[  7.35882353 131.64117647] ; [ 1.64117647 29.35882353],0
b2,1,0.770585,0.085036,[28 56] ; [ 7 12],[28.54368932 55.45631068] ; [ 6.45631068 12.54368932],0
b3,1,0.770585,0.085036,[28 56] ; [ 7 12],[28.54368932 55.45631068] ; [ 6.45631068 12.54368932],0
r3,1,0.787554,0.072624,[134   6] ; [30  1],[134.26900585   5.73099415] ; [29.73099415  1.26900585],0
u3,1,0.799675,0.064398,[29 17] ; [10  5],[29.40983607 16.59016393] ; [9.59016393 5.40983607],0
a4,1,0.838739,0.041415,[47 93] ; [11 20],[47.48538012 92.51461988] ; [10.51461988 20.48538012],0
s5,1,0.853672,0.034016,[ 35 100] ; [ 8 21],[35.39634146 99.60365854] ; [ 7.60365854 21.39634146],0
b5,1,0.894335,0.017642,[84 56] ; [19 12],[84.32748538 55.67251462] ; [18.67251462 12.32748538],0
d2,1,0.92114,0.009801,[51 89] ; [11 20],[50.76023392 89.23976608] ; [11.23976608 19.76023392],0
b1,1,0.928366,0.008082,[44 96] ; [10 21],[44.21052632 95.78947368] ; [ 9.78947368 21.21052632],0
a8,1,0.936625,0.006322,[ 13 115] ; [ 3 28],[ 12.88050314 115.11949686] ; [ 3.11949686 27.88050314],0
u1,1,0.956687,0.00295,[ 14 126] ; [ 3 28],[ 13.91812865 126.08187135] ; [ 3.08187135 27.91812865],0
v2,1,0.980211,0.000615,[70 66] ; [15 14],[70.06060606 65.93939394] ; [14.93939394 14.06060606],0
b4,1,0.988585,0.000205,[86 54] ; [19 12],[85.96491228 54.03508772] ; [19.03508772 11.96491228],0
