Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,26.193249,[ 3 31] ; [19  7],[12.46666667 21.53333333] ; [ 9.53333333 16.46666667],1
s5,1,0.592243,0.286855,[ 5 29] ; [ 5 20],[ 5.76271186 28.23728814] ; [ 4.23728814 20.76271186],0
u3,1,0.601508,0.272727,[ 1 15] ; [1 7],[ 1.33333333 14.66666667] ; [0.66666667 7.33333333],0
d3,1,0.602332,0.271493,[16 18] ; [14 12],[17. 17.] ; [13. 13.],0
a2,1,0.602332,0.271493,[ 4 30] ; [ 2 24],[ 3.4 30.6] ; [ 2.6 23.4],0
n4,1,0.604472,0.268303,[20 14] ; [17  9],[20.96666667 13.03333333] ; [16.03333333  9.96666667],0
p8,1,0.628322,0.234343,[ 5 28] ; [ 5 20],[ 5.68965517 27.31034483] ; [ 4.31034483 20.68965517],0
s4,1,0.641186,0.217195,[ 5 29] ; [ 5 21],[ 5.66666667 28.33333333] ; [ 4.33333333 21.66666667],0
a4,1,0.652214,0.20312,[12 21] ; [ 8 18],[11.18644068 21.81355932] ; [ 8.81355932 17.18644068],0
p1,1,0.682727,0.167073,[ 4 30] ; [ 4 22],[ 4.53333333 29.46666667] ; [ 3.46666667 22.53333333],0
u2,1,0.722283,0.126316,[ 3 13] ; [2 6],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
v3,1,0.764181,0.089997,[ 5 29] ; [ 3 22],[ 4.61016949 29.38983051] ; [ 3.38983051 21.61016949],0
b2,1,0.804326,0.061381,[ 9 14] ; [ 6 11],[ 8.625 14.375] ; [ 6.375 10.625],0
b3,1,0.804326,0.061381,[ 9 14] ; [ 6 11],[ 8.625 14.375] ; [ 6.375 10.625],0
b5,1,0.821268,0.051037,[16 18] ; [13 13],[16.43333333 17.56666667] ; [12.56666667 13.43333333],0
d1,1,0.831547,0.045249,[14 20] ; [10 16],[13.6 20.4] ; [10.4 15.6],0
r1,1,0.831547,0.045249,[14 20] ; [10 16],[13.6 20.4] ; [10.4 15.6],0
a6,1,0.875164,0.024681,[15 19] ; [12 14],[15.3 18.7] ; [11.7 14.3],0
a1,1,0.978419,0.000732,[ 4 30] ; [ 3 23],[ 3.96666667 30.03333333] ; [ 3.03333333 22.96666667],0
