Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000119,14.805429,[72  5] ; [25 13],[64.94782609 12.05217391] ; [32.05217391  5.94782609],1
s5,1,0.154374,2.02849,[17 61] ; [ 4 33],[14.24347826 63.75652174] ; [ 6.75652174 30.24347826],0
b5,1,0.215578,1.533566,[46 33] ; [18 21],[42.84745763 36.15254237] ; [21.15254237 17.84745763],0
n2,1,0.236167,1.403326,[24  6] ; [13  7],[22.2  7.8] ; [14.8  5.2],0
n1,1,0.271199,1.210673,[11 19] ; [10  9],[12.85714286 17.14285714] ; [ 8.14285714 10.85714286],0
a8,1,0.278225,1.17574,[11 60] ; [ 3 34],[ 9.2037037 61.7962963] ; [ 4.7962963 32.2037037],0
a7,1,0.290275,1.118346,[41 37] ; [16 22],[38.32758621 39.67241379] ; [18.67241379 19.32758621],0
d3,1,0.293868,1.101814,[25 52] ; [ 9 30],[22.56896552 54.43103448] ; [11.43103448 27.56896552],0
n3,1,0.3017,1.066667,[24  6] ; [12  6],[22.5  7.5] ; [13.5  4.5],0
v3,1,0.390163,0.738435,[16 62] ; [10 26],[17.78947368 60.21052632] ; [ 8.21052632 27.78947368],0
d2,1,0.405394,0.692269,[15 64] ; [10 29],[16.73728814 62.26271186] ; [ 8.26271186 30.73728814],0
u3,1,0.448811,0.573654,[17 28] ; [10 11],[18.40909091 26.59090909] ; [ 8.59090909 12.40909091],0
n4,1,0.516151,0.421578,[52 26] ; [23 15],[50.43103448 27.56896552] ; [24.56896552 13.43103448],0
a3,1,0.571172,0.320726,[34 45] ; [18 19],[35.4137931 43.5862069] ; [16.5862069 20.4137931],0
n5,1,0.65027,0.20556,[55 24] ; [28 10],[56.04273504 22.95726496] ; [26.95726496 11.04273504],0
s2,1,0.65339,0.201653,[29 50] ; [12 25],[27.92241379 51.07758621] ; [13.07758621 23.92241379],0
r2,1,0.678337,0.172004,[66 12] ; [31  7],[65.22413793 12.77586207] ; [31.77586207  6.22413793],0
p5,1,0.724321,0.12439,[ 3 75] ; [ 2 36],[ 3.36206897 74.63793103] ; [ 1.63793103 36.36206897],0
s4,1,0.742165,0.108233,[16 62] ; [ 7 32],[15.33333333 62.66666667] ; [ 7.66666667 31.33333333],0
a5,1,0.747082,0.103999,[36 43] ; [19 20],[36.8220339 42.1779661] ; [18.1779661 20.8220339],0
u2,1,0.750774,0.100882,[19 26] ; [ 8 13],[18.40909091 26.59090909] ; [ 8.59090909 12.40909091],0
a2,1,0.78172,0.076773,[ 5 74] ; [ 3 36],[ 5.3559322 73.6440678] ; [ 2.6440678 36.3559322],0
a6,1,0.844843,0.038299,[39 40] ; [20 19],[39.5 39.5] ; [19.5 19.5],0
b4,1,0.844843,0.038299,[40 39] ; [19 20],[39.5 39.5] ; [19.5 19.5],0
v1,1,0.851635,0.034981,[31 46] ; [15 24],[30.53448276 46.46551724] ; [15.46551724 23.53448276],0
a4,1,0.946294,0.004538,[16 62] ; [ 8 30],[16.13793103 61.86206897] ; [ 7.86206897 30.13793103],0
d1,1,0.991593,0.000111,[ 2 77] ; [ 1 38],[ 2.00847458 76.99152542] ; [ 0.99152542 38.00847458],0
u1,1,0.991593,0.000111,[ 2 77] ; [ 1 38],[ 2.00847458 76.99152542] ; [ 0.99152542 38.00847458],0
