Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,44.202214,[108  23] ; [ 6 23],[93.3375 37.6625] ; [20.6625  8.3375],1
d2,1,0.361449,0.832851,[66 64] ; [18 12],[68.25 61.75] ; [15.75 14.25],0
s5,1,0.431674,0.618316,[44 82] ; [ 7 19],[42.27631579 83.72368421] ; [ 8.72368421 17.27631579],0
a6,1,0.461564,0.542099,[92 39] ; [19 11],[90.31677019 40.68322981] ; [20.68322981  9.31677019],0
a3,1,0.468805,0.524791,[100  31] ; [21  9],[98.45341615 32.54658385] ; [22.54658385  7.45341615],0
a4,1,0.486061,0.485235,[66 65] ; [13 17],[64.27950311 66.72049689] ; [14.72049689 15.27950311],0
s3,1,0.500417,0.454051,[73 56] ; [19 11],[74.64150943 54.35849057] ; [17.35849057 12.64150943],0
b5,1,0.505946,0.442443,[87 44] ; [18 12],[85.43478261 45.56521739] ; [19.56521739 10.43478261],0
v1,1,0.517541,0.41879,[69 53] ; [15 15],[67.42105263 54.57894737] ; [16.57894737 13.42105263],0
a7,1,0.522137,0.409669,[95 36] ; [20 10],[93.57142857 37.42857143] ; [21.42857143  8.57142857],0
u2,1,0.529249,0.395833,[15 15] ; [5 3],[15.78947368 14.21052632] ; [4.21052632 3.78947368],0
p2,1,0.530275,0.393865,[103  28] ; [22  8],[101.70807453  29.29192547] ; [23.29192547  6.70807453],0
r2,1,0.550851,0.355795,[123   8] ; [29  1],[123.67701863   7.32298137] ; [28.32298137  1.67701863],0
n3,1,0.560133,0.339474,[23  1] ; [10  1],[22.62857143  1.37142857] ; [10.37142857  0.62857143],0
s8,1,0.564285,0.332338,[60 71] ; [12 18],[58.58385093 72.41614907] ; [13.41614907 16.58385093],0
a2,1,0.586135,0.296421,[37 94] ; [ 7 23],[35.80124224 95.19875776] ; [ 8.19875776 21.80124224],0
s1,1,0.636653,0.223146,[  7 122] ; [ 1 29],[  6.49056604 122.50943396] ; [ 1.50943396 28.49056604],0
p5,1,0.638469,0.220751,[ 12 116] ; [ 2 28],[ 11.34177215 116.65822785] ; [ 2.65822785 27.34177215],0
a5,1,0.643251,0.214515,[95 36] ; [23  7],[96.01242236 34.98757764] ; [21.98757764  8.01242236],0
a1,1,0.647643,0.208884,[  7 124] ; [ 1 29],[  6.50931677 124.49068323] ; [ 1.49068323 28.50931677],0
p6,1,0.658492,0.19536,[40 90] ; [ 8 22],[39. 91.] ; [ 9. 21.],0
n2,1,0.673633,0.177381,[19  5] ; [8 3],[18.51428571  5.48571429] ; [8.48571429 2.51428571],0
d1,1,0.696136,0.152523,[75 56] ; [16 14],[74.04347826 56.95652174] ; [16.95652174 13.04347826],0
d3,1,0.731444,0.11779,[83 48] ; [18 12],[82.18012422 48.81987578] ; [18.81987578 11.18012422],0
p7,1,0.733883,0.115576,[70 61] ; [15 15],[69.16149068 61.83850932] ; [15.83850932 14.16149068],0
b4,1,0.832352,0.044811,[77 54] ; [17 13],[76.48447205 54.51552795] ; [17.51552795 12.48447205],0
n1,1,0.833497,0.044192,[10 14] ; [5 6],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
s2,1,0.932464,0.007182,[72 57] ; [17 13],[72.20754717 56.79245283] ; [16.79245283 13.20754717],0
b3,1,0.996179,2.3e-05,[37 51] ; [ 8 11],[37.00934579 50.99065421] ; [ 7.99065421 11.00934579],0
b2,1,0.996179,2.3e-05,[37 51] ; [ 8 11],[37.00934579 50.99065421] ; [ 7.99065421 11.00934579],0
a8,1,1.0,0.0,[ 12 104] ; [ 3 26],[ 12. 104.] ; [ 3. 26.],0
