Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.006686,7.355414,[35 41] ; [ 41 106],[25.90134529 50.09865471] ; [50.09865471 96.90134529],0
d3,1,0.717849,0.130563,[48 27] ; [97 49],[49.2081448 25.7918552] ; [95.7918552 50.2081448],0
r1,1,0.764543,0.089712,[53 22] ; [101  46],[52.02702703 22.97297297] ; [101.97297297  45.02702703],0
p5,1,0.803272,0.062058,[ 3 71] ; [  7 139],[ 3.36363636 70.63636364] ; [  6.63636364 139.36363636],0
p4,1,0.805745,0.060476,[33 41] ; [63 84],[32.14479638 41.85520362] ; [63.85520362 83.14479638],0
v2,1,0.879826,0.022858,[33 35] ; [70 71],[33.51196172 34.48803828] ; [69.48803828 71.51196172],0
a4,1,0.882326,0.02191,[24 52] ; [ 45 102],[23.51569507 52.48430493] ; [ 45.48430493 101.51569507],0
u1,1,0.927565,0.008264,[ 7 69] ; [ 13 134],[ 6.8161435 69.1838565] ; [ 13.1838565 133.8161435],0
b2,1,0.932308,0.007215,[13 31] ; [20 46],[13.2 30.8] ; [19.8 46.2],0
b3,1,0.932308,0.007215,[13 31] ; [20 46],[13.2 30.8] ; [19.8 46.2],0
p3,1,0.948195,0.004222,[26 48] ; [51 96],[25.78280543 48.21719457] ; [51.21719457 95.78280543],0
a2,1,0.96094,0.002398,[10 66] ; [ 19 128],[ 9.88340807 66.11659193] ; [ 19.11659193 127.88340807],0
d2,1,0.98742,0.000249,[28 48] ; [54 93],[27.94618834 48.05381166] ; [54.05381166 92.94618834],0
