Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,3e-05,17.434923,[299  37] ; [45 20],[288.2394015  47.7605985] ; [55.7605985  9.2394015],1
s1,1,0.354039,0.858927,[ 13 321] ; [ 1 63],[ 11.74874372 322.25125628] ; [ 2.25125628 61.74874372],0
b5,1,0.363883,0.824448,[198 140] ; [42 23],[201.29032258 136.70967742] ; [38.70967742 26.29032258],0
p1,1,0.373609,0.791625,[ 26 310] ; [ 3 62],[ 24.29925187 311.70074813] ; [ 4.70074813 60.29925187],0
v1,1,0.385239,0.753918,[156 173] ; [27 38],[152.80964467 176.19035533] ; [30.19035533 34.80964467],0
v2,1,0.409686,0.679713,[127 200] ; [21 42],[124.09230769 202.90769231] ; [23.90769231 39.09230769],0
b3,1,0.426403,0.632601,[ 80 128] ; [11 24],[ 77.89300412 130.10699588] ; [13.10699588 21.89300412],0
b2,1,0.426403,0.632601,[ 80 128] ; [11 24],[ 77.89300412 130.10699588] ; [13.10699588 21.89300412],0
v4,1,0.605995,0.266048,[307  30] ; [57  7],[305.90523691  31.09476309] ; [58.09476309  5.90523691],0
u3,1,0.7903,0.070714,[53 51] ; [12 13],[52.40310078 51.59689922] ; [12.59689922 12.40310078],0
n3,1,0.904633,0.014355,[52 26] ; [17  9],[51.75 26.25] ; [17.25  8.75],0
a6,1,0.911391,0.012384,[226 112] ; [43 22],[225.61290323 112.38709677] ; [43.38709677 21.61290323],0
b4,1,0.915817,0.011173,[190 148] ; [37 28],[190.38709677 147.61290323] ; [36.61290323 28.38709677],0
n2,1,0.946082,0.004573,[59 21] ; [19  7],[58.86792453 21.13207547] ; [19.13207547  6.86792453],0
u2,1,0.961083,0.002381,[50 53] ; [12 13],[49.890625 53.109375] ; [12.109375 12.890625],0
