Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000151,14.359091,[ 2 38] ; [6 6],[ 6.15384615 33.84615385] ; [ 1.84615385 10.15384615],1
p3,1,0.568134,0.325815,[10 30] ; [4 8],[10.76923077 29.23076923] ; [3.23076923 8.76923077],0
a7,1,0.612334,0.25679,[20 20] ; [5 7],[19.23076923 20.76923077] ; [5.76923077 6.23076923],0
d3,1,0.64638,0.210495,[17 23] ; [6 6],[17.69230769 22.30769231] ; [5.30769231 6.69230769],0
a8,1,0.649692,0.206289,[ 7 30] ; [3 9],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
s1,1,0.664032,0.188662,[ 2 38] ; [ 1 11],[ 2.30769231 37.69230769] ; [ 0.69230769 11.30769231],0
p12,1,0.664032,0.188662,[ 2 38] ; [ 1 11],[ 2.30769231 37.69230769] ; [ 0.69230769 11.30769231],0
n5,1,0.674027,0.176927,[26 14] ; [7 5],[25.38461538 14.61538462] ; [7.61538462 4.38461538],0
v2,1,0.773522,0.082812,[ 8 30] ; [3 9],[ 8.36 29.64] ; [2.64 9.36],0
p5,1,0.844686,0.038378,[ 4 35] ; [ 1 11],[ 3.82352941 35.17647059] ; [ 1.17647059 10.82352941],0
d5,1,0.879168,0.023111,[21 19] ; [6 6],[20.76923077 19.23076923] ; [6.23076923 5.76923077],0
p1,1,0.924303,0.009028,[ 3 37] ; [ 1 11],[ 3.07692308 36.92307692] ; [ 0.92307692 11.07692308],0
s4,1,0.946642,0.004479,[ 7 33] ; [ 2 10],[ 6.92307692 33.07692308] ; [2.07692308 9.92307692],0
b4,1,0.956956,0.002913,[27 13] ; [8 4],[26.92307692 13.07692308] ; [8.07692308 3.92307692],0
