Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00099,10.845535,[ 8 37] ; [18 16],[14.81012658 30.18987342] ; [11.18987342 22.81012658],1
n3,1,0.331974,0.941183,[11 10] ; [9 4],[12.35294118  8.64705882] ; [7.64705882 5.35294118],0
n4,1,0.367627,0.811669,[28 18] ; [24 10],[29.9 16.1] ; [22.1 11.9],0
p12,1,0.399379,0.710194,[ 1 44] ; [ 2 32],[ 1.70886076 43.29113924] ; [ 1.29113924 32.70886076],0
p7,1,0.404042,0.696265,[13 30] ; [13 20],[14.71052632 28.28947368] ; [11.28947368 21.71052632],0
u2,1,0.424149,0.63879,[ 6 17] ; [4 6],[ 6.96969697 16.03030303] ; [3.03030303 6.96969697],0
b1,1,0.439619,0.597277,[19 27] ; [17 17],[20.7 25.3] ; [15.3 18.7],0
a5,1,0.507083,0.440081,[25 21] ; [21 13],[26.45 19.55] ; [19.55 14.45],0
p10,1,0.515416,0.423057,[28 16] ; [18 14],[26.63157895 17.36842105] ; [19.36842105 12.63157895],0
a6,1,0.519074,0.415733,[21 25] ; [18 16],[22.425 23.575] ; [16.575 17.425],0
p9,1,0.559871,0.339928,[29 15] ; [19 13],[27.78947368 16.21052632] ; [20.21052632 11.78947368],0
s4,1,0.571759,0.319748,[ 9 37] ; [ 5 29],[ 8.05 37.95] ; [ 5.95 28.05],0
p2,1,0.625606,0.238067,[32 12] ; [23 11],[31.02564103 12.97435897] ; [23.97435897 10.02564103],0
r2,1,0.641925,0.216234,[24 20] ; [18 12],[24.97297297 19.02702703] ; [17.02702703 12.97297297],0
p4,1,0.659458,0.194183,[20 26] ; [16 17],[20.96202532 25.03797468] ; [15.03797468 17.96202532],0
p5,1,0.699523,0.148969,[ 4 40] ; [ 4 30],[ 4.51282051 39.48717949] ; [ 3.48717949 30.51282051],0
b2,1,0.720405,0.128105,[ 8 20] ; [ 7 14],[ 8.57142857 19.42857143] ; [ 6.42857143 14.57142857],0
b3,1,0.720405,0.128105,[ 8 20] ; [ 7 14],[ 8.57142857 19.42857143] ; [ 6.42857143 14.57142857],0
p1,1,0.738603,0.111359,[ 5 40] ; [ 3 31],[ 4.55696203 40.44303797] ; [ 3.44303797 30.55696203],0
v4,1,0.823465,0.04977,[32 13] ; [22 10],[31.55844156 13.44155844] ; [22.44155844  9.55844156],0
a8,1,0.825072,0.048853,[ 2 41] ; [ 1 27],[ 1.81690141 41.18309859] ; [ 1.18309859 26.81690141],0
s3,1,0.846012,0.037717,[15 30] ; [11 20],[15.39473684 29.60526316] ; [10.60526316 20.39473684],0
p8,1,0.878475,0.023379,[17 29] ; [12 22],[16.675 29.325] ; [12.325 21.675],0
n5,1,0.959603,0.002566,[32 13] ; [24 10],[31.89873418 13.10126582] ; [24.10126582  9.89873418],0
s7,1,0.989412,0.000176,[17 28] ; [11 18],[17.02702703 27.97297297] ; [10.97297297 18.02702703],0
