Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.715969,[86 92] ; [67 13],[105.55813953  72.44186047] ; [47.44186047 32.55813953],1
n5,1,0.116772,2.460087,[118  63] ; [60 20],[123.44061303  57.55938697] ; [54.55938697 25.44061303],0
p2,1,0.124099,2.364816,[143  39] ; [71 11],[147.53030303  34.46969697] ; [66.46969697 15.53030303],0
a6,1,0.134825,2.236045,[112  71] ; [58 24],[117.39622642  65.60377358] ; [52.60377358 29.39622642],0
n2,1,0.142164,2.154375,[34  8] ; [10  6],[31.86206897 10.13793103] ; [12.13793103  3.86206897],0
v4,1,0.206855,1.593303,[163  17] ; [78  4],[165.57251908  14.42748092] ; [75.42748092  6.57251908],0
p10,1,0.247398,1.337936,[131  47] ; [65 16],[134.7027027  43.2972973] ; [61.2972973 19.7027027],0
s6,1,0.252891,1.307263,[106  73] ; [54 27],[110.15384615  68.84615385] ; [49.84615385 31.15384615],0
v3,1,0.264027,1.247517,[ 52 128] ; [29 52],[ 55.86206897 124.13793103] ; [25.13793103 55.86206897],0
n4,1,0.266632,1.233994,[120  61] ; [60 22],[123.878327  57.121673] ; [56.121673 25.878327],0
a2,1,0.274657,1.193342,[ 11 172] ; [ 8 74],[ 13.12075472 169.87924528] ; [ 5.87924528 76.12075472],0
b5,1,0.279654,1.168771,[110  73] ; [55 27],[113.94339623  69.05660377] ; [51.05660377 30.94339623],0
u1,1,0.287577,1.130929,[  6 177] ; [ 5 77],[  7.59622642 175.40377358] ; [ 3.40377358 78.59622642],0
s4,1,0.329723,0.949985,[ 34 148] ; [11 69],[ 31.25954198 150.74045802] ; [13.74045802 66.25954198],0
r4,1,0.347729,0.881726,[155  28] ; [73  9],[157.4490566  25.5509434] ; [70.5509434 11.4490566],0
d3,1,0.35021,0.872698,[88 95] ; [44 37],[91.5 91.5] ; [40.5 40.5],0
n1,1,0.353611,0.860458,[15 26] ; [8 8],[16.54385965 24.45614035] ; [6.45614035 9.54385965],0
u3,1,0.392641,0.730747,[44 38] ; [20 12],[46.03508772 35.96491228] ; [17.96491228 14.03508772],0
r3,1,0.395369,0.722365,[167  14] ; [78  4],[168.6121673  12.3878327] ; [76.3878327  5.6121673],0
v1,1,0.426439,0.632501,[78 99] ; [40 41],[80.95348837 96.04651163] ; [37.04651163 43.95348837],0
r2,1,0.431443,0.618936,[162  19] ; [75  6],[163.72900763  17.27099237] ; [73.27099237  7.72900763],0
d4,1,0.433694,0.612912,[109  74] ; [53 29],[111.87169811  71.12830189] ; [50.12830189 31.87169811],0
a3,1,0.443505,0.587197,[99 82] ; [49 33],[101.85551331  79.14448669] ; [46.14448669 35.85551331],0
r1,1,0.464761,0.534403,[129  52] ; [62 20],[131.4486692  49.5513308] ; [59.5513308 22.4486692],0
s3,1,0.545899,0.364716,[89 90] ; [37 44],[86.74615385 92.25384615] ; [39.25384615 41.74615385],0
p9,1,0.569828,0.322971,[140  38] ; [67 15],[141.71538462  36.28461538] ; [65.28461538 16.71538462],0
d2,1,0.625888,0.237678,[ 24 159] ; [ 9 73],[ 22.78867925 160.21132075] ; [10.21132075 71.78867925],0
n3,1,0.67962,0.170554,[32 10] ; [13  3],[32.5862069  9.4137931] ; [12.4137931  3.5862069],0
b4,1,0.781142,0.07719,[106  77] ; [46 36],[104.96603774  78.03396226] ; [47.03396226 34.96603774],0
a5,1,0.795235,0.06735,[108  75] ; [47 35],[107.03773585  75.96226415] ; [47.96226415 34.03773585],0
a8,1,0.829614,0.04631,[ 25 147] ; [12 65],[ 25.55823293 146.44176707] ; [11.44176707 65.55823293],0
b1,1,0.875117,0.0247,[ 74 109] ; [34 48],[ 74.58113208 108.41886792] ; [33.41886792 48.58113208],0
s1,1,0.92155,0.009698,[  7 172] ; [ 3 79],[  6.85823755 172.14176245] ; [ 3.14176245 78.85823755],0
a1,1,0.947545,0.004328,[  7 176] ; [ 3 79],[  6.90566038 176.09433962] ; [ 3.09433962 78.90566038],0
