Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,25.23307,[244  48] ; [21 21],[231.67664671  60.32335329] ; [33.32335329  8.67664671],1
a7,1,0.394642,0.724592,[226  64] ; [31 12],[223.81381381  66.18618619] ; [33.18618619  9.81381381],0
a8,1,0.400628,0.706441,[ 42 218] ; [ 4 33],[ 40.26936027 219.73063973] ; [ 5.73063973 31.26936027],0
a5,1,0.424863,0.636824,[232  59] ; [32 11],[230.01197605  60.98802395] ; [33.98802395  9.01197605],0
p1,1,0.449319,0.572368,[ 23 268] ; [ 2 41],[ 21.78143713 269.21856287] ; [ 3.21856287 39.78143713],0
u3,1,0.470669,0.520405,[43 27] ; [8 3],[44.07407407 25.92592593] ; [6.92592593 4.07407407],0
b5,1,0.50903,0.436061,[185 107] ; [25 18],[183.04477612 108.95522388] ; [26.95522388 16.04477612],0
n3,1,0.510745,0.432541,[35 14] ; [12  3],[35.984375 13.015625] ; [11.015625  3.984375],0
s3,1,0.550091,0.357154,[197  89] ; [27 15],[195.31707317  90.68292683] ; [28.68292683 13.31707317],0
a1,1,0.586938,0.295151,[ 20 272] ; [ 2 41],[ 19.1761194 272.8238806] ; [ 2.8238806 40.1761194],0
d5,1,0.603121,0.270315,[253  39] ; [36  7],[251.90447761  40.09552239] ; [37.09552239  5.90447761],0
a3,1,0.75895,0.094163,[222  68] ; [32 11],[221.2012012  68.7987988] ; [32.7987988 10.2012012],0
d4,1,0.770205,0.085326,[255  36] ; [37  6],[254.40718563  36.59281437] ; [37.59281437  5.40718563],0
b3,1,0.796007,0.066832,[ 62 117] ; [ 9 19],[ 61.39613527 117.60386473] ; [ 9.60386473 18.39613527],0
b2,1,0.796007,0.066832,[ 62 117] ; [ 9 19],[ 61.39613527 117.60386473] ; [ 9.60386473 18.39613527],0
s4,1,0.87034,0.026643,[ 51 239] ; [ 8 35],[ 51.38138138 238.61861862] ; [ 7.61861862 35.38138138],0
n2,1,0.887274,0.020094,[40  9] ; [12  3],[39.8125  9.1875] ; [12.1875  2.8125],0
r3,1,0.890262,0.019037,[286   6] ; [41  1],[285.88023952   6.11976048] ; [41.11976048  0.88023952],0
n1,1,0.922666,0.009424,[17 32] ; [ 5 10],[16.84375 32.15625] ; [5.15625 9.84375],0
d3,1,0.940475,0.005576,[215  76] ; [32 11],[215.2005988  75.7994012] ; [31.7994012 11.2005988],0
d1,1,0.969753,0.001438,[191 101] ; [28 15],[190.88955224 101.11044776] ; [28.11044776 14.88955224],0
s1,1,0.997372,1.1e-05,[  7 281] ; [ 1 40],[  7.00303951 280.99696049] ; [ 0.99696049 40.00303951],0
