Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.778715,[38 25] ; [118  18],[49.38693467 13.61306533] ; [106.61306533  29.38693467],1
u3,1,0.483865,0.490141,[ 9 11] ; [16 13],[10.20408163  9.79591837] ; [14.79591837 14.20408163],0
u2,1,0.493315,0.469288,[11 10] ; [18 11],[12.18  8.82] ; [16.82 12.18],0
v2,1,0.501643,0.451458,[51 13] ; [112  22],[52.68686869 11.31313131] ; [110.31313131  23.68686869],0
d2,1,0.543368,0.369333,[30 35] ; [69 67],[32.01492537 32.98507463] ; [66.98507463 69.01492537],0
v1,1,0.600997,0.273495,[46 19] ; [101  35],[47.53731343 17.46268657] ; [99.46268657 36.53731343],0
n3,1,0.609473,0.260943,[12  4] ; [10  5],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
r1,1,0.649588,0.20642,[54 10] ; [118  18],[55.04  8.96] ; [116.96  19.04],0
s3,1,0.682793,0.166998,[37 24] ; [86 49],[38.28061224 22.71938776] ; [84.71938776 50.28061224],0
s6,1,0.709306,0.138971,[41 19] ; [93 38],[42.09424084 17.90575916] ; [91.90575916 39.09424084],0
r3,1,0.757955,0.094967,[62  3] ; [130   5],[62.4  2.6] ; [129.6   5.4],0
s2,1,0.794201,0.068048,[36 28] ; [78 56],[36.84848485 27.15151515] ; [77.15151515 56.84848485],0
b4,1,0.796792,0.066307,[39 26] ; [79 57],[38.15920398 26.84079602] ; [79.84079602 56.15920398],0
u4,1,0.82831,0.047032,[ 2 63] ; [  5 131],[ 2.26368159 62.73631841] ; [  4.73631841 131.26368159],0
b2,1,0.862047,0.030195,[16 22] ; [36 53],[15.55905512 22.44094488] ; [36.44094488 52.55905512],0
b3,1,0.862047,0.030195,[16 22] ; [36 53],[15.55905512 22.44094488] ; [36.44094488 52.55905512],0
a7,1,0.878379,0.023416,[47 18] ; [99 36],[47.45 17.55] ; [98.55 36.45],0
a4,1,0.891728,0.018528,[31 34] ; [63 72],[30.55 34.45] ; [63.45 71.55],0
d4,1,0.91582,0.011173,[55 10] ; [115  20],[55.25  9.75] ; [114.75  20.25],0
r2,1,0.920434,0.009977,[60  3] ; [129   6],[60.13636364  2.86363636] ; [128.86363636   6.13636364],0
