Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.506178,[34 21] ; [ 1 23],[24.36708861 30.63291139] ; [10.63291139 13.36708861],1
n2,1,0.551149,0.355263,[12  7] ; [6 2],[12.66666667  6.33333333] ; [5.33333333 2.66666667],0
s7,1,0.571721,0.319812,[25 27] ; [ 9 13],[23.89189189 28.10810811] ; [10.10810811 11.89189189],0
n6,1,0.574456,0.315283,[33 22] ; [16  8],[34.11392405 20.88607595] ; [14.88607595  9.11392405],0
v1,1,0.628753,0.233756,[22 33] ; [11 13],[22.97468354 32.02531646] ; [10.02531646 13.97468354],0
s8,1,0.63985,0.218938,[19 36] ; [ 7 17],[18.10126582 36.89873418] ; [ 7.89873418 16.10126582],0
p7,1,0.666275,0.18599,[30 24] ; [14  9],[30.85714286 23.14285714] ; [13.14285714  9.85714286],0
p3,1,0.733587,0.115843,[21 33] ; [ 8 15],[20.33766234 33.66233766] ; [ 8.66233766 14.33766234],0
r1,1,0.784725,0.07462,[42 13] ; [19  5],[42.46835443 12.53164557] ; [18.53164557  5.46835443],0
p2,1,0.80067,0.063746,[36 19] ; [15  9],[35.50632911 19.49367089] ; [15.49367089  8.50632911],0
n5,1,0.834225,0.0438,[33 22] ; [15  9],[33.41772152 21.58227848] ; [14.58227848  9.41772152],0
p11,1,0.856536,0.032683,[31 24] ; [13 11],[30.63291139 24.36708861] ; [13.36708861 10.63291139],0
v4,1,0.862031,0.030203,[47  8] ; [20  3],[47.24358974  7.75641026] ; [19.75641026  3.24358974],0
b1,1,0.870823,0.026443,[31 24] ; [14 10],[31.32911392 23.67088608] ; [13.67088608 10.32911392],0
