Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,36.904517,[ 27 128] ; [78 78],[ 52.33118971 102.66881029] ; [ 52.66881029 103.33118971],1
p2,1,0.111815,2.52838,[115  40] ; [129  29],[120.83067093  34.16932907] ; [123.16932907  34.83067093],0
s1,1,0.171573,1.869142,[  4 150] ; [  1 155],[  2.48387097 151.51612903] ; [  2.51612903 153.48387097],0
d2,1,0.230908,1.43526,[68 87] ; [80 78],[73.29073482 81.70926518] ; [74.70926518 83.29073482],0
a7,1,0.245378,1.349429,[108  49] ; [118  40],[112.64126984  44.35873016] ; [113.35873016  44.64126984],0
a6,1,0.273817,1.197523,[112  45] ; [105  55],[107.47318612  49.52681388] ; [109.52681388  50.47318612],0
a4,1,0.284212,1.14684,[62 92] ; [74 86],[66.70063694 87.29936306] ; [69.29936306 90.70063694],0
p6,1,0.313574,1.015561,[ 40 115] ; [ 48 107],[ 44. 111.] ; [ 44. 111.],0
u4,1,0.323463,0.974891,[  1 156] ; [  3 157],[  1.98107256 155.01892744] ; [  2.01892744 157.98107256],0
a8,1,0.34067,0.907909,[ 24 122] ; [ 18 126],[ 21.14482759 124.85517241] ; [ 20.85517241 123.14482759],0
u1,1,0.341663,0.904181,[ 17 140] ; [ 23 137],[ 19.81072555 137.18927445] ; [ 20.18927445 139.81072555],0
u3,1,0.472188,0.516852,[28 34] ; [30 28],[29.96666667 32.03333333] ; [28.03333333 29.96666667],0
b5,1,0.503772,0.446982,[98 59] ; [94 66],[95.09148265 61.90851735] ; [96.90851735 63.09148265],0
s3,1,0.519991,0.413911,[57 96] ; [ 53 104],[54.29032258 98.70967742] ; [ 55.70967742 101.29032258],0
a2,1,0.535355,0.384217,[ 29 128] ; [ 34 126],[ 31.20189274 125.79810726] ; [ 31.79810726 128.20189274],0
a5,1,0.546661,0.363332,[109  48] ; [116  44],[111.43533123  45.56466877] ; [113.56466877  46.43533123],0
a3,1,0.569884,0.322877,[94 61] ; [102  58],[96.44444444 58.55555556] ; [99.55555556 60.44444444],0
b4,1,0.575923,0.312873,[99 58] ; [96 64],[96.57728707 60.42271293] ; [98.42271293 61.57728707],0
s8,1,0.63482,0.225582,[ 30 127] ; [ 34 126],[ 31.69716088 125.30283912] ; [ 32.30283912 127.69716088],0
r2,1,0.772698,0.083433,[139  14] ; [145  13],[139.7170418  13.2829582] ; [144.2829582  13.7170418],0
p1,1,0.789931,0.070969,[ 15 141] ; [ 14 146],[ 14.3164557 141.6835443] ; [ 14.6835443 145.3164557],0
s6,1,0.827036,0.047744,[75 77] ; [76 82],[74.03870968 77.96129032] ; [76.96129032 81.03870968],0
n1,1,0.829638,0.046296,[14 22] ; [10 14],[14.4 21.6] ; [ 9.6 14.4],0
p5,1,0.865687,0.028608,[ 11 145] ; [ 12 147],[ 11.39047619 144.60952381] ; [ 11.60952381 147.39047619],0
s2,1,0.920848,0.009874,[ 40 115] ; [ 40 118],[ 39.61661342 115.38338658] ; [ 40.38338658 117.61661342],0
b2,1,0.925054,0.008849,[36 60] ; [35 60],[35.68586387 60.31413613] ; [35.31413613 59.68586387],0
b3,1,0.925054,0.008849,[36 60] ; [35 60],[35.68586387 60.31413613] ; [35.31413613 59.68586387],0
s5,1,0.928069,0.008149,[ 33 118] ; [ 33 121],[ 32.67540984 118.32459016] ; [ 33.32459016 120.67540984],0
u2,1,0.948271,0.004209,[30 33] ; [27 29],[30.17647059 32.82352941] ; [26.82352941 29.17647059],0
n5,1,0.958063,0.002765,[128  28] ; [130  28],[128.17834395  27.82165605] ; [129.82165605  28.17834395],0
a1,1,0.96901,0.001509,[  8 149] ; [  8 152],[  7.92429022 149.07570978] ; [  8.07570978 151.92429022],0
s4,1,0.976631,0.000858,[ 18 134] ; [ 19 140],[ 18.08360129 133.91639871] ; [ 18.91639871 140.08360129],0
