Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,57.907143,[13 54] ; [57 10],[35. 32.] ; [35. 32.],1
a1,1,0.160819,1.966504,[ 9 61] ; [ 4 64],[ 6.5942029 63.4057971] ; [ 6.4057971 61.5942029],0
v3,1,0.189778,1.71934,[18 48] ; [24 39],[21.48837209 44.51162791] ; [20.51162791 42.48837209],0
p6,1,0.194835,1.680672,[ 6 62] ; [11 57],[ 8.5 59.5] ; [ 8.5 59.5],0
a3,1,0.211195,1.563218,[40 28] ; [47 21],[43.5 24.5] ; [43.5 24.5],0
n3,1,0.218419,1.514727,[15 16] ; [15  8],[17.22222222 13.77777778] ; [12.77777778 10.22222222],0
r1,1,0.241441,1.372163,[40 29] ; [46 22],[43.31386861 25.68613139] ; [42.68613139 25.31386861],0
d4,1,0.274794,1.192658,[47 22] ; [52 16],[49.86131387 19.13868613] ; [49.13868613 18.86131387],0
b1,1,0.309102,1.034507,[39 31] ; [32 36],[36.01449275 33.98550725] ; [34.98550725 33.01449275],0
u4,1,0.324376,0.971218,[ 3 67] ; [ 1 67],[ 2.02898551 67.97101449] ; [ 1.97101449 66.02898551],0
d5,1,0.407953,0.684759,[42 27] ; [46 22],[44.32116788 24.67883212] ; [43.67883212 24.32116788],0
s1,1,0.412644,0.671171,[ 8 61] ; [ 5 62],[ 6.59558824 62.40441176] ; [ 6.40441176 60.59558824],0
a2,1,0.46674,0.529684,[12 58] ; [15 53],[13.69565217 56.30434783] ; [13.30434783 54.69565217],0
n1,1,0.505739,0.442873,[14 20] ; [12 12],[15.24137931 18.75862069] ; [10.75862069 13.24137931],0
a8,1,0.551944,0.353846,[ 6 61] ; [ 8 58],[ 7.05263158 59.94736842] ; [ 6.94736842 59.05263158],0
v1,1,0.672607,0.178568,[22 47] ; [24 44],[23.16788321 45.83211679] ; [22.83211679 45.16788321],0
b4,1,0.707007,0.141285,[40 30] ; [41 27],[41.08695652 28.91304348] ; [39.91304348 28.08695652],0
b2,1,0.713686,0.134623,[17 30] ; [16 24],[17.82758621 29.17241379] ; [15.17241379 24.82758621],0
b3,1,0.713686,0.134623,[17 30] ; [16 24],[17.82758621 29.17241379] ; [15.17241379 24.82758621],0
a4,1,0.72749,0.121429,[27 41] ; [29 39],[28. 40.] ; [28. 40.],0
n4,1,0.763351,0.090651,[45 24] ; [46 22],[45.83211679 23.16788321] ; [45.16788321 22.83211679],0
u2,1,0.787867,0.072405,[14 16] ; [ 9 12],[13.52941176 16.47058824] ; [ 9.47058824 11.52941176],0
d2,1,0.790159,0.070811,[32 36] ; [30 37],[31.22962963 36.77037037] ; [30.77037037 36.22962963],0
b5,1,0.841503,0.039988,[40 30] ; [40 28],[40.57971014 29.42028986] ; [39.42028986 28.57971014],0
u3,1,0.946532,0.004497,[14 16] ; [10 11],[14.11764706 15.88235294] ; [ 9.88235294 11.11764706],0
u1,1,0.950832,0.003802,[ 8 62] ; [ 8 60],[ 8.11594203 61.88405797] ; [ 7.88405797 60.11594203],0
