Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002492,9.146107,[13 13] ; [15 62],[ 7.06796117 18.93203883] ; [20.93203883 56.06796117],0
a7,1,0.213333,1.548663,[17  9] ; [39 37],[14.2745098 11.7254902] ; [41.7254902 34.2745098],0
p10,1,0.21956,1.507246,[ 8 18] ; [15 63],[ 5.75 20.25] ; [17.25 60.75],0
n3,1,0.251054,1.317427,[6 2] ; [19 17],[4.54545455 3.45454545] ; [20.45454545 15.54545455],0
p1,1,0.266467,1.234842,[ 3 23] ; [ 4 73],[ 1.76699029 24.23300971] ; [ 5.23300971 71.76699029],0
v3,1,0.279485,1.169591,[ 8 17] ; [16 59],[ 6. 19.] ; [18. 57.],0
b2,1,0.384061,0.757663,[ 4 12] ; [17 29],[ 5.41935484 10.58064516] ; [15.58064516 30.41935484],0
b3,1,0.384061,0.757663,[ 4 12] ; [17 29],[ 5.41935484 10.58064516] ; [15.58064516 30.41935484],0
r2,1,0.402518,0.70079,[23  3] ; [61 14],[21.62376238  4.37623762] ; [62.37623762 12.62376238],0
v2,1,0.410321,0.677871,[11 15] ; [25 50],[ 9.26732673 16.73267327] ; [26.73267327 48.26732673],0
s1,1,0.416826,0.659246,[ 3 23] ; [ 5 71],[ 2.03921569 23.96078431] ; [ 5.96078431 70.03921569],0
d1,1,0.417397,0.657633,[12 14] ; [29 49],[10.25 15.75] ; [30.75 47.25],0
a5,1,0.425867,0.634067,[16 10] ; [41 37],[14.25 11.75] ; [42.75 35.25],0
a4,1,0.454169,0.560227,[ 8 18] ; [30 47],[ 9.59223301 16.40776699] ; [28.40776699 48.59223301],0
d5,1,0.480553,0.497608,[18  8] ; [48 30],[16.5  9.5] ; [49.5 28.5],0
a6,1,0.488756,0.479263,[17  9] ; [45 33],[15.5 10.5] ; [46.5 31.5],0
s3,1,0.541277,0.373178,[ 8 18] ; [19 58],[ 6.81553398 19.18446602] ; [20.18446602 56.81553398],0
s4,1,0.545791,0.364912,[ 3 23] ; [ 6 72],[ 2.25 23.75] ; [ 6.75 71.25],0
s5,1,0.5684,0.325366,[ 2 24] ; [ 9 68],[ 2.77669903 23.22330097] ; [ 8.22330097 68.77669903],0
a8,1,0.608036,0.263045,[ 1 24] ; [ 5 68],[ 1.53061224 23.46938776] ; [ 4.46938776 68.53061224],0
n2,1,0.610534,0.259398,[5 3] ; [20 18],[4.34782609 3.65217391] ; [20.65217391 17.34782609],0
a1,1,0.627236,0.235828,[ 1 25] ; [ 5 73],[ 1.5 24.5] ; [ 4.5 73.5],0
n5,1,0.691804,0.157139,[12 14] ; [39 38],[12.87378641 13.12621359] ; [38.12621359 38.87378641],0
u1,1,0.700919,0.147518,[ 3 23] ; [ 7 71],[ 2.5 23.5] ; [ 7.5 70.5],0
p11,1,0.733668,0.11577,[13 13] ; [36 42],[12.25 13.75] ; [36.75 41.25],0
b5,1,0.733668,0.11577,[13 13] ; [36 42],[12.25 13.75] ; [36.75 41.25],0
a2,1,0.740084,0.110053,[ 4 22] ; [10 68],[ 3.5 22.5] ; [10.5 67.5],0
b4,1,0.817499,0.053251,[16 10] ; [46 32],[15.5 10.5] ; [46.5 31.5],0
u3,1,0.83468,0.043557,[ 6 10] ; [13 19],[6.33333333 9.66666667] ; [12.66666667 19.33333333],0
r1,1,0.966845,0.001728,[17  9] ; [50 27],[16.91262136  9.08737864] ; [50.08737864 26.91262136],0
n1,1,0.985741,0.000319,[3 5] ; [14 23],[3.02222222 4.97777778] ; [13.97777778 23.02222222],0
d2,1,0.992869,8e-05,[12 14] ; [35 41],[11.98039216 14.01960784] ; [35.01960784 40.98039216],0
