Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,47.275088,[169   8] ; [37 24],[153.20168067  23.79831933] ; [52.79831933  8.20168067],1
b5,1,0.002426,9.195226,[107  71] ; [23 38],[96.82008368 81.17991632] ; [33.17991632 27.82008368],0
p3,1,0.006167,7.50073,[88 89] ; [18 43],[78.83193277 98.16806723] ; [27.16806723 33.83193277],0
v3,1,0.007474,7.155414,[76 97] ; [14 44],[ 67.4025974 105.5974026] ; [22.5974026 35.4025974],0
n3,1,0.028547,4.794698,[25  5] ; [16 12],[21.20689655  8.79310345] ; [19.79310345  8.20689655],0
a7,1,0.037833,4.312496,[127  50] ; [35 26],[120.4789916  56.5210084] ; [41.5210084 19.4789916],0
r2,1,0.039816,4.225696,[164  12] ; [48  9],[160.13733906  15.86266094] ; [51.86266094  5.13733906],0
a5,1,0.051333,3.797371,[134  44] ; [38 23],[128.10041841  49.89958159] ; [43.89958159 17.10041841],0
n1,1,0.05314,3.7395,[ 8 19] ; [17 14],[11.63793103 15.36206897] ; [13.36206897 17.63793103],0
d3,1,0.053774,3.719689,[118  60] ; [32 29],[111.71548117  66.28451883] ; [38.28451883 22.71548117],0
s8,1,0.057998,3.59372,[ 44 134] ; [ 8 53],[ 38.72803347 139.27196653] ; [13.27196653 47.72803347],0
s7,1,0.064342,3.42176,[ 48 116] ; [10 49],[ 42.65470852 121.34529148] ; [15.34529148 43.65470852],0
s5,1,0.09215,2.83641,[ 27 146] ; [ 4 54],[ 23.21645022 149.78354978] ; [ 7.78354978 50.21645022],0
s2,1,0.126842,2.330735,[ 39 137] ; [ 8 53],[ 34.90295359 141.09704641] ; [12.09704641 48.90295359],0
s1,1,0.171043,1.873774,[  3 172] ; [ 3 58],[  4.44915254 170.55084746] ; [ 1.55084746 59.44915254],0
u3,1,0.180512,1.793402,[22 30] ; [ 6 17],[19.41333333 32.58666667] ; [ 8.58666667 14.41333333],0
b1,1,0.199901,1.6431,[ 68 110] ; [29 32],[ 72.24267782 105.75732218] ; [24.75732218 36.24267782],0
d4,1,0.23816,1.39145,[138  39] ; [43 18],[134.6092437  42.3907563] ; [46.3907563 14.6092437],0
a3,1,0.254844,1.29655,[126  51] ; [38 22],[122.48101266  54.51898734] ; [41.51898734 18.48101266],0
a6,1,0.306934,1.043823,[129  49] ; [40 21],[125.86610879  52.13389121] ; [43.13389121 17.86610879],0
u2,1,0.320203,0.988117,[23 29] ; [ 7 15],[21.08108108 30.91891892] ; [ 8.91891892 13.08108108],0
d1,1,0.422145,0.644336,[101  77] ; [31 30],[98.30962343 79.69037657] ; [33.69037657 27.30962343],0
u4,1,0.425278,0.635684,[  1 177] ; [ 1 60],[  1.48953975 176.51046025] ; [ 0.51046025 60.48953975],0
b4,1,0.462349,0.540203,[103  75] ; [32 29],[100.54393305  77.45606695] ; [34.45606695 26.54393305],0
n2,1,0.464961,0.533927,[18 11] ; [22  9],[19.33333333  9.66666667] ; [20.66666667 10.33333333],0
p12,1,0.481714,0.494979,[  6 170] ; [ 1 60],[  5.19831224 170.80168776] ; [ 1.80168776 59.19831224],0
u1,1,0.524201,0.405621,[ 23 155] ; [ 6 55],[ 21.59832636 156.40167364] ; [ 7.40167364 53.59832636],0
s3,1,0.577469,0.310345,[ 50 124] ; [15 45],[ 48.33333333 125.66666667] ; [16.66666667 43.33333333],0
a2,1,0.579891,0.30641,[ 38 140] ; [11 50],[ 36.49372385 141.50627615] ; [12.50627615 48.49372385],0
p5,1,0.598012,0.278004,[  9 169] ; [ 2 57],[  8.26160338 169.73839662] ; [ 2.73839662 56.26160338],0
n5,1,0.633325,0.227579,[137  40] ; [49 12],[138.32773109  38.67226891] ; [47.67226891 13.32773109],0
s4,1,0.702776,0.1456,[ 12 166] ; [ 5 56],[ 12.66108787 165.33891213] ; [ 4.33891213 56.66108787],0
p1,1,0.774206,0.082299,[ 18 159] ; [ 7 54],[ 18.59243697 158.40756303] ; [ 6.40756303 54.59243697],0
d2,1,0.821538,0.05088,[87 90] ; [28 31],[86.25 90.75] ; [28.75 30.25],0
b2,1,0.835318,0.043216,[48 60] ; [19 22],[48.56375839 59.43624161] ; [18.43624161 22.56375839],0
b3,1,0.835318,0.043216,[48 60] ; [19 22],[48.56375839 59.43624161] ; [18.43624161 22.56375839],0
a8,1,0.862533,0.029981,[ 20 137] ; [ 7 52],[ 19.625 137.375] ; [ 7.375 51.625],0
a4,1,0.943898,0.004952,[84 94] ; [28 32],[83.76470588 94.23529412] ; [28.23529412 31.76470588],0
