Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.00169,9.858744,[13 19] ; [26  7],[19.2 12.8] ; [19.8 13.2],0
u2,1,0.72759,0.121336,[ 6 11] ; [5 7],[ 6.44827586 10.55172414] ; [4.55172414 7.44827586],0
p9,1,0.751094,0.100614,[13 17] ; [13 20],[12.38095238 17.61904762] ; [13.61904762 19.38095238],0
s5,1,0.784114,0.075055,[ 6 26] ; [ 5 26],[ 5.58730159 26.41269841] ; [ 5.41269841 25.58730159],0
s7,1,0.797793,0.065641,[12 20] ; [13 19],[12.5 19.5] ; [12.5 19.5],0
s2,1,0.800184,0.064064,[13 19] ; [14 18],[13.5 18.5] ; [13.5 18.5],0
p6,1,0.817609,0.053186,[14 18] ; [14 16],[14.4516129 17.5483871] ; [13.5483871 16.4516129],0
p7,1,0.846945,0.037256,[23  9] ; [23 10],[22.64615385  9.35384615] ; [23.35384615  9.64615385],0
p3,1,0.890073,0.019103,[14 18] ; [15 18],[14.27692308 17.72307692] ; [14.72307692 18.27692308],0
d1,1,0.908566,0.01319,[17 15] ; [18 15],[17.23076923 14.76923077] ; [17.76923077 15.23076923],0
b1,1,0.908566,0.01319,[15 17] ; [15 18],[14.76923077 17.23076923] ; [15.23076923 17.76923077],0
a1,1,0.982366,0.000489,[ 1 31] ; [ 1 32],[ 0.98461538 31.01538462] ; [ 1.01538462 31.98461538],0
