Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,79.402532,[127  34] ; [ 83 163],[83.07125307 77.92874693] ; [126.92874693 119.07125307],1
r2,1,0.029173,4.757366,[155   8] ; [225  28],[148.89423077  14.10576923] ; [231.10576923  21.89423077],0
n4,1,0.030121,4.702387,[148  17] ; [209  46],[140.25  24.75] ; [216.75  38.25],0
s5,1,0.034103,4.489531,[ 55 109] ; [ 60 190],[ 45.55555556 118.44444444] ; [ 69.44444444 180.55555556],0
d2,1,0.037964,4.306642,[90 74] ; [113 141],[79.64593301 84.35406699] ; [123.35406699 130.64593301],0
p10,1,0.038872,4.266468,[137  26] ; [192  62],[128.60191847  34.39808153] ; [200.39808153  53.60191847],0
s6,1,0.040143,4.211849,[110  52] ; [147 107],[100.08173077  61.91826923] ; [156.91826923  97.08173077],0
p1,1,0.043089,4.091924,[ 17 148] ; [ 13 242],[ 11.78571429 153.21428571] ; [ 18.21428571 236.78571429],0
a3,1,0.04381,4.063853,[125  40] ; [169  85],[115.77565632  49.22434368] ; [178.22434368  75.77565632],0
d3,1,0.045862,3.98664,[112  53] ; [149 107],[102.29216152  62.70783848] ; [158.70783848  97.29216152],0
p4,1,0.048346,3.897907,[89 74] ; [114 141],[79.16028708 83.83971292] ; [123.83971292 131.16028708],0
n2,1,0.05009,3.838435,[31  4] ; [56 22],[26.94690265  8.05309735] ; [60.05309735 17.94690265],0
a4,1,0.052597,3.756679,[81 83] ; [101 153],[71.40669856 92.59330144] ; [110.59330144 143.40669856],0
p11,1,0.080089,3.063094,[134  31] ; [189  67],[126.59144893  38.40855107] ; [196.40855107  59.59144893],0
p12,1,0.081705,3.030647,[ 13 152] ; [ 10 245],[  9.03571429 155.96428571] ; [ 13.96428571 241.03571429],0
s3,1,0.081966,3.025481,[93 68] ; [125 130],[84.37019231 76.62980769] ; [133.62980769 121.37019231],0
u1,1,0.092176,2.835949,[ 32 133] ; [ 34 222],[ 25.86698337 139.13301663] ; [ 40.13301663 215.86698337],0
n3,1,0.156003,2.012547,[27  8] ; [49 28],[23.75 11.25] ; [52.25 24.75],0
u4,1,0.164992,1.92787,[  4 161] ; [  2 254],[  2.35154394 162.64845606] ; [  3.64845606 252.35154394],0
p5,1,0.261817,1.259121,[ 16 148] ; [ 17 236],[ 12.97841727 151.02158273] ; [ 20.02158273 232.97841727],0
a5,1,0.293124,1.105217,[125  40] ; [182  74],[120.32066508  44.67933492] ; [186.67933492  69.32066508],0
a1,1,0.310365,1.029121,[ 10 155] ; [ 10 246],[  7.83847981 157.16152019] ; [ 12.16152019 243.83847981],0
p9,1,0.345131,0.891279,[134  29] ; [196  54],[130.24213075  32.75786925] ; [199.75786925  50.24213075],0
p8,1,0.38533,0.753628,[73 90] ; [102 150],[68.73493976 94.26506024] ; [106.26506024 145.73493976],0
n1,1,0.447697,0.576475,[12 21] ; [34 43],[13.8 19.2] ; [32.2 44.8],0
u3,1,0.481438,0.495605,[22 18] ; [42 45],[20.15748031 19.84251969] ; [43.84251969 43.15748031],0
p2,1,0.494863,0.465935,[129  35] ; [194  62],[126.12380952  37.87619048] ; [196.87619048  59.12380952],0
s1,1,0.54625,0.364078,[  4 157] ; [  9 245],[  5.04337349 155.95662651] ; [  7.95662651 246.04337349],0
a7,1,0.56104,0.337907,[114  50] ; [171  85],[111.28571429  52.71428571] ; [173.71428571  82.28571429],0
u2,1,0.620877,0.244637,[20 19] ; [40 46],[18.72 20.28] ; [41.28 44.72],0
a6,1,0.648001,0.20843,[115  50] ; [173  83],[112.87410926  52.12589074] ; [175.12589074  80.87410926],0
b2,1,0.648577,0.207698,[39 72] ; [ 48 100],[37.28571429 73.71428571] ; [49.71428571 98.28571429],0
b3,1,0.648577,0.207698,[39 72] ; [ 48 100],[37.28571429 73.71428571] ; [49.71428571 98.28571429],0
b5,1,0.655718,0.198767,[95 70] ; [153 103],[97.19714964 67.80285036] ; [150.80285036 105.19714964],0
b1,1,0.673973,0.17699,[ 63 102] ; [103 153],[65.05938242 99.94061758] ; [100.94061758 155.05938242],0
a8,1,0.868553,0.027389,[ 23 123] ; [ 36 202],[ 22.43229167 123.56770833] ; [ 36.56770833 201.43229167],0
b4,1,0.946951,0.004427,[94 71] ; [145 111],[93.66983373 71.33016627] ; [145.33016627 110.66983373],0
