Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4e-06,21.310983,[35 49] ; [ 7 68],[22.18867925 61.81132075] ; [19.81132075 55.18867925],1
p2,1,0.26486,1.243173,[66 22] ; [51 25],[62.7804878 25.2195122] ; [54.2195122 21.7804878],0
s3,1,0.267589,1.229064,[43 45] ; [31 46],[39.46666667 48.53333333] ; [34.53333333 42.46666667],0
a4,1,0.273524,1.198989,[35 54] ; [24 53],[31.63253012 57.36746988] ; [27.36746988 49.63253012],0
a7,1,0.281861,1.158094,[70 19] ; [55 22],[67.01807229 21.98192771] ; [57.98192771 19.01807229],0
n1,1,0.302022,1.065246,[ 7 25] ; [11 22],[ 8.86153846 23.13846154] ; [ 9.13846154 23.86153846],0
p8,1,0.341256,0.905707,[41 45] ; [31 46],[37.98773006 48.01226994] ; [34.01226994 42.98773006],0
d2,1,0.344406,0.893963,[34 55] ; [35 42],[36.9939759 52.0060241] ; [32.0060241 44.9939759],0
p1,1,0.371406,0.798956,[ 4 84] ; [ 6 70],[ 5.36585366 82.63414634] ; [ 4.63414634 71.36585366],0
s2,1,0.378409,0.775864,[40 49] ; [29 47],[37.21818182 51.78181818] ; [31.78181818 44.21818182],0
b3,1,0.425205,0.635884,[15 29] ; [11 31],[13.30232558 30.69767442] ; [12.69767442 29.30232558],0
b2,1,0.425205,0.635884,[15 29] ; [11 31],[13.30232558 30.69767442] ; [12.69767442 29.30232558],0
d3,1,0.435031,0.609353,[68 21] ; [54 22],[65.80606061 23.19393939] ; [56.19393939 19.80606061],0
p6,1,0.462831,0.53904,[23 62] ; [17 60],[20.98765432 64.01234568] ; [19.01234568 57.98765432],0
n6,1,0.465176,0.533411,[54 33] ; [52 25],[56.23170732 30.76829268] ; [49.76829268 27.23170732],0
a8,1,0.499781,0.455402,[ 1 80] ; [ 2 71],[ 1.57792208 79.42207792] ; [ 1.42207792 71.57792208],0
r4,1,0.509163,0.435787,[73 16] ; [60 17],[71.30722892 17.69277108] ; [61.69277108 15.30722892],0
p3,1,0.57915,0.30761,[33 54] ; [26 51],[31.29878049 55.70121951] ; [27.70121951 49.29878049],0
u2,1,0.586094,0.296486,[14 13] ; [20 14],[15.04918033 11.95081967] ; [18.95081967 15.04918033],0
s7,1,0.671689,0.179632,[29 57] ; [22 50],[27.75949367 58.24050633] ; [23.24050633 48.75949367],0
s8,1,0.702908,0.145464,[27 62] ; [21 55],[25.89090909 63.10909091] ; [22.10909091 53.89090909],0
a1,1,0.771257,0.084525,[ 3 86] ; [ 2 75],[ 2.68072289 86.31927711] ; [ 2.31927711 74.68072289],0
n5,1,0.790197,0.070785,[28 60] ; [26 51],[28.8 59.2] ; [25.2 51.8],0
v4,1,0.791785,0.069693,[82  6] ; [70  6],[81.56097561  6.43902439] ; [70.43902439  5.56097561],0
s5,1,0.816696,0.053729,[29 57] ; [24 51],[28.31055901 57.68944099] ; [24.68944099 50.31055901],0
n2,1,0.866873,0.0281,[21 11] ; [21 12],[20.67692308 11.32307692] ; [21.32307692 11.67692308],0
s1,1,0.867588,0.027796,[ 3 85] ; [ 3 74],[ 3.2 84.8] ; [ 2.8 74.2],0
n3,1,0.875315,0.024621,[20 12] ; [20 13],[19.69230769 12.30769231] ; [20.30769231 12.69230769],0
u3,1,0.935428,0.006564,[18  9] ; [23 11],[18.14754098  8.85245902] ; [22.85245902 11.14754098],0
b5,1,0.961699,0.002306,[54 35] ; [47 30],[54.15060241 34.84939759] ; [46.84939759 30.15060241],0
