Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.3e-05,15.491667,[14 35] ; [21  7],[22.27272727 26.72727273] ; [12.72727273 15.27272727],1
s8,1,0.247799,1.335672,[12 39] ; [10 18],[14.20253165 36.79746835] ; [ 7.79746835 20.20253165],0
r1,1,0.280317,1.165551,[25 27] ; [17 11],[27.3 24.7] ; [14.7 13.3],0
p2,1,0.35927,0.840442,[26 26] ; [17 11],[27.95 24.05] ; [15.05 12.95],0
n6,1,0.399927,0.708547,[29 22] ; [18  9],[30.73076923 20.26923077] ; [16.26923077 10.73076923],0
a4,1,0.400881,0.705681,[17 34] ; [12 16],[18.72151899 32.27848101] ; [10.27848101 17.72151899],0
r2,1,0.412902,0.670429,[37 13] ; [23  5],[38.46153846 11.53846154] ; [21.53846154  6.46153846],0
b2,1,0.435058,0.609282,[12 16] ; [ 6 13],[10.72340426 17.27659574] ; [ 7.27659574 11.72340426],0
b3,1,0.435058,0.609282,[12 16] ; [ 6 13],[10.72340426 17.27659574] ; [ 7.27659574 11.72340426],0
u3,1,0.438815,0.59938,[ 8 17] ; [5 6],[ 9.02777778 15.97222222] ; [3.97222222 7.02777778],0
a2,1,0.467671,0.527473,[ 4 48] ; [ 1 27],[ 3.25 48.75] ; [ 1.75 26.25],0
a3,1,0.505864,0.442613,[27 24] ; [17 11],[28.40506329 22.59493671] ; [15.59493671 12.40506329],0
v2,1,0.550417,0.356571,[18 32] ; [12 16],[19.23076923 30.76923077] ; [10.76923077 17.23076923],0
v4,1,0.55596,0.346748,[37 14] ; [22  6],[38.08860759 12.91139241] ; [20.91139241  7.08860759],0
b5,1,0.639207,0.21978,[25 27] ; [15 13],[26. 26.] ; [14. 14.],0
s1,1,0.648207,0.208168,[ 4 48] ; [ 3 25],[ 4.55 47.45] ; [ 2.45 25.55],0
v1,1,0.649564,0.206451,[19 32] ; [ 9 19],[18.07594937 32.92405063] ; [ 9.92405063 18.07594937],0
p12,1,0.662887,0.190035,[ 1 50] ; [ 1 27],[ 1.29113924 49.70886076] ; [ 0.70886076 27.29113924],0
n2,1,0.666177,0.186107,[17 12] ; [6 3],[17.55263158 11.44736842] ; [5.44736842 3.55263158],0
a8,1,0.707977,0.140306,[ 4 45] ; [ 3 25],[ 4.45454545 44.54545455] ; [ 2.54545455 25.45454545],0
a1,1,0.708926,0.139352,[ 5 47] ; [ 2 26],[ 4.55 47.45] ; [ 2.45 25.55],0
n4,1,0.77758,0.079792,[33 19] ; [18  9],[33.56962025 18.43037975] ; [17.43037975  9.56962025],0
u2,1,0.798074,0.065455,[ 8 17] ; [4 7],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
p10,1,0.815153,0.054655,[21 29] ; [11 17],[20.51282051 29.48717949] ; [11.48717949 16.51282051],0
a6,1,0.823479,0.049762,[18 34] ; [ 9 19],[17.55 34.45] ; [ 9.45 18.55],0
p9,1,0.900262,0.015708,[23 25] ; [13 15],[22.73684211 25.26315789] ; [13.26315789 14.73684211],0
