Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.099604,[65 37] ; [ 8 31],[52.80851064 49.19148936] ; [20.19148936 18.80851064],1
u2,1,0.471776,0.517814,[17 29] ; [11 13],[18.4 27.6] ; [ 9.6 14.4],0
b5,1,0.528054,0.398135,[66 36] ; [23 16],[64.38297872 37.61702128] ; [24.61702128 14.38297872],0
u1,1,0.538421,0.378473,[ 5 97] ; [ 1 38],[ 4.34042553 97.65957447] ; [ 1.65957447 37.34042553],0
p3,1,0.539081,0.377245,[32 69] ; [10 28],[30.51798561 70.48201439] ; [11.48201439 26.51798561],0
s5,1,0.591751,0.287617,[16 81] ; [ 5 34],[14.97794118 82.02205882] ; [ 6.02205882 32.97794118],0
v2,1,0.616077,0.25142,[32 67] ; [14 24],[33.24087591 65.75912409] ; [12.75912409 25.24087591],0
v1,1,0.635704,0.224405,[35 65] ; [12 27],[33.81294964 66.18705036] ; [13.18705036 25.81294964],0
a1,1,0.645968,0.211021,[ 8 94] ; [ 4 35],[ 8.68085106 93.31914894] ; [ 3.31914894 35.68085106],0
n2,1,0.659636,0.193966,[20 10] ; [9 6],[19.33333333 10.66666667] ; [9.66666667 5.33333333],0
n3,1,0.663687,0.189076,[18 12] ; [10  5],[18.66666667 11.33333333] ; [9.33333333 5.66666667],0
p7,1,0.671403,0.179965,[45 55] ; [16 23],[43.88489209 56.11510791] ; [17.11510791 21.88489209],0
p1,1,0.686462,0.162942,[10 91] ; [ 3 36],[ 9.37857143 91.62142857] ; [ 3.62142857 35.37857143],0
d2,1,0.735095,0.114484,[39 61] ; [14 25],[38.1294964 61.8705036] ; [14.8705036 24.1294964],0
n4,1,0.794983,0.06752,[60 42] ; [22 17],[59.31914894 42.68085106] ; [22.68085106 16.31914894],0
s8,1,0.800586,0.063801,[12 90] ; [ 4 35],[11.57446809 90.42553191] ; [ 4.42553191 34.57446809],0
s6,1,0.817968,0.052973,[38 62] ; [14 25],[37.41007194 62.58992806] ; [14.58992806 24.41007194],0
p8,1,0.844431,0.038506,[36 64] ; [13 25],[35.50724638 64.49275362] ; [13.49275362 24.50724638],0
n5,1,0.881204,0.022333,[64 38] ; [25 14],[64.38297872 37.61702128] ; [24.61702128 14.38297872],0
n1,1,0.948238,0.004215,[ 8 21] ; [ 4 11],[ 7.90909091 21.09090909] ; [ 4.09090909 10.90909091],0
s2,1,0.978732,0.000711,[29 73] ; [11 28],[28.93617021 73.06382979] ; [11.06382979 27.93617021],0
p11,1,0.980278,0.000611,[63 39] ; [24 15],[62.93617021 39.06382979] ; [24.06382979 14.93617021],0
