Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,31.170289,[11 91] ; [18 13],[22.2406015 79.7593985] ; [ 6.7593985 24.2406015],1
b5,1,0.169557,1.886852,[52 51] ; [20 11],[55.34328358 47.65671642] ; [16.65671642 14.34328358],0
u3,1,0.182422,1.777778,[16 20] ; [8 4],[18. 18.] ; [6. 6.],0
u2,1,0.182422,1.777778,[16 20] ; [8 4],[18. 18.] ; [6. 6.],0
p10,1,0.203375,1.617969,[45 55] ; [18 13],[48.09160305 51.90839695] ; [14.90839695 16.09160305],0
v3,1,0.210633,1.56707,[29 67] ; [12 16],[31.74193548 64.25806452] ; [ 9.25806452 18.74193548],0
a5,1,0.217425,1.521284,[64 39] ; [23  8],[66.87313433 36.12686567] ; [20.12686567 10.87313433],0
s7,1,0.246872,1.340921,[29 68] ; [12 17],[31.56349206 65.43650794] ; [ 9.43650794 19.56349206],0
s5,1,0.252178,1.3112,[19 79] ; [ 8 19],[21.168 76.832] ; [ 5.832 21.168],0
d1,1,0.263055,1.252608,[48 55] ; [18 13],[50.73134328 52.26865672] ; [15.26865672 15.73134328],0
b4,1,0.297868,1.083715,[59 44] ; [21 10],[61.49253731 41.50746269] ; [18.50746269 12.49253731],0
p11,1,0.305698,1.04917,[49 54] ; [18 13],[51.5 51.5] ; [15.5 15.5],0
v1,1,0.319255,0.991995,[30 72] ; [11 17],[32.16923077 69.83076923] ; [ 8.83076923 19.16923077],0
d5,1,0.341818,0.9036,[67 36] ; [23  8],[69.17910448 33.82089552] ; [20.82089552 10.17910448],0
u4,1,0.362038,0.830813,[  3 100] ; [ 2 29],[ 3.84328358 99.15671642] ; [ 1.15671642 29.84328358],0
n3,1,0.393195,0.729038,[26 21] ; [7 3],[27.21052632 19.78947368] ; [5.78947368 4.21052632],0
d2,1,0.404206,0.695779,[50 51] ; [18 13],[52.03030303 48.96969697] ; [15.96969697 15.03030303],0
a6,1,0.416731,0.659517,[58 45] ; [20 11],[59.95522388 43.04477612] ; [18.04477612 12.95522388],0
a7,1,0.416731,0.659517,[58 45] ; [20 11],[59.95522388 43.04477612] ; [18.04477612 12.95522388],0
p12,1,0.461301,0.542735,[ 6 96] ; [ 3 28],[ 6.90225564 95.09774436] ; [ 2.09774436 28.90225564],0
d3,1,0.496128,0.463209,[56 47] ; [19 12],[57.64925373 45.35074627] ; [17.35074627 13.64925373],0
n5,1,0.528958,0.396392,[63 40] ; [17 14],[61.49253731 41.50746269] ; [18.50746269 12.49253731],0
d4,1,0.539271,0.376892,[74 29] ; [24  7],[75.32835821 27.67164179] ; [22.67164179  8.32835821],0
n2,1,0.582442,0.302304,[31 20] ; [7 3],[31.7704918 19.2295082] ; [6.2295082 3.7704918],0
n1,1,0.601509,0.272727,[25 26] ; [4 6],[24.24590164 26.75409836] ; [4.75409836 5.24590164],0
a3,1,0.606,0.266041,[67 34] ; [19 12],[65.8030303 35.1969697] ; [20.1969697 10.8030303],0
a8,1,0.659362,0.194299,[ 5 95] ; [ 2 26],[ 5.46875 94.53125] ; [ 1.53125 26.46875],0
a2,1,0.687377,0.16194,[23 80] ; [ 8 23],[23.82835821 79.17164179] ; [ 7.17164179 23.82835821],0
b2,1,0.689053,0.160113,[27 37] ; [ 9 10],[27.75903614 36.24096386] ; [ 8.24096386 10.75903614],0
b3,1,0.689053,0.160113,[27 37] ; [ 9 10],[27.75903614 36.24096386] ; [ 8.24096386 10.75903614],0
s1,1,0.7454,0.105437,[ 8 94] ; [ 3 28],[ 8.43609023 93.56390977] ; [ 2.56390977 28.43609023],0
a1,1,0.760005,0.093314,[12 91] ; [ 3 28],[11.52985075 91.47014925] ; [ 3.47014925 27.52985075],0
n4,1,0.810146,0.057714,[64 39] ; [20 11],[64.56716418 38.43283582] ; [19.43283582 11.56716418],0
a4,1,0.817595,0.053194,[48 53] ; [14 17],[47.43939394 53.56060606] ; [14.56060606 16.43939394],0
p5,1,0.906559,0.013778,[ 4 98] ; [ 1 28],[ 3.89312977 98.10687023] ; [ 1.10687023 27.89312977],0
s4,1,0.962134,0.002254,[20 82] ; [ 6 24],[20.09090909 81.90909091] ; [ 5.90909091 24.09090909],0
