Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.08131,3.038527,[ 2 13] ; [13 21],[ 4.59183673 10.40816327] ; [10.40816327 23.59183673],0
p12,1,0.630765,0.231025,[ 2 13] ; [ 3 31],[ 1.53061224 13.46938776] ; [ 3.46938776 30.53061224],0
p5,1,0.644007,0.21354,[ 3 12] ; [ 5 29],[ 2.44897959 12.55102041] ; [ 5.55102041 28.44897959],0
p10,1,0.653368,0.201681,[10  4] ; [22 12],[9.33333333 4.66666667] ; [22.66666667 11.33333333],0
n3,1,0.658076,0.195869,[4 2] ; [9 7],[3.54545455 2.45454545] ; [9.45454545 6.54545455],0
n6,1,0.668513,0.183346,[9 5] ; [24 10],[9.625 4.375] ; [23.375 10.625],0
d1,1,0.690601,0.158435,[ 4 11] ; [11 23],[ 4.59183673 10.40816327] ; [10.40816327 23.59183673],0
v1,1,0.752819,0.099178,[6 9] ; [12 22],[5.51020408 9.48979592] ; [12.48979592 21.51020408],0
s5,1,0.784933,0.074472,[ 3 12] ; [ 8 26],[ 3.36734694 11.63265306] ; [ 7.63265306 26.36734694],0
p11,1,0.813926,0.055397,[11  4] ; [26  8],[11.32653061  3.67346939] ; [25.67346939  8.32653061],0
s6,1,0.829672,0.046278,[7 8] ; [17 17],[7.34693878 7.65306122] ; [16.65306122 17.34693878],0
b3,1,0.832894,0.044518,[3 7] ; [ 5 14],[2.75862069 7.24137931] ; [ 5.24137931 13.75862069],0
b2,1,0.832894,0.044518,[3 7] ; [ 5 14],[2.75862069 7.24137931] ; [ 5.24137931 13.75862069],0
p9,1,0.881655,0.022163,[10  4] ; [25  9],[10.20833333  3.79166667] ; [24.79166667  9.20833333],0
p4,1,0.906981,0.013653,[9 6] ; [21 13],[9.18367347 5.81632653] ; [20.81632653 13.18367347],0
a1,1,0.915944,0.01114,[ 1 14] ; [ 2 32],[ 0.91836735 14.08163265] ; [ 2.08163265 31.91836735],0
