Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.004957,7.895108,[ 4 15] ; [17 10],[ 8.67391304 10.32608696] ; [12.32608696 14.67391304],0
p6,1,0.792616,0.069124,[ 6 12] ; [ 8 19],[ 5.6 12.4] ; [ 8.4 18.6],0
p8,1,0.831002,0.045547,[ 6 13] ; [ 9 17],[ 6.33333333 12.66666667] ; [ 8.66666667 17.33333333],0
d1,1,0.844583,0.038429,[ 9 10] ; [12 15],[ 8.67391304 10.32608696] ; [12.32608696 14.67391304],0
s8,1,0.887494,0.020015,[ 6 13] ; [ 8 19],[ 5.7826087 13.2173913] ; [ 8.2173913 18.7826087],0
u2,1,0.913906,0.011688,[3 5] ; [4 6],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
b5,1,0.926264,0.008565,[11  8] ; [16 11],[11.15217391  7.84782609] ; [15.84782609 11.15217391],0
s5,1,0.946967,0.004424,[ 4 14] ; [ 6 20],[ 4.09090909 13.90909091] ; [ 5.90909091 20.09090909],0
v1,1,0.953788,0.003358,[ 6 13] ; [ 8 18],[ 5.91111111 13.08888889] ; [ 8.08888889 17.91111111],0
r2,1,0.954133,0.003308,[12  7] ; [16  9],[12.09090909  6.90909091] ; [15.90909091  9.09090909],0
v3,1,1.0,0.0,[ 4 14] ; [ 6 21],[ 4. 14.] ; [ 6. 21.],0
