Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.9e-05,16.919517,[74  3] ; [53 21],[64.7615894 12.2384106] ; [62.2384106 11.7615894],1
a2,1,0.129515,2.298311,[32 45] ; [22 52],[27.53642384 49.46357616] ; [26.46357616 47.53642384],0
n3,1,0.132338,2.264864,[17  5] ; [19 14],[14.4  7.6] ; [21.6 11.4],0
b1,1,0.159951,1.974686,[37 40] ; [44 30],[41.30463576 35.69536424] ; [39.69536424 34.30463576],0
p7,1,0.187619,1.736212,[41 34] ; [32 41],[36.99324324 38.00675676] ; [36.00675676 36.99324324],0
n2,1,0.203201,1.619215,[17  5] ; [22 14],[14.79310345  7.20689655] ; [24.20689655 11.79310345],0
p2,1,0.22848,1.450298,[49 27] ; [40 33],[45.39597315 30.60402685] ; [43.60402685 29.39597315],0
b5,1,0.23159,1.431072,[50 27] ; [41 33],[46.40397351 30.59602649] ; [44.59602649 29.40397351],0
u1,1,0.299466,1.076569,[20 57] ; [14 60],[17.33774834 59.66225166] ; [16.66225166 57.33774834],0
s1,1,0.302125,1.06479,[ 4 73] ; [ 7 66],[ 5.64666667 71.35333333] ; [ 5.35333333 67.64666667],0
a3,1,0.342253,0.901975,[62 15] ; [63 10],[64.16666667 12.83333333] ; [60.83333333 12.16666667],0
p8,1,0.347345,0.883134,[27 48] ; [21 52],[24.32432432 50.67567568] ; [23.67567568 49.32432432],0
a6,1,0.355219,0.854725,[55 22] ; [47 26],[52.36 24.64] ; [49.64 23.36],0
b4,1,0.37617,0.783182,[43 34] ; [36 38],[40.28476821 36.71523179] ; [38.71523179 35.28476821],0
a7,1,0.376485,0.782148,[59 18] ; [52 22],[56.60264901 20.39735099] ; [54.39735099 19.60264901],0
n6,1,0.408594,0.682888,[55 20] ; [49 24],[52.7027027 22.2972973] ; [51.2972973 21.7027027],0
n1,1,0.445639,0.58172,[10 12] ; [19 15],[11.39285714 10.60714286] ; [17.60714286 16.39285714],0
p1,1,0.515601,0.422684,[ 5 71] ; [ 7 67],[ 6.08 69.92] ; [ 5.92 68.08],0
u3,1,0.599337,0.275996,[7 8] ; [4 7],[6.34615385 8.65384615] ; [4.65384615 6.34615385],0
a8,1,0.640933,0.217524,[ 8 56] ; [11 61],[ 8.94117647 55.05882353] ; [10.05882353 61.94117647],0
b3,1,0.698697,0.149831,[15 25] ; [13 26],[14.17721519 25.82278481] ; [13.82278481 25.17721519],0
b2,1,0.698697,0.149831,[15 25] ; [13 26],[14.17721519 25.82278481] ; [13.82278481 25.17721519],0
s3,1,0.74395,0.106686,[39 37] ; [36 38],[38. 38.] ; [37. 37.],0
a4,1,0.794947,0.067544,[48 29] ; [47 26],[48.76666667 28.23333333] ; [46.23333333 26.76666667],0
d2,1,0.834334,0.043742,[49 28] ; [47 25],[49.61073826 27.38926174] ; [46.38926174 25.61073826],0
n4,1,0.84139,0.040046,[53 23] ; [52 21],[53.55704698 22.44295302] ; [51.44295302 21.55704698],0
s4,1,0.932224,0.007233,[16 60] ; [16 58],[16.21333333 59.78666667] ; [15.78666667 58.21333333],0
u4,1,0.96787,0.001622,[ 2 75] ; [ 2 72],[ 2.0397351 74.9602649] ; [ 1.9602649 72.0397351],0
u2,1,0.972542,0.001185,[ 4 11] ; [3 8],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
p12,1,0.978434,0.000731,[ 2 74] ; [ 2 72],[ 2.02666667 73.97333333] ; [ 1.97333333 72.02666667],0
