Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,57.907143,[10 54] ; [57 13],[32. 32.] ; [35. 35.],1
b1,1,0.117714,2.44748,[37 27] ; [31 39],[32.47761194 31.52238806] ; [35.52238806 34.47761194],0
n6,1,0.172484,1.861224,[36 27] ; [48 22],[39.78947368 23.21052632] ; [44.21052632 25.78947368],0
p7,1,0.198876,1.650613,[13 49] ; [21 47],[16.21538462 45.78461538] ; [17.78461538 50.21538462],0
p5,1,0.199558,1.645606,[ 1 63] ; [ 4 65],[ 2.40601504 61.59398496] ; [ 2.59398496 66.40601504],0
a8,1,0.208419,1.582374,[ 4 57] ; [ 9 59],[ 6.14728682 54.85271318] ; [ 6.85271318 61.14728682],0
a2,1,0.211866,1.558629,[10 54] ; [17 53],[12.89552239 51.10447761] ; [14.10447761 55.89552239],0
u1,1,0.235183,1.409239,[ 5 59] ; [10 60],[ 7.1641791 56.8358209] ; [ 7.8358209 62.1641791],0
p1,1,0.235183,1.409239,[ 5 59] ; [10 60],[ 7.1641791 56.8358209] ; [ 7.8358209 62.1641791],0
n4,1,0.243793,1.358529,[39 24] ; [50 20],[42.15789474 20.84210526] ; [46.84210526 23.15789474],0
v3,1,0.251608,1.314355,[17 44] ; [24 40],[20.008 40.992] ; [20.992 43.008],0
v1,1,0.279309,1.170449,[19 45] ; [27 43],[21.97014925 42.02985075] ; [24.02985075 45.97014925],0
s1,1,0.293711,1.102531,[ 8 55] ; [ 5 64],[ 6.20454545 56.79545455] ; [ 6.79545455 62.20454545],0
d5,1,0.294297,1.099859,[38 26] ; [47 22],[40.90225564 23.09774436] ; [44.09774436 24.90225564],0
b3,1,0.318979,0.993127,[17 24] ; [13 29],[14.81927711 26.18072289] ; [15.18072289 26.81927711],0
b2,1,0.318979,0.993127,[17 24] ; [13 29],[14.81927711 26.18072289] ; [15.18072289 26.81927711],0
a3,1,0.345834,0.888686,[37 26] ; [46 23],[39.61363636 23.38636364] ; [43.38636364 25.61363636],0
d2,1,0.451536,0.566794,[31 32] ; [29 39],[28.85496183 34.14503817] ; [31.14503817 36.85496183],0
r1,1,0.528049,0.398144,[39 24] ; [47 23],[40.73684211 22.26315789] ; [45.26315789 24.73684211],0
p3,1,0.564486,0.331995,[11 52] ; [15 55],[12.31578947 50.68421053] ; [13.68421053 56.31578947],0
n1,1,0.592034,0.287179,[12 16] ; [14 14],[13. 15.] ; [13. 15.],0
p6,1,0.608121,0.26292,[ 7 55] ; [10 60],[ 7.98484848 54.01515152] ; [ 9.01515152 60.98484848],0
d4,1,0.643371,0.21436,[45 19] ; [51 18],[46.19548872 17.80451128] ; [49.80451128 19.19548872],0
a1,1,0.643919,0.213653,[ 7 57] ; [ 6 64],[ 6.20895522 57.79104478] ; [ 6.79104478 63.20895522],0
b4,1,0.655573,0.198946,[39 25] ; [40 30],[37.73134328 26.26865672] ; [41.26865672 28.73134328],0
a4,1,0.797622,0.065754,[26 37] ; [30 39],[26.72727273 36.27272727] ; [29.27272727 39.72727273],0
u3,1,0.868699,0.027328,[13 14] ; [11 13],[12.70588235 14.29411765] ; [11.29411765 12.70588235],0
u2,1,0.920746,0.009899,[12 15] ; [11 13],[12.17647059 14.82352941] ; [10.82352941 13.17647059],0
