Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,4e-06,21.467597,[37 24] ; [86  8],[48.40645161 12.59354839] ; [74.59354839 19.40645161],1
p5,1,0.258219,1.278283,[ 1 59] ; [ 5 90],[ 2.32258065 57.67741935] ; [ 3.67741935 91.32258065],0
r2,1,0.309081,1.034597,[45 14] ; [78 16],[47.43137255 11.56862745] ; [75.56862745 18.43137255],0
s5,1,0.340199,0.909681,[ 8 51] ; [18 74],[10.1589404 48.8410596] ; [15.8410596 76.1589404],0
d2,1,0.365023,0.820537,[31 29] ; [42 53],[28.25806452 31.74193548] ; [44.74193548 50.25806452],0
u1,1,0.371617,0.79825,[ 6 55] ; [14 81],[ 7.82051282 53.17948718] ; [12.17948718 82.82051282],0
v2,1,0.381383,0.76624,[17 43] ; [33 61],[19.48051948 40.51948052] ; [30.51948052 63.48051948],0
a4,1,0.41394,0.667455,[25 34] ; [34 61],[22.6038961 36.3961039] ; [36.3961039 58.6038961],0
a8,1,0.420963,0.647627,[ 5 53] ; [11 74],[ 6.48951049 51.51048951] ; [ 9.51048951 75.48951049],0
a6,1,0.461066,0.543306,[31 30] ; [54 41],[33.23717949 27.76282051] ; [51.76282051 43.23717949],0
b3,1,0.46528,0.533163,[17 25] ; [19 38],[15.27272727 26.72727273] ; [20.72727273 36.27272727],0
b2,1,0.46528,0.533163,[17 25] ; [19 38],[15.27272727 26.72727273] ; [20.72727273 36.27272727],0
d1,1,0.504737,0.444963,[29 32] ; [40 55],[26.98076923 34.01923077] ; [42.01923077 52.98076923],0
p12,1,0.551576,0.354501,[ 1 60] ; [ 3 91],[ 1.57419355 59.42580645] ; [ 2.42580645 91.57419355],0
u2,1,0.630874,0.230878,[10 18] ; [17 24],[10.95652174 17.04347826] ; [16.04347826 24.95652174],0
b4,1,0.650884,0.204787,[35 26] ; [51 44],[33.62820513 27.37179487] ; [52.37179487 42.62820513],0
d5,1,0.658556,0.195283,[39 22] ; [64 31],[40.27564103 20.72435897] ; [62.72435897 32.27564103],0
n1,1,0.663457,0.189351,[14 20] ; [13 23],[13.11428571 20.88571429] ; [13.88571429 22.11428571],0
u3,1,0.680548,0.169509,[12 17] ; [19 22],[12.84285714 16.15714286] ; [18.15714286 22.84285714],0
a3,1,0.696918,0.151697,[32 27] ; [54 40],[33.16339869 25.83660131] ; [52.83660131 41.16339869],0
n5,1,0.702427,0.14596,[35 26] ; [51 43],[33.84516129 27.15483871] ; [52.15483871 41.84516129],0
a5,1,0.73634,0.11337,[33 28] ; [54 41],[34.01923077 26.98076923] ; [52.98076923 42.01923077],0
s4,1,0.740107,0.110033,[ 9 51] ; [16 78],[ 9.74025974 50.25974026] ; [15.25974026 78.74025974],0
d4,1,0.746888,0.104164,[42 19] ; [67 27],[42.89677419 18.10322581] ; [66.10322581 27.89677419],0
a2,1,0.779598,0.078312,[10 51] ; [14 81],[ 9.38461538 51.61538462] ; [14.61538462 80.38461538],0
p1,1,0.819271,0.052204,[ 4 57] ; [ 7 86],[ 4.35714286 56.64285714] ; [ 6.64285714 86.35714286],0
n4,1,0.993154,7.4e-05,[35 26] ; [54 40],[35.02580645 25.97419355] ; [53.97419355 40.02580645],0
