Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,1e-06,24.000385,[ 15 266] ; [18 58],[ 25.97478992 255.02521008] ; [ 7.02521008 68.97478992],1
a1,1,0.12168,2.395558,[  8 274] ; [ 5 71],[ 10.24022346 271.75977654] ; [ 2.75977654 73.24022346],0
d3,1,0.128775,2.307204,[200  82] ; [47 29],[194.56424581  87.43575419] ; [52.43575419 23.56424581],0
n1,1,0.141254,2.164249,[22 48] ; [9 9],[24.65909091 45.34090909] ; [ 6.34090909 11.65909091],0
v1,1,0.144582,2.128503,[145 133] ; [32 43],[139.39376771 138.60623229] ; [37.60623229 37.39376771],0
b1,1,0.146538,2.107925,[ 97 185] ; [33 43],[102.40223464 179.59776536] ; [27.59776536 48.40223464],0
p8,1,0.182853,1.774286,[138 138] ; [44 31],[143.11111111 132.88888889] ; [38.88888889 36.11111111],0
v4,1,0.204654,1.608848,[265  15] ; [68  7],[262.64788732  17.35211268] ; [70.35211268  4.64788732],0
p6,1,0.218038,1.51724,[ 73 206] ; [25 50],[ 77.23728814 201.76271186] ; [20.76271186 54.23728814],0
p4,1,0.253634,1.303177,[143 136] ; [44 31],[147.38135593 131.61864407] ; [39.61864407 35.38135593],0
s7,1,0.258314,1.277769,[ 71 196] ; [24 48],[ 74.82300885 192.17699115] ; [20.17699115 51.82300885],0
n5,1,0.268095,1.226466,[187  92] ; [56 20],[190.97746479  88.02253521] ; [52.02253521 23.97746479],0
a5,1,0.324608,0.970288,[207  75] ; [60 16],[210.31843575  71.68156425] ; [56.68156425 19.31843575],0
u2,1,0.349138,0.876588,[52 40] ; [10 12],[50.03508772 41.96491228] ; [11.96491228 10.03508772],0
n3,1,0.35595,0.85213,[44 24] ; [13  4],[45.6 22.4] ; [11.4  5.6],0
a2,1,0.387158,0.747849,[ 61 221] ; [13 63],[ 58.29050279 223.70949721] ; [15.70949721 60.29050279],0
d1,1,0.408884,0.682045,[152 130] ; [45 31],[155.17877095 126.82122905] ; [41.82122905 34.17877095],0
u1,1,0.421633,0.64576,[ 38 244] ; [13 63],[ 40.17318436 241.82681564] ; [10.82681564 65.17318436],0
r3,1,0.523831,0.406345,[261  21] ; [71  4],[262.25210084  19.74789916] ; [69.74789916  5.25210084],0
n4,1,0.554913,0.348589,[205  76] ; [58 18],[207.01120448  73.98879552] ; [55.98879552 20.01120448],0
d4,1,0.567765,0.326437,[224  57] ; [62 13],[225.74719101  55.25280899] ; [60.25280899 14.74719101],0
d5,1,0.631031,0.230665,[223  59] ; [62 14],[224.4972067  57.5027933] ; [60.5027933 15.4972067],0
u3,1,0.638162,0.221154,[53 39] ; [12 11],[52. 40.] ; [13. 10.],0
s1,1,0.640144,0.218553,[  6 272] ; [ 1 75],[  5.49717514 272.50282486] ; [ 1.50282486 74.49717514],0
p9,1,0.68296,0.166812,[214  66] ; [59 16],[215.32394366  64.67605634] ; [57.67605634 17.32394366],0
n2,1,0.744515,0.106198,[47 23] ; [12  7],[46.40449438 23.59550562] ; [12.59550562  6.40449438],0
v3,1,0.753682,0.098463,[ 98 173] ; [26 50],[ 96.84149856 174.15850144] ; [27.15850144 48.84149856],0
a3,1,0.7855,0.07407,[190  89] ; [53 23],[190.97746479  88.02253521] ; [52.02253521 23.97746479],0
v2,1,0.809613,0.058045,[151 117] ; [44 32],[151.91860465 116.08139535] ; [43.08139535 32.91860465],0
p11,1,0.810119,0.057731,[219  63] ; [60 16],[219.77094972  62.22905028] ; [59.22905028 16.77094972],0
a4,1,0.816204,0.054024,[117 162] ; [33 43],[117.88732394 161.11267606] ; [32.11267606 43.88732394],0
p2,1,0.817689,0.053138,[228  52] ; [61 15],[227.30337079  52.69662921] ; [61.69662921 14.30337079],0
b4,1,0.880612,0.022558,[168 114] ; [46 30],[168.5698324 113.4301676] ; [45.4301676 30.5698324],0
r2,1,0.893657,0.01787,[263  16] ; [71  4],[263.23728814  15.76271186] ; [70.76271186  4.23728814],0
r4,1,0.940933,0.00549,[259  23] ; [70  6],[259.15642458  22.84357542] ; [69.84357542  6.15642458],0
