Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.242177,[45  5] ; [14 21],[34.70588235 15.29411765] ; [24.29411765 10.70588235],1
p3,1,0.159864,1.97551,[15 34] ; [ 6 29],[12.25 36.75] ; [ 8.75 26.25],0
p10,1,0.186958,1.74143,[33 17] ; [17 16],[30.12048193 19.87951807] ; [19.87951807 13.12048193],0
n1,1,0.274748,1.192886,[ 9 10] ; [ 4 10],[ 7.48484848 11.51515152] ; [5.51515152 8.48484848],0
s4,1,0.294386,1.099454,[10 40] ; [ 4 31],[ 8.23529412 41.76470588] ; [ 5.76470588 29.23529412],0
n5,1,0.300216,1.073232,[35 15] ; [28  7],[37.05882353 12.94117647] ; [25.94117647  9.05882353],0
p5,1,0.321319,0.983571,[ 4 46] ; [ 1 34],[ 2.94117647 47.05882353] ; [ 2.05882353 32.94117647],0
p2,1,0.331667,0.942379,[31 19] ; [18 17],[28.82352941 21.17647059] ; [20.17647059 14.82352941],0
n2,1,0.349963,0.87359,[15  4] ; [9 5],[13.81818182  5.18181818] ; [10.18181818  3.81818182],0
s5,1,0.386848,0.748828,[ 7 40] ; [ 3 32],[ 5.73170732 41.26829268] ; [ 4.26829268 30.73170732],0
a4,1,0.488422,0.48,[ 7 42] ; [ 7 28],[ 8.16666667 40.83333333] ; [ 5.83333333 29.16666667],0
d2,1,0.489355,0.477944,[11 39] ; [10 25],[12.35294118 37.64705882] ; [ 8.64705882 26.35294118],0
p12,1,0.500685,0.453483,[ 3 47] ; [ 1 34],[ 2.35294118 47.64705882] ; [ 1.64705882 33.35294118],0
b4,1,0.548694,0.359662,[29 21] ; [18 17],[27.64705882 22.35294118] ; [19.35294118 15.64705882],0
p9,1,0.577055,0.31102,[33 17] ; [23  9],[34.14634146 15.85365854] ; [21.85365854 10.14634146],0
a2,1,0.685542,0.163954,[ 4 46] ; [ 2 33],[ 3.52941176 46.47058824] ; [ 2.47058824 32.52941176],0
n3,1,0.708723,0.139556,[12  5] ; [9 5],[11.51612903  5.48387097] ; [9.48387097 4.51612903],0
b5,1,0.713384,0.134921,[28 22] ; [21 14],[28.82352941 21.17647059] ; [20.17647059 14.82352941],0
a3,1,0.751984,0.099871,[25 23] ; [17 18],[24.28915663 23.71084337] ; [17.71084337 17.28915663],0
d1,1,0.778687,0.078978,[ 2 48] ; [ 1 34],[ 1.76470588 48.23529412] ; [ 1.23529412 33.76470588],0
p8,1,0.787406,0.072727,[11 38] ; [ 7 28],[10.5 38.5] ; [ 7.5 27.5],0
p6,1,0.856918,0.032508,[ 5 45] ; [ 3 31],[ 4.76190476 45.23809524] ; [ 3.23809524 30.76190476],0
a8,1,0.879676,0.022916,[ 5 39] ; [ 4 28],[ 5.21052632 38.78947368] ; [ 3.78947368 28.21052632],0
p1,1,0.93586,0.006476,[ 6 44] ; [ 4 31],[ 5.88235294 44.11764706] ; [ 4.11764706 30.88235294],0
