Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.473684,[84 42] ; [36 78],[63. 63.] ; [57. 57.],1
p2,1,0.089827,2.877471,[102  26] ; [83 35],[96.2601626 31.7398374] ; [88.7398374 29.2601626],0
s7,1,0.098555,2.72877,[72 55] ; [52 61],[65.61666667 61.38333333] ; [58.38333333 54.61666667],0
d5,1,0.117189,2.454498,[100  30] ; [81 38],[94.49799197 35.50200803] ; [86.50200803 32.49799197],0
p11,1,0.139266,2.186052,[108  23] ; [89 30],[103.228  27.772] ; [93.772 25.228],0
a1,1,0.142298,2.152931,[ 10 121] ; [  4 115],[  7.336 123.664] ; [  6.664 112.336],0
a4,1,0.197567,1.660265,[63 67] ; [48 71],[57.95180723 72.04819277] ; [53.04819277 65.95180723],0
a6,1,0.203812,1.614843,[48 83] ; [53 66],[52.924 78.076] ; [48.076 70.924],0
b5,1,0.238971,1.386653,[67 64] ; [52 67],[62.356 68.644] ; [56.644 62.356],0
u3,1,0.239267,1.384906,[17 13] ; [22 29],[14.44444444 15.55555556] ; [24.55555556 26.44444444],0
p5,1,0.239777,1.381903,[ 18 110] ; [ 11 108],[ 15.02834008 112.97165992] ; [ 13.97165992 105.02834008],0
d2,1,0.264278,1.246208,[67 64] ; [52 66],[62.6064257 68.3935743] ; [56.3935743 61.6064257],0
r2,1,0.294697,1.098037,[118  10] ; [105  14],[115.56275304  12.43724696] ; [107.43724696  11.56275304],0
p4,1,0.327416,0.959091,[72 57] ; [58 59],[68.17073171 60.82926829] ; [61.82926829 55.17073171],0
d1,1,0.355488,0.853769,[66 65] ; [53 66],[62.356 68.644] ; [56.644 62.356],0
s4,1,0.376459,0.782233,[ 22 109] ; [25 93],[ 24.72690763 106.27309237] ; [22.27309237 95.72690763],0
p3,1,0.423843,0.639636,[64 65] ; [53 66],[60.85887097 68.14112903] ; [56.14112903 62.85887097],0
p8,1,0.431951,0.617572,[64 62] ; [54 64],[60.93442623 65.06557377] ; [57.06557377 60.93442623],0
a5,1,0.502782,0.449059,[90 41] ; [77 42],[87.508 43.492] ; [79.492 39.508],0
n2,1,0.505135,0.444132,[24  5] ; [32 10],[22.87323944  6.12676056] ; [33.12676056  8.87323944],0
a2,1,0.510534,0.432972,[ 13 118] ; [  9 110],[ 11.528 119.472] ; [ 10.472 108.528],0
a8,1,0.619444,0.24665,[ 16 109] ; [ 12 100],[ 14.76793249 110.23206751] ; [13.23206751 98.76793249],0
r4,1,0.628836,0.233643,[115  16] ; [102  17],[113.708  17.292] ; [103.292  15.708],0
s1,1,0.645501,0.21162,[  5 124] ; [  6 112],[  5.74493927 123.25506073] ; [  5.25506073 112.74493927],0
u1,1,0.646532,0.2103,[  7 124] ; [  8 111],[  7.86 123.14] ; [  7.14 111.86],0
p1,1,0.660306,0.193152,[  9 121] ; [ 10 109],[  9.91967871 120.08032129] ; [  9.08032129 109.91967871],0
u4,1,0.73105,0.11815,[  3 128] ; [  2 117],[  2.62 128.38] ; [  2.38 116.62],0
p6,1,0.732821,0.116537,[45 79] ; [40 77],[43.73443983 80.26556017] ; [41.26556017 75.73443983],0
n3,1,0.749406,0.102031,[20  9] ; [29 11],[20.5942029  8.4057971] ; [28.4057971 11.5942029],0
b1,1,0.776491,0.080596,[64 67] ; [56 63],[62.88 68.12] ; [57.12 61.88],0
b4,1,0.831266,0.045402,[72 59] ; [67 52],[72.836 58.164] ; [66.164 52.836],0
n6,1,0.857476,0.032252,[101  27] ; [95 24],[101.5708502  26.4291498] ; [94.4291498 24.5708502],0
u2,1,0.862448,0.030019,[15 15] ; [26 24],[15.375 14.625] ; [25.625 24.375],0
p12,1,0.870015,0.026778,[  7 119] ; [  6 112],[  6.71311475 119.28688525] ; [  6.28688525 111.71311475],0
d3,1,0.926823,0.008435,[58 73] ; [52 67],[57.64 73.36] ; [52.36 66.64],0
