Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,1e-06,23.99007,[165  22] ; [17 15],[155.40639269  31.59360731] ; [26.59360731  5.40639269],1
u1,1,0.416857,0.659158,[ 13 175] ; [ 1 31],[ 11.96363636 176.03636364] ; [ 2.03636364 29.96363636],0
v3,1,0.421135,0.647144,[ 81 104] ; [10 18],[ 79.03755869 105.96244131] ; [11.96244131 16.03755869],0
a5,1,0.455373,0.557244,[130  58] ; [20 12],[128.18181818  59.81818182] ; [21.81818182 10.18181818],0
s4,1,0.464638,0.534698,[ 31 156] ; [ 7 25],[ 32.44748858 154.55251142] ; [ 5.55251142 26.44748858],0
p3,1,0.478098,0.503199,[94 92] ; [14 18],[92.14678899 93.85321101] ; [15.85321101 16.14678899],0
d5,1,0.508471,0.437212,[139  48] ; [22 10],[137.47488584  49.52511416] ; [23.52511416  8.47488584],0
b3,1,0.532646,0.389341,[60 70] ; [ 9 14],[58.62745098 71.37254902] ; [10.37254902 12.62745098],0
b2,1,0.532646,0.389341,[60 70] ; [ 9 14],[58.62745098 71.37254902] ; [10.37254902 12.62745098],0
n1,1,0.576675,0.311641,[25 27] ; [3 5],[24.26666667 27.73333333] ; [3.73333333 4.26666667],0
s3,1,0.578644,0.308432,[107  80] ; [15 14],[105.62037037  81.37962963] ; [16.37962963 12.62037037],0
r3,1,0.594687,0.283084,[165  23] ; [27  5],[164.07272727  23.92727273] ; [27.92727273  4.07272727],0
s1,1,0.631426,0.230132,[  8 177] ; [ 2 30],[  8.52534562 176.47465438] ; [ 1.47465438 30.52534562],0
r4,1,0.637331,0.22225,[148  40] ; [24  8],[146.98181818  41.01818182] ; [25.01818182  6.98181818],0
u3,1,0.637732,0.221721,[18 33] ; [ 4 10],[17.26153846 33.73846154] ; [4.73846154 9.26153846],0
a2,1,0.666247,0.186024,[ 16 172] ; [ 2 30],[ 15.38181818 172.61818182] ; [ 2.61818182 29.38181818],0
v2,1,0.735816,0.113839,[87 93] ; [16 15],[87.86729858 92.13270142] ; [15.13270142 15.86729858],0
d1,1,0.743786,0.106827,[94 94] ; [15 17],[93.14545455 94.85454545] ; [15.85454545 16.14545455],0
p1,1,0.796701,0.066367,[ 15 172] ; [ 3 29],[ 15.36986301 171.63013699] ; [ 2.63013699 29.36986301],0
d4,1,0.870184,0.026708,[137  50] ; [23  9],[136.62100457  50.37899543] ; [23.37899543  8.62100457],0
n2,1,0.873475,0.025359,[34 18] ; [5 3],[33.8 18.2] ; [5.2 2.8],0
u4,1,0.881216,0.022329,[  5 183] ; [ 1 31],[  5.12727273 182.87272727] ; [ 0.87272727 31.12727273],0
b1,1,0.955634,0.003095,[93 95] ; [16 16],[93.14545455 94.85454545] ; [15.85454545 16.14545455],0
a4,1,0.971786,0.001251,[ 82 104] ; [14 18],[ 81.90825688 104.09174312] ; [14.09174312 17.90825688],0
