Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-05,19.492089,[20 21] ; [ 9 67],[10.16239316 30.83760684] ; [18.83760684 57.16239316],1
b4,1,0.794783,0.067654,[25 18] ; [44 35],[24.31967213 18.68032787] ; [44.68032787 34.31967213],0
n5,1,0.796835,0.066278,[21 22] ; [40 38],[21.67768595 21.32231405] ; [39.32231405 38.67768595],0
s4,1,0.797369,0.065923,[ 5 38] ; [ 8 71],[ 4.58196721 38.41803279] ; [ 8.41803279 70.58196721],0
u2,1,0.84959,0.035964,[7 9] ; [26 30],[7.33333333 8.66666667] ; [25.66666667 30.33333333],0
p4,1,0.886275,0.020454,[14 28] ; [25 53],[13.65 28.35] ; [25.35 52.65],0
p10,1,0.887975,0.019843,[24 19] ; [44 33],[24.36666667 18.63333333] ; [43.63333333 33.36666667],0
a8,1,0.892908,0.018124,[ 4 36] ; [ 8 66],[ 4.21052632 35.78947368] ; [ 7.78947368 66.21052632],0
u3,1,0.897184,0.016698,[ 6 10] ; [22 34],[6.22222222 9.77777778] ; [21.77777778 34.22222222],0
s7,1,0.905227,0.014176,[ 7 34] ; [14 64],[ 7.23529412 33.76470588] ; [13.76470588 64.23529412],0
s1,1,0.919894,0.010114,[ 2 41] ; [ 4 75],[ 2.1147541 40.8852459] ; [ 3.8852459 75.1147541],0
b1,1,0.956353,0.002995,[16 27] ; [29 50],[15.86065574 27.13934426] ; [29.13934426 49.86065574],0
