Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.8e-05,16.525514,[30 29] ; [ 70 216],[17.10144928 41.89855072] ; [ 82.89855072 203.10144928],1
p5,1,0.260208,1.26765,[ 2 62] ; [ 20 271],[ 3.96619718 60.03380282] ; [ 18.03380282 272.96619718],0
n3,1,0.261707,1.259703,[16  4] ; [53 26],[13.93939394  6.06060606] ; [55.06060606 23.93939394],0
n6,1,0.26284,1.253736,[55  8] ; [236  54],[51.93484419 11.06515581] ; [239.06515581  50.93484419],0
d2,1,0.274272,1.195256,[22 42] ; [122 170],[25.88764045 38.11235955] ; [118.11235955 173.88764045],0
a3,1,0.30838,1.037599,[39 25] ; [198  95],[42.48739496 21.51260504] ; [194.51260504  98.48739496],0
n2,1,0.398162,0.713869,[17  3] ; [61 19],[15.6  4.4] ; [62.4 17.6],0
d1,1,0.455069,0.557995,[31 33] ; [157 136],[33.70308123 30.29691877] ; [154.29691877 138.70308123],0
a7,1,0.466375,0.530552,[48 15] ; [210  83],[45.65730337 17.34269663] ; [212.34269663  80.65730337],0
p9,1,0.484483,0.488755,[60  4] ; [265  26],[58.5915493  5.4084507] ; [266.4084507  24.5915493],0
v2,1,0.48853,0.479763,[29 31] ; [147 129],[31.42857143 28.57142857] ; [144.57142857 131.42857143],0
a5,1,0.516046,0.421789,[41 23] ; [200  93],[43.20448179 20.79551821] ; [197.79551821  95.20448179],0
a6,1,0.519944,0.414005,[39 25] ; [191 102],[41.232493 22.767507] ; [188.767507 104.232493],0
p1,1,0.537197,0.380759,[ 4 60] ; [ 13 280],[ 3.04761905 60.95238095] ; [ 13.95238095 279.04761905],0
p4,1,0.546933,0.36284,[23 41] ; [116 174],[25.1299435 38.8700565] ; [113.8700565 176.1299435],0
p8,1,0.58152,0.303783,[23 38] ; [120 169],[24.92285714 36.07714286] ; [118.07714286 170.92285714],0
b4,1,0.608263,0.262712,[36 28] ; [175 118],[37.82633053 26.17366947] ; [173.17366947 119.82633053],0
u3,1,0.644466,0.212948,[15 10] ; [51 42],[13.98305085 11.01694915] ; [52.01694915 40.98305085],0
r4,1,0.652253,0.203072,[56  8] ; [250  43],[54.85714286  9.14285714] ; [251.14285714  41.85714286],0
u1,1,0.660952,0.192369,[ 6 58] ; [ 33 260],[ 6.99159664 57.00840336] ; [ 32.00840336 260.99159664],0
d5,1,0.666584,0.185624,[47 16] ; [226  67],[48.31179775 14.68820225] ; [224.68820225  68.31179775],0
s1,1,0.715495,0.13285,[ 2 61] ; [ 12 276],[ 2.51282051 60.48717949] ; [ 11.48717949 276.51282051],0
r3,1,0.716872,0.13151,[61  3] ; [274  17],[60.3943662  3.6056338] ; [274.6056338  16.3943662],0
p7,1,0.829867,0.04617,[31 29] ; [150 132],[31.75438596 28.24561404] ; [149.24561404 132.75438596],0
u2,1,0.852875,0.034392,[14 11] ; [54 39],[14.40677966 10.59322034] ; [53.59322034 39.40677966],0
b5,1,0.860382,0.030937,[39 25] ; [182 111],[39.61904762 24.38095238] ; [181.38095238 111.61904762],0
p12,1,0.88184,0.022093,[ 3 61] ; [ 15 277],[ 3.23595506 60.76404494] ; [ 14.76404494 277.23595506],0
p6,1,0.890022,0.01912,[16 47] ; [ 71 218],[15.57102273 47.42897727] ; [ 71.42897727 217.57102273],0
