Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.596877,[35 43] ; [ 16 122],[18.41666667 59.58333333] ; [ 32.58333333 105.41666667],1
d2,1,0.666467,0.185762,[34 44] ; [56 82],[32.5 45.5] ; [57.5 80.5],0
p12,1,0.704025,0.144318,[ 3 76] ; [  4 136],[ 2.52511416 76.47488584] ; [  4.47488584 135.52511416],0
n6,1,0.707579,0.140707,[62 17] ; [106  33],[60.88073394 18.11926606] ; [107.11926606  31.88073394],0
p2,1,0.709789,0.138487,[52 27] ; [88 51],[50.73394495 28.26605505] ; [89.26605505 49.73394495],0
p5,1,0.818914,0.052415,[ 5 74] ; [ 10 130],[ 5.4109589 73.5890411] ; [  9.5890411 130.4109589],0
a4,1,0.850412,0.035567,[30 49] ; [51 88],[29.35321101 49.64678899] ; [51.64678899 87.35321101],0
b4,1,0.873013,0.025546,[42 37] ; [76 64],[42.56621005 36.43378995] ; [75.43378995 64.56621005],0
u2,1,0.890199,0.019058,[12 12] ; [29 31],[11.71428571 12.28571429] ; [29.28571429 30.71428571],0
s4,1,0.926526,0.008504,[10 69] ; [ 17 122],[ 9.78440367 69.21559633] ; [ 17.21559633 121.78440367],0
s7,1,0.93206,0.007268,[15 58] ; [ 28 105],[15.23786408 57.76213592] ; [ 27.76213592 105.23786408],0
a8,1,0.950861,0.003798,[ 6 63] ; [ 12 122],[ 6.1182266 62.8817734] ; [ 11.8817734 122.1182266],0
