Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000836,11.160277,[ 7 46] ; [12 13],[12.91025641 40.08974359] ; [ 6.08974359 18.91025641],1
r1,1,0.206942,1.592691,[18 35] ; [ 5 20],[15.62820513 37.37179487] ; [ 7.37179487 17.62820513],0
s2,1,0.23149,1.431683,[16 37] ; [11 14],[18.34615385 34.65384615] ; [ 8.65384615 16.34615385],0
b1,1,0.232083,1.428048,[23 30] ; [15 11],[25.49367089 27.50632911] ; [12.50632911 13.49367089],0
s5,1,0.238494,1.389476,[ 9 43] ; [ 7 17],[10.94736842 41.05263158] ; [ 5.05263158 18.94736842],0
v4,1,0.289314,1.122809,[35 17] ; [19  5],[36.94736842 15.05263158] ; [17.05263158  6.94736842],0
d2,1,0.295857,1.092778,[28 23] ; [11 15],[25.83116883 25.16883117] ; [13.16883117 12.83116883],0
a6,1,0.300878,1.070298,[31 22] ; [12 14],[28.84810127 24.15189873] ; [14.15189873 11.84810127],0
d3,1,0.330879,0.945455,[28 24] ; [17  9],[30. 22.] ; [15. 11.],0
n1,1,0.384437,0.756466,[10 19] ; [5 5],[11.15384615 17.84615385] ; [3.84615385 6.15384615],0
u1,1,0.455373,0.557242,[ 2 51] ; [ 2 24],[ 2.6835443 50.3164557] ; [ 1.3164557 24.6835443],0
d1,1,0.474119,0.512359,[24 29] ; [14 12],[25.49367089 27.50632911] ; [12.50632911 13.49367089],0
s6,1,0.515076,0.423742,[18 35] ; [10 14],[19.27272727 33.72727273] ; [ 8.72727273 15.27272727],0
s1,1,0.525539,0.403011,[ 4 49] ; [ 1 25],[ 3.35443038 49.64556962] ; [ 1.64556962 24.35443038],0
n4,1,0.580202,0.305908,[32 21] ; [14 12],[30.86075949 22.13924051] ; [15.13924051 10.86075949],0
b2,1,0.58208,0.302885,[10 14] ; [ 6 12],[ 9.14285714 14.85714286] ; [ 6.85714286 11.14285714],0
b3,1,0.58208,0.302885,[10 14] ; [ 6 12],[ 9.14285714 14.85714286] ; [ 6.85714286 11.14285714],0
n3,1,0.586682,0.295556,[14 14] ; [4 6],[13.26315789 14.73684211] ; [4.73684211 5.26315789],0
p1,1,0.597639,0.278571,[ 6 46] ; [ 2 24],[ 5.33333333 46.66666667] ; [ 2.66666667 23.33333333],0
a3,1,0.621511,0.24375,[33 19] ; [15 11],[32. 20.] ; [16. 10.],0
a4,1,0.621511,0.24375,[19 33] ; [11 15],[20. 32.] ; [10. 16.],0
n5,1,0.622139,0.242872,[33 20] ; [17  8],[33.97435897 19.02564103] ; [16.02564103  8.97435897],0
s4,1,0.641266,0.21709,[ 8 45] ; [ 5 21],[ 8.72151899 44.27848101] ; [ 4.27848101 21.72151899],0
u2,1,0.642636,0.215311,[ 7 12] ; [5 6],[ 7.6 11.4] ; [4.4 6.6],0
v1,1,0.648384,0.207943,[18 32] ; [ 8 18],[17.10526316 32.89473684] ; [ 8.89473684 17.10526316],0
a2,1,0.66794,0.184021,[ 8 45] ; [ 3 23],[ 7.37974684 45.62025316] ; [ 3.62025316 22.37974684],0
b5,1,0.683468,0.166248,[28 25] ; [15 11],[28.84810127 24.15189873] ; [14.15189873 11.84810127],0
a7,1,0.748454,0.102835,[28 24] ; [13 13],[27.33333333 24.66666667] ; [13.66666667 12.33333333],0
n2,1,0.790643,0.070478,[16 13] ; [6 4],[16.35897436 12.64102564] ; [5.64102564 4.35897436],0
b4,1,0.795398,0.06724,[31 22] ; [16 10],[31.53164557 21.46835443] ; [15.46835443 10.53164557],0
d4,1,0.865135,0.028846,[35 17] ; [17  9],[34.66666667 17.33333333] ; [17.33333333  8.66666667],0
