Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2e-06,22.293199,[27  5] ; [ 9 25],[17.45454545 14.54545455] ; [18.54545455 15.45454545],1
n4,1,0.173654,1.851111,[26  6] ; [24 12],[23.52941176  8.47058824] ; [26.47058824  9.52941176],0
s4,1,0.187138,1.740004,[ 6 25] ; [ 3 33],[ 4.1641791 26.8358209] ; [ 4.8358209 31.1641791],0
a3,1,0.25556,1.292651,[23  8] ; [22 14],[20.82089552 10.17910448] ; [24.17910448 11.82089552],0
p7,1,0.303136,1.060346,[19 10] ; [27  8],[20.84375  8.15625] ; [25.15625  9.84375],0
p11,1,0.349047,0.876919,[23  9] ; [22 14],[21.17647059 10.82352941] ; [23.82352941 12.17647059],0
a1,1,0.36225,0.830078,[ 1 31] ; [ 3 33],[ 1.88235294 30.11764706] ; [ 2.11764706 33.88235294],0
s1,1,0.363687,0.825123,[ 1 30] ; [ 3 32],[ 1.87878788 29.12121212] ; [ 2.12121212 32.87878788],0
r4,1,0.375808,0.784369,[29  3] ; [30  6],[27.76470588  4.23529412] ; [31.23529412  4.76470588],0
a4,1,0.392344,0.731664,[12 20] ; [10 26],[10.35294118 21.64705882] ; [11.64705882 24.35294118],0
p12,1,0.450112,0.57037,[ 2 28] ; [ 1 35],[ 1.36363636 28.63636364] ; [ 1.63636364 34.36363636],0
n2,1,0.518647,0.416583,[6 1] ; [11  4],[5.40909091 1.59090909] ; [11.59090909  3.40909091],0
b1,1,0.561391,0.337302,[12 20] ; [16 20],[13.17647059 18.82352941] ; [14.82352941 21.17647059],0
b5,1,0.574741,0.314815,[23  9] ; [28  8],[24.  8.] ; [27.  9.],0
a8,1,0.604338,0.268502,[ 3 26] ; [ 5 29],[ 3.68253968 25.31746032] ; [ 4.31746032 29.68253968],0
u2,1,0.647854,0.208617,[6 3] ; [8 6],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
a2,1,0.680062,0.170056,[ 5 27] ; [ 7 29],[ 5.64705882 26.35294118] ; [ 6.35294118 29.64705882],0
b2,1,0.698176,0.150376,[12 12] ; [7 9],[11.4 12.6] ; [7.6 8.4],0
b3,1,0.698176,0.150376,[12 12] ; [7 9],[11.4 12.6] ; [7.6 8.4],0
n6,1,0.723752,0.124927,[26  6] ; [28  8],[25.41176471  6.58823529] ; [28.58823529  7.41176471],0
p2,1,0.761716,0.091947,[25  7] ; [27  9],[24.47058824  7.52941176] ; [27.52941176  8.47058824],0
d3,1,0.822106,0.050551,[17 15] ; [19 15],[17.45454545 14.54545455] ; [18.54545455 15.45454545],0
n3,1,0.823261,0.049887,[5 2] ; [10  5],[4.77272727 2.22727273] ; [10.22727273  4.77272727],0
r1,1,0.826215,0.048206,[23  9] ; [25 11],[22.58823529  9.41176471] ; [25.41176471 10.58823529],0
a6,1,0.880934,0.022436,[21 10] ; [25 11],[21.28358209  9.71641791] ; [24.71641791 11.28358209],0
r3,1,0.903312,0.014757,[30  2] ; [34  2],[30.11764706  1.88235294] ; [33.88235294  2.11764706],0
v4,1,0.903312,0.014757,[30  2] ; [34  2],[30.11764706  1.88235294] ; [33.88235294  2.11764706],0
p8,1,0.953084,0.003462,[14 17] ; [16 20],[13.88059701 17.11940299] ; [16.11940299 19.88059701],0
b4,1,0.977158,0.00082,[15 17] ; [17 19],[15.05882353 16.94117647] ; [16.94117647 19.05882353],0
