Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,42.399482,[67 30] ; [271  17],[85.15844156 11.84155844] ; [252.84155844  35.15844156],1
a7,1,0.096196,2.767501,[59 40] ; [198  90],[65.74418605 33.25581395] ; [191.25581395  96.74418605],0
n2,1,0.102238,2.670274,[22 18] ; [50 21],[25.94594595 14.05405405] ; [46.05405405 24.94594595],0
s5,1,0.102633,2.664139,[10 87] ; [ 49 235],[15.02099738 81.97900262] ; [ 43.97900262 240.02099738],0
a8,1,0.139733,2.180893,[ 5 89] ; [ 27 232],[ 8.52124646 85.47875354] ; [ 23.47875354 235.52124646],0
a6,1,0.164945,1.928298,[61 38] ; [200  89],[66.59536082 32.40463918] ; [194.40463918  94.59536082],0
p12,1,0.174194,1.846474,[ 1 95] ; [ 11 276],[ 3.0078329 92.9921671] ; [  8.9921671 278.0078329],0
s7,1,0.216394,1.528125,[10 79] ; [ 46 230],[13.65479452 75.34520548] ; [ 42.34520548 233.65479452],0
n3,1,0.226497,1.462723,[24 14] ; [52 18],[26.74074074 11.25925926] ; [49.25925926 20.74074074],0
u3,1,0.353719,0.86007,[14 22] ; [53 58],[16.40816327 19.59183673] ; [50.59183673 60.40816327],0
p1,1,0.359484,0.839696,[10 88] ; [ 21 267],[ 7.87046632 90.12953368] ; [ 23.12953368 264.87046632],0
u2,1,0.390066,0.738736,[19 17] ; [49 61],[16.76712329 19.23287671] ; [51.23287671 58.76712329],0
b4,1,0.42111,0.647215,[54 45] ; [171 118],[57.40979381 41.59020619] ; [167.59020619 121.40979381],0
b5,1,0.447829,0.576142,[56 43] ; [176 113],[59.19587629 39.80412371] ; [172.80412371 116.19587629],0
b2,1,0.472252,0.516703,[16 39] ; [ 55 105],[18.1627907 36.8372093] ; [ 52.8372093 107.1627907],0
b3,1,0.472252,0.516703,[16 39] ; [ 55 105],[18.1627907 36.8372093] ; [ 52.8372093 107.1627907],0
a4,1,0.604034,0.268955,[41 58] ; [110 176],[38.82857143 60.17142857] ; [112.17142857 173.82857143],0
a3,1,0.672216,0.179021,[63 35] ; [177 109],[61.25 36.75] ; [178.75 107.25],0
u4,1,0.75518,0.09723,[ 1 98] ; [  2 287],[ 0.76546392 98.23453608] ; [  2.23453608 286.76546392],0
a2,1,0.794543,0.067816,[16 83] ; [ 50 239],[16.84020619 82.15979381] ; [ 49.15979381 239.84020619],0
n1,1,0.851435,0.035077,[15 25] ; [25 45],[14.54545455 25.45454545] ; [25.45454545 44.54545455],0
d2,1,0.875569,0.02452,[40 59] ; [113 173],[39.34285714 59.65714286] ; [113.65714286 172.34285714],0
s4,1,0.98315,0.000446,[10 89] ; [ 29 256],[10.0546875 88.9453125] ; [ 28.9453125 256.0546875],0
