Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7.7e-05,15.625058,[28  9] ; [48 76],[17.46583851 19.53416149] ; [58.53416149 65.46583851],1
u1,1,0.106412,2.606711,[ 5 32] ; [  7 118],[ 2.74074074 34.25925926] ; [  9.25925926 115.74074074],0
r3,1,0.115962,2.471029,[35  2] ; [105  19],[32.17391304  4.82608696] ; [107.82608696  16.17391304],0
d4,1,0.119222,2.427509,[31  6] ; [88 36],[27.34782609  9.65217391] ; [91.65217391 32.34782609],0
d2,1,0.145469,2.119135,[16 21] ; [38 87],[12.33333333 24.66666667] ; [41.66666667 83.33333333],0
v1,1,0.148475,2.087852,[16 20] ; [39 85],[12.375 23.625] ; [42.625 81.375],0
d5,1,0.150523,2.066946,[28  9] ; [78 46],[24.36024845 12.63975155] ; [81.63975155 42.36024845],0
a7,1,0.157609,1.997019,[29  8] ; [82 42],[25.50931677 11.49068323] ; [85.49068323 38.50931677],0
a1,1,0.19011,1.716768,[ 2 35] ; [  2 123],[ 0.91358025 36.08641975] ; [  3.08641975 121.91358025],0
n1,1,0.270255,1.215454,[ 6 10] ; [13 42],[ 4.28169014 11.71830986] ; [14.71830986 40.28169014],0
a4,1,0.30063,1.071396,[13 24] ; [33 92],[10.50617284 26.49382716] ; [35.49382716 89.50617284],0
v2,1,0.305823,1.048629,[18 17] ; [50 70],[15.35483871 19.64516129] ; [52.64516129 67.35483871],0
r4,1,0.341217,0.905853,[29  8] ; [88 37],[26.72222222 10.27777778] ; [90.27777778 34.72222222],0
p7,1,0.355137,0.855016,[12 22] ; [53 67],[14.35064935 19.64935065] ; [50.64935065 69.35064935],0
u4,1,0.357217,0.847654,[ 1 36] ; [  1 124],[ 0.45679012 36.54320988] ; [  1.54320988 123.45679012],0
d3,1,0.359815,0.838537,[21 16] ; [80 43],[23.35625 13.64375] ; [77.64375 45.35625],0
a3,1,0.474856,0.510654,[22 14] ; [68 57],[20.1242236 15.8757764] ; [69.8757764 55.1242236],0
r1,1,0.48115,0.496256,[26 11] ; [80 45],[24.20987654 12.79012346] ; [81.79012346 43.20987654],0
a8,1,0.516205,0.42147,[ 1 32] ; [  7 112],[ 1.73684211 31.26315789] ; [  6.26315789 112.73684211],0
a5,1,0.538038,0.379188,[19 18] ; [57 68],[17.35802469 19.64197531] ; [58.64197531 66.35802469],0
p4,1,0.575452,0.313646,[ 9 28] ; [36 88],[10.34161491 26.65838509] ; [34.65838509 89.34161491],0
a2,1,0.59656,0.280216,[ 5 32] ; [ 13 112],[ 4.11111111 32.88888889] ; [ 13.88888889 111.11111111],0
n5,1,0.603998,0.269008,[12 25] ; [46 78],[13.32919255 23.67080745] ; [44.67080745 79.32919255],0
p6,1,0.6196,0.246431,[ 5 32] ; [ 21 103],[ 5.97515528 31.02484472] ; [ 20.02484472 103.97515528],0
p8,1,0.623621,0.240811,[11 25] ; [43 80],[12.22641509 23.77358491] ; [41.77358491 81.22641509],0
a6,1,0.659388,0.194268,[21 16] ; [76 49],[22.15432099 14.84567901] ; [74.84567901 50.15432099],0
n2,1,0.706232,0.14207,[11  5] ; [35 20],[10.36619718  5.63380282] ; [35.63380282 19.36619718],0
p11,1,0.718816,0.12963,[24 13] ; [77 48],[23.06790123 13.93209877] ; [77.93209877 47.06790123],0
n3,1,0.759617,0.093626,[9 6] ; [36 20],[9.50704225 5.49295775] ; [35.49295775 20.50704225],0
b4,1,0.773829,0.082581,[22 15] ; [71 54],[21.24074074 15.75925926] ; [71.75925926 53.24074074],0
v3,1,0.891866,0.018481,[ 8 27] ; [29 92],[ 8.30128205 26.69871795] ; [28.69871795 92.30128205],0
p5,1,0.909116,0.013031,[ 1 35] ; [  3 120],[ 0.90566038 35.09433962] ; [  3.09433962 119.90566038],0
u3,1,0.933428,0.006978,[8 7] ; [30 25],[8.14285714 6.85714286] ; [29.85714286 25.14285714],0
p2,1,0.952154,0.0036,[24 12] ; [84 41],[24.14906832 11.85093168] ; [83.85093168 41.14906832],0
d1,1,0.953012,0.003472,[15 22] ; [50 75],[14.84567901 22.15432099] ; [50.15432099 74.84567901],0
v4,1,0.981813,0.00052,[31  4] ; [110  14],[31.03773585  3.96226415] ; [109.96226415  14.03773585],0
