Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.968286,[508  43] ; [97 29],[492.40029542  58.59970458] ; [112.59970458  13.40029542],1
u3,1,0.577788,0.309824,[88 68] ; [19 18],[86.48704663 69.51295337] ; [20.51295337 16.48704663],0
d5,1,0.582143,0.302782,[449 103] ; [99 26],[446.8183161 105.1816839] ; [101.1816839  23.8183161],0
u4,1,0.681029,0.16897,[ 10 543] ; [  3 124],[ 10.57205882 542.42794118] ; [  2.42794118 124.57205882],0
n1,1,0.717126,0.131263,[38 69] ; [17 27],[38.97350993 68.02649007] ; [16.02649007 27.97350993],0
a7,1,0.728882,0.120141,[399 153] ; [93 33],[400.56637168 151.43362832] ; [91.43362832 34.56637168],0
s3,1,0.73936,0.11069,[305 240] ; [72 53],[306.6641791 238.3358209] ; [70.3358209 54.6641791],0
b4,1,0.742583,0.107869,[318 235] ; [71 56],[316.34852941 236.65147059] ; [72.65147059 54.34852941],0
n3,1,0.760995,0.092522,[80 26] ; [35 10],[80.72847682 25.27152318] ; [34.27152318 10.72847682],0
d3,1,0.784075,0.075083,[386 167] ; [85 39],[384.73116691 168.26883309] ; [86.26883309 37.73116691],0
p6,1,0.786885,0.073094,[192 353] ; [46 80],[193.30849478 351.69150522] ; [44.69150522 81.30849478],0
s6,1,0.840137,0.040691,[367 178] ; [83 42],[366.04477612 178.95522388] ; [83.95522388 41.04477612],0
a3,1,0.863336,0.029628,[396 156] ; [88 36],[395.21893491 156.78106509] ; [88.78106509 35.21893491],0
a8,1,0.945189,0.004727,[ 74 435] ; [16 96],[ 73.76811594 435.23188406] ; [16.23188406 95.76811594],0
u1,1,0.953536,0.003395,[ 97 456] ; [ 22 105],[ 96.775 456.225] ; [ 22.225 104.775],0
n2,1,0.984788,0.000364,[81 26] ; [34 11],[80.95394737 26.04605263] ; [34.04605263 10.95394737],0
