Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.752473,[85 19] ; [28 30],[72.54320988 31.45679012] ; [40.45679012 17.54320988],1
d3,1,0.377579,0.778569,[55 49] ; [26 31],[52.32298137 51.67701863] ; [28.67701863 28.32298137],0
a7,1,0.429184,0.62503,[64 40] ; [32 26],[61.62962963 42.37037037] ; [34.37037037 23.62962963],0
r1,1,0.44496,0.583458,[69 35] ; [35 23],[66.7654321 37.2345679] ; [37.2345679 20.7654321],0
u4,1,0.454044,0.560537,[  4 100] ; [ 1 57],[  3.20987654 100.79012346] ; [ 1.79012346 56.20987654],0
a2,1,0.46024,0.545312,[23 81] ; [10 48],[21.18518519 82.81481481] ; [11.81481481 46.18518519],0
a4,1,0.583067,0.301303,[45 57] ; [23 35],[43.35 58.65] ; [24.65 33.35],0
b2,1,0.604343,0.268495,[27 40] ; [13 24],[25.76923077 41.23076923] ; [14.23076923 22.76923077],0
b3,1,0.604343,0.268495,[27 40] ; [13 24],[25.76923077 41.23076923] ; [14.23076923 22.76923077],0
u2,1,0.621079,0.244354,[19 19] ; [13 10],[19.93442623 18.06557377] ; [12.06557377 10.93442623],0
p8,1,0.756111,0.096467,[26 78] ; [13 44],[25.19254658 78.80745342] ; [13.80745342 43.19254658],0
a3,1,0.831232,0.045421,[65 38] ; [35 22],[64.375 38.625] ; [35.625 21.375],0
a8,1,0.873234,0.025457,[11 87] ; [ 7 51],[11.30769231 86.69230769] ; [ 6.69230769 51.30769231],0
b1,1,0.906578,0.013772,[53 51] ; [29 29],[52.64197531 51.35802469] ; [29.35802469 28.64197531],0
s3,1,0.909251,0.012992,[42 60] ; [24 33],[42.33962264 59.66037736] ; [23.66037736 33.33962264],0
n1,1,0.910943,0.01251,[14 16] ; [13 14],[14.21052632 15.78947368] ; [12.78947368 14.21052632],0
u3,1,0.94588,0.004608,[19 20] ; [11 12],[18.87096774 20.12903226] ; [11.12903226 11.87096774],0
p1,1,0.994255,5.2e-05,[ 9 95] ; [ 5 53],[ 8.98765432 95.01234568] ; [ 5.01234568 52.98765432],0
