Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,3e-06,21.811267,[474  52] ; [44 19],[462.5942275  63.4057725] ; [55.4057725  7.5942275],1
b1,1,0.102308,2.669189,[212 317] ; [32 31],[218.03378378 310.96621622] ; [25.96621622 37.03378378],0
s3,1,0.108878,2.570428,[286 233] ; [28 35],[280.01030928 238.98969072] ; [33.98969072 29.01030928],0
v1,1,0.113198,2.508995,[298 215] ; [30 33],[292.125 220.875] ; [35.875 27.125],0
u1,1,0.113719,2.501769,[102 427] ; [ 7 56],[ 97.40033784 431.59966216] ; [11.59966216 51.40033784],0
a1,1,0.133662,2.249447,[ 33 496] ; [ 1 62],[ 30.38175676 498.61824324] ; [ 3.61824324 59.38175676],0
a3,1,0.148233,2.090346,[386 138] ; [41 22],[381.17206133 142.82793867] ; [45.82793867 17.17206133],0
a7,1,0.169494,1.887416,[370 156] ; [39 24],[365.25297114 160.74702886] ; [43.74702886 19.25297114],0
p7,1,0.248487,1.331788,[328 185] ; [35 27],[323.85913043 189.14086957] ; [39.14086957 22.85913043],0
v2,1,0.30515,1.051552,[297 210] ; [31 29],[293.29100529 213.70899471] ; [34.70899471 25.29100529],0
p9,1,0.309553,1.03258,[443  75] ; [50 12],[440.3  77.7] ; [52.7  9.3],0
u2,1,0.328923,0.953134,[74 67] ; [14  8],[76.12269939 64.87730061] ; [11.87730061 10.12269939],0
p11,1,0.358404,0.843479,[421 108] ; [47 16],[418.19594595 110.80405405] ; [49.80405405 13.19594595],0
a2,1,0.363934,0.824273,[137 392] ; [13 50],[134.03716216 394.96283784] ; [15.96283784 47.03716216],0
b3,1,0.502539,0.44957,[148 196] ; [13 22],[146.13192612 197.86807388] ; [14.86807388 20.13192612],0
b2,1,0.502539,0.44957,[148 196] ; [13 22],[146.13192612 197.86807388] ; [14.86807388 20.13192612],0
n3,1,0.535353,0.384221,[73 35] ; [14  9],[71.72519084 36.27480916] ; [15.27480916  7.72519084],0
b5,1,0.634534,0.225963,[311 218] ; [39 24],[312.75337838 216.24662162] ; [37.24662162 25.75337838],0
b4,1,0.728255,0.12072,[307 222] ; [38 25],[308.28547297 220.71452703] ; [36.71452703 26.28547297],0
u4,1,0.806963,0.059705,[ 14 515] ; [ 2 61],[ 14.2972973 514.7027027] ; [ 1.7027027 61.2972973],0
a6,1,0.813544,0.055628,[359 166] ; [44 19],[359.82142857 165.17857143] ; [43.17857143 19.82142857],0
v4,1,0.826121,0.048259,[489  38] ; [58  4],[489.42105263  37.57894737] ; [57.57894737  4.42105263],0
u3,1,0.902572,0.014985,[76 67] ; [12 10],[76.26666667 66.73333333] ; [11.73333333 10.26666667],0
n2,1,0.949583,0.003998,[82 28] ; [17  6],[81.87969925 28.12030075] ; [17.12030075  5.87969925],0
s1,1,0.968313,0.001578,[ 16 503] ; [ 2 61],[ 16.05154639 502.94845361] ; [ 1.94845361 61.05154639],0
