Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000624,11.701582,[ 9 37] ; [10  5],[14.32786885 31.67213115] ; [ 4.67213115 10.32786885],1
b1,1,0.822565,0.050287,[23 23] ; [8 7],[23.37704918 22.62295082] ; [7.62295082 7.37704918],0
p11,1,0.82907,0.04661,[20 26] ; [7 8],[20.36065574 25.63934426] ; [6.63934426 8.36065574],0
r4,1,0.829717,0.046253,[11 35] ; [ 4 11],[11.31147541 34.68852459] ; [ 3.68852459 11.31147541],0
s7,1,0.846026,0.03771,[ 8 34] ; [ 3 11],[ 8.25 33.75] ; [ 2.75 11.25],0
v2,1,0.872699,0.025674,[14 31] ; [ 5 10],[14.25 30.75] ; [ 4.75 10.25],0
u3,1,0.884881,0.020963,[ 3 18] ; [1 5],[ 3.11111111 17.88888889] ; [0.88888889 5.11111111],0
a8,1,0.951065,0.003766,[ 6 38] ; [ 2 12],[ 6.06896552 37.93103448] ; [ 1.93103448 12.06896552],0
d1,1,0.958595,0.002695,[15 31] ; [ 5 10],[15.08196721 30.91803279] ; [ 4.91803279 10.08196721],0
a2,1,0.976961,0.000834,[ 6 40] ; [ 2 13],[ 6.03278689 39.96721311] ; [ 1.96721311 13.03278689],0
u1,1,0.98429,0.000388,[ 3 43] ; [ 1 14],[ 3.01639344 42.98360656] ; [ 0.98360656 14.01639344],0
n2,1,1.0,0.0,[11 11] ; [2 2],[11. 11.] ; [2. 2.],0
