Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,206.12923,[324 131] ; [ 18 173],[240.88235294 214.11764706] ; [101.11764706  89.88235294],1
p12,1,0.08866,2.898535,[ 48 405] ; [ 12 178],[ 42.27060653 410.72939347] ; [ 17.72939347 172.27060653],0
s6,1,0.130436,2.287309,[321 125] ; [124  64],[313.04416404 132.95583596] ; [131.95583596  56.04416404],0
p10,1,0.140105,2.176809,[418  36] ; [168  22],[413.11180124  40.88819876] ; [172.88819876  17.11180124],0
s5,1,0.174265,1.845866,[171 262] ; [ 62 122],[163.51539708 269.48460292] ; [ 69.48460292 114.51539708],0
p8,1,0.17651,1.826766,[253 194] ; [97 94],[245.21943574 201.78056426] ; [104.78056426  86.21943574],0
v1,1,0.185153,1.755769,[260 181] ; [99 87],[252.50239234 188.49760766] ; [106.49760766  79.50239234],0
a8,1,0.21679,1.525497,[ 55 350] ; [ 32 151],[ 59.92346939 345.07653061] ; [ 27.07653061 155.92346939],0
p7,1,0.221561,1.494229,[301 142] ; [117  69],[294.39427663 148.60572337] ; [123.60572337  62.39427663],0
r3,1,0.25052,1.320404,[437  15] ; [181  10],[434.42612753  17.57387247] ; [183.57387247   7.42612753],0
n3,1,0.338115,0.917567,[70 24] ; [30 15],[67.62589928 26.37410072] ; [32.37410072 12.62589928],0
n2,1,0.437263,0.603455,[68 27] ; [35 10],[69.89285714 25.10714286] ; [33.10714286 11.89285714],0
b5,1,0.467456,0.527982,[284 171] ; [114  78],[279.89180835 175.10819165] ; [118.10819165  73.89180835],0
b2,1,0.521233,0.411452,[122 168] ; [40 64],[119.23857868 170.76142132] ; [42.76142132 61.23857868],0
b3,1,0.521233,0.411452,[122 168] ; [40 64],[119.23857868 170.76142132] ; [42.76142132 61.23857868],0
p2,1,0.535515,0.383916,[391  60] ; [169  22],[393.39563863  57.60436137] ; [166.60436137  24.39563863],0
n1,1,0.581506,0.303806,[38 56] ; [16 29],[36.51798561 57.48201439] ; [17.48201439 27.51798561],0
a1,1,0.621036,0.244415,[ 24 431] ; [ 12 180],[ 25.31684699 429.68315301] ; [ 10.68315301 181.31684699],0
s4,1,0.675507,0.175228,[ 79 370] ; [ 31 160],[ 77.171875 371.828125] ; [ 32.828125 158.171875],0
p5,1,0.680422,0.169651,[ 62 388] ; [ 24 167],[ 60.37441498 389.62558502] ; [ 25.62558502 165.37441498],0
u3,1,0.712331,0.13596,[52 31] ; [40 27],[50.90666667 32.09333333] ; [41.09333333 25.90666667],0
p11,1,0.755884,0.096653,[379  76] ; [158  34],[377.64296754  77.35703246] ; [159.35703246  32.64296754],0
b1,1,0.767873,0.087118,[158 297] ; [ 69 123],[159.63678516 295.36321484] ; [ 67.36321484 124.63678516],0
b4,1,0.811861,0.056656,[270 185] ; [112  80],[268.63987635 186.36012365] ; [113.36012365  78.63987635],0
s1,1,0.857242,0.032359,[ 13 437] ; [  5 185],[ 12.65625 437.34375] ; [  5.34375 184.65625],0
u2,1,0.974889,0.000991,[51 32] ; [41 26],[50.90666667 32.09333333] ; [41.09333333 25.90666667],0
