Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.3e-05,17.909536,[45 30] ; [19 55],[32.2147651 42.7852349] ; [31.7852349 42.2147651],1
d3,1,0.776588,0.080525,[49 25] ; [48 27],[48.17449664 25.82550336] ; [48.82550336 26.17449664],0
s5,1,0.812252,0.056416,[14 55] ; [16 57],[14.57746479 54.42253521] ; [15.42253521 57.57746479],0
v1,1,0.823224,0.049907,[33 39] ; [33 42],[32.32653061 39.67346939] ; [33.67346939 41.32653061],0
p10,1,0.863354,0.029621,[46 27] ; [47 26],[46.5 26.5] ; [46.5 26.5],0
a7,1,0.906531,0.013786,[51 24] ; [51 25],[50.66225166 24.33774834] ; [51.33774834 24.66225166],0
d5,1,0.917989,0.010602,[57 17] ; [58 18],[56.73333333 17.26666667] ; [58.26666667 17.73333333],0
s3,1,0.922754,0.009402,[39 34] ; [40 36],[38.70469799 34.29530201] ; [40.29530201 35.70469799],0
d4,1,0.929546,0.007817,[57 17] ; [59 17],[57.22666667 16.77333333] ; [58.77333333 17.22666667],0
d1,1,0.939695,0.005723,[35 40] ; [35 41],[34.76821192 40.23178808] ; [35.23178808 40.76821192],0
n1,1,0.962128,0.002255,[ 8 14] ; [10 18],[ 7.92 14.08] ; [10.08 17.92],0
