Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,42.120905,[58  9] ; [ 8 28],[42.93203883 24.06796117] ; [23.06796117 12.93203883],1
v3,1,0.11751,2.450197,[28 38] ; [ 9 25],[24.42 41.58] ; [12.58 21.42],0
s2,1,0.169834,1.884412,[43 23] ; [19 18],[39.72815534 26.27184466] ; [22.27184466 14.72815534],0
d3,1,0.193327,1.69208,[53 14] ; [25 12],[50.25 16.75] ; [27.75  9.25],0
v1,1,0.195813,1.673331,[35 32] ; [14 22],[31.87378641 35.12621359] ; [17.12621359 18.87378641],0
p3,1,0.201816,1.629184,[43 24] ; [19 18],[39.94230769 27.05769231] ; [22.05769231 14.94230769],0
s5,1,0.237182,1.397263,[26 35] ; [11 25],[23.26804124 37.73195876] ; [13.73195876 22.26804124],0
d2,1,0.241973,1.369064,[37 30] ; [16 21],[34.14423077 32.85576923] ; [18.85576923 18.14423077],0
s4,1,0.247861,1.33532,[13 53] ; [11 26],[15.37864078 50.62135922] ; [ 8.62135922 28.37864078],0
n2,1,0.264173,1.246753,[12  4] ; [9 7],[10.5  5.5] ; [10.5  5.5],0
v4,1,0.267172,1.231212,[61  6] ; [31  6],[59.26923077  7.73076923] ; [32.73076923  4.26923077],0
a2,1,0.287197,1.132715,[19 48] ; [ 7 30],[16.75 50.25] ; [ 9.25 27.75],0
u3,1,0.296852,1.088284,[15 10] ; [10  3],[16.44736842  8.55263158] ; [8.55263158 4.44736842],0
v2,1,0.297044,1.08742,[36 31] ; [15 20],[33.5 33.5] ; [17.5 17.5],0
r3,1,0.328817,0.953553,[61  5] ; [32  5],[59.59223301  6.40776699] ; [33.40776699  3.59223301],0
b5,1,0.368628,0.808283,[44 23] ; [21 16],[41.875 25.125] ; [23.125 13.875],0
b2,1,0.372407,0.795617,[11 29] ; [ 3 15],[ 9.65517241 30.34482759] ; [ 4.34482759 13.65517241],0
b3,1,0.372407,0.795617,[11 29] ; [ 3 15],[ 9.65517241 30.34482759] ; [ 4.34482759 13.65517241],0
s3,1,0.390364,0.737808,[42 25] ; [20 17],[39.94230769 27.05769231] ; [22.05769231 14.94230769],0
a4,1,0.393476,0.728174,[33 34] ; [15 22],[30.92307692 36.07692308] ; [17.07692308 19.92307692],0
d4,1,0.407794,0.685223,[52 15] ; [26 11],[50.25 16.75] ; [27.75  9.25],0
p12,1,0.455852,0.55606,[ 4 63] ; [ 1 36],[ 3.22115385 63.77884615] ; [ 1.77884615 35.22115385],0
a6,1,0.500238,0.454432,[39 28] ; [19 18],[37.36538462 29.63461538] ; [20.63461538 16.36538462],0
a7,1,0.579357,0.307275,[47 20] ; [24 13],[45.74038462 21.25961538] ; [25.25961538 11.74038462],0
p1,1,0.603736,0.269397,[ 7 60] ; [ 5 31],[ 7.80582524 59.19417476] ; [ 4.19417476 31.80582524],0
a3,1,0.674998,0.175812,[42 24] ; [22 15],[41.00970874 24.99029126] ; [22.99029126 14.00970874],0
s1,1,0.692014,0.156914,[ 4 62] ; [ 3 34],[ 4.48543689 61.51456311] ; [ 2.51456311 34.48543689],0
b4,1,0.704496,0.143837,[37 30] ; [19 18],[36.07692308 30.92307692] ; [19.92307692 17.07692308],0
n3,1,0.709749,0.138528,[11  5] ; [10  6],[10.5  5.5] ; [10.5  5.5],0
u2,1,0.718432,0.13,[11 14] ; [7 7],[11.53846154 13.46153846] ; [6.46153846 7.53846154],0
a5,1,0.744558,0.106161,[45 22] ; [26 11],[45.74038462 21.25961538] ; [25.25961538 11.74038462],0
p8,1,0.761609,0.092033,[30 37] ; [15 21],[29.27184466 37.72815534] ; [15.72815534 20.27184466],0
p7,1,0.793541,0.068495,[38 29] ; [20 17],[37.36538462 29.63461538] ; [20.63461538 16.36538462],0
b1,1,0.880224,0.022706,[37 30] ; [21 16],[37.36538462 29.63461538] ; [20.63461538 16.36538462],0
