Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,33.554273,[63 27] ; [235  16],[78.65102639 11.34897361] ; [219.34897361  31.65102639],1
b4,1,0.331013,0.944932,[46 44] ; [146 110],[49.94219653 40.05780347] ; [142.05780347 113.94219653],0
b5,1,0.355209,0.85476,[52 38] ; [162  94],[55.66473988 34.33526012] ; [158.33526012  97.66473988],0
n3,1,0.390684,0.736811,[25 16] ; [53 24],[27.10169492 13.89830508] ; [50.89830508 26.10169492],0
d4,1,0.39197,0.732823,[64 26] ; [193  62],[67.04347826 22.95652174] ; [189.95652174  65.04347826],0
s4,1,0.416524,0.660103,[19 70] ; [ 44 208],[16.44281525 72.55718475] ; [ 46.55718475 205.44281525],0
a2,1,0.418121,0.655589,[17 73] ; [ 39 217],[14.56647399 75.43352601] ; [ 41.43352601 214.56647399],0
p12,1,0.4231,0.641689,[ 4 85] ; [  7 247],[ 2.85422741 86.14577259] ; [  8.14577259 245.85422741],0
a3,1,0.465293,0.533132,[51 37] ; [159  96],[53.87755102 34.12244898] ; [156.12244898  98.87755102],0
p1,1,0.518215,0.417444,[ 5 85] ; [ 10 244],[ 3.9244186 86.0755814] ; [ 11.0755814 242.9244186],0
v2,1,0.746582,0.104425,[29 57] ; [ 87 157],[30.23030303 55.76969697] ; [ 85.76969697 158.23030303],0
d1,1,0.866517,0.028252,[41 49] ; [114 142],[40.31791908 49.68208092] ; [114.68208092 141.31791908],0
p5,1,0.896036,0.017075,[ 3 85] ; [  8 248],[ 2.81395349 85.18604651] ; [  8.18604651 247.81395349],0
b2,1,0.907063,0.013629,[18 40] ; [44 94],[18.34693878 39.65306122] ; [43.65306122 94.34693878],0
b3,1,0.907063,0.013629,[18 40] ; [44 94],[18.34693878 39.65306122] ; [43.65306122 94.34693878],0
u1,1,0.963861,0.002053,[10 80] ; [ 28 228],[ 9.88439306 80.11560694] ; [ 28.11560694 227.88439306],0
