Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.33713,[94  9] ; [14 26],[77.79020979 25.20979021] ; [30.20979021  9.79020979],1
b3,1,0.777403,0.079922,[21 42] ; [ 7 12],[21.51219512 41.48780488] ; [ 6.48780488 12.51219512],0
b2,1,0.777403,0.079922,[21 42] ; [ 7 12],[21.51219512 41.48780488] ; [ 6.48780488 12.51219512],0
r2,1,0.782784,0.076007,[97  4] ; [38  2],[96.70212766  4.29787234] ; [38.29787234  1.70212766],0
p1,1,0.813699,0.055534,[ 9 94] ; [ 4 36],[ 9.36363636 93.63636364] ; [ 3.63636364 36.36363636],0
a5,1,0.826691,0.047938,[74 29] ; [28 12],[73.46853147 29.53146853] ; [28.53146853 11.46853147],0
s5,1,0.83229,0.044845,[22 78] ; [ 9 29],[22.46376812 77.53623188] ; [ 8.53623188 29.46376812],0
b4,1,0.866353,0.028323,[68 35] ; [27 13],[68.42657343 34.57342657] ; [26.57342657 13.42657343],0
r4,1,0.887957,0.01985,[91 12] ; [35  5],[90.75524476 12.24475524] ; [35.24475524  4.75524476],0
p5,1,0.891206,0.018708,[11 91] ; [ 4 36],[10.77464789 91.22535211] ; [ 4.22535211 35.77464789],0
a3,1,0.957738,0.002808,[70 33] ; [27 13],[69.86713287 33.13286713] ; [27.13286713 12.86713287],0
d4,1,0.957865,0.002791,[82 20] ; [32  8],[81.88732394 20.11267606] ; [32.11267606  7.88732394],0
s3,1,0.962836,0.002171,[41 60] ; [16 23],[41.12142857 59.87857143] ; [15.87857143 23.12142857],0
p8,1,0.982803,0.000465,[52 49] ; [20 19],[51.94285714 49.05714286] ; [20.05714286 18.94285714],0
