Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2.9e-05,17.458997,[57 19] ; [16 28],[46.23333333 29.76666667] ; [26.76666667 17.23333333],1
s2,1,0.49372,0.46841,[24 50] ; [17 27],[25.71186441 48.28813559] ; [15.28813559 28.71186441],0
b2,1,0.53861,0.378121,[17 29] ; [10 23],[15.72151899 30.27848101] ; [11.27848101 21.72151899],0
b3,1,0.53861,0.378121,[17 29] ; [10 23],[15.72151899 30.27848101] ; [11.27848101 21.72151899],0
s8,1,0.572081,0.319212,[17 58] ; [12 32],[18.27731092 56.72268908] ; [10.72268908 33.27731092],0
p7,1,0.593762,0.284507,[33 41] ; [17 26],[31.62393162 42.37606838] ; [18.37606838 24.62393162],0
b1,1,0.709481,0.138796,[44 32] ; [27 17],[44.96666667 31.03333333] ; [26.03333333 17.96666667],0
s3,1,0.71347,0.134836,[34 41] ; [21 22],[34.95762712 40.04237288] ; [20.04237288 22.95762712],0
d2,1,0.714568,0.133757,[38 38] ; [20 23],[37.04201681 38.95798319] ; [20.95798319 22.04201681],0
p5,1,0.726154,0.122672,[ 4 72] ; [ 3 41],[ 4.43333333 71.56666667] ; [ 2.56666667 41.43333333],0
p3,1,0.750833,0.100833,[26 49] ; [14 30],[25.21008403 49.78991597] ; [14.78991597 29.21008403],0
u2,1,0.790414,0.070635,[11 12] ; [11 14],[10.54166667 12.45833333] ; [11.45833333 13.54166667],0
s7,1,0.819004,0.052362,[23 47] ; [14 26],[23.54545455 46.45454545] ; [13.45454545 26.54545455],0
p6,1,0.826985,0.047773,[15 59] ; [ 8 35],[14.54700855 59.45299145] ; [ 8.45299145 34.54700855],0
p1,1,0.964844,0.001943,[ 7 68] ; [ 4 40],[ 6.93277311 68.06722689] ; [ 4.06722689 39.93277311],0
