Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,1e-06,23.886728,[ 18 276] ; [11 25],[ 25.83636364 268.16363636] ; [ 3.16363636 32.83636364],1
u4,1,0.208202,1.583882,[  2 294] ; [ 1 35],[  2.6746988 293.3253012] ; [ 0.3253012 35.6746988],0
a6,1,0.209359,1.575852,[188 108] ; [19 17],[184.55421687 111.44578313] ; [22.44578313 13.55421687],0
a5,1,0.240412,1.378174,[193 103] ; [27  9],[196.14457831  99.85542169] ; [23.85542169 12.14457831],0
n2,1,0.257666,1.281255,[55 24] ; [4 4],[53.57471264 25.42528736] ; [5.42528736 2.57471264],0
r4,1,0.268453,1.224634,[251  45] ; [33  3],[253.20481928  42.79518072] ; [30.79518072  5.20481928],0
p10,1,0.268607,1.223847,[229  64] ; [31  5],[231.55015198  61.44984802] ; [28.44984802  7.55015198],0
b1,1,0.276857,1.182454,[120 176] ; [18 18],[123.03614458 172.96385542] ; [14.96385542 21.03614458],0
d2,1,0.276857,1.182454,[120 176] ; [18 18],[123.03614458 172.96385542] ; [14.96385542 21.03614458],0
d4,1,0.321086,0.984519,[224  71] ; [30  6],[226.37462236  68.62537764] ; [27.62537764  8.37462236],0
p7,1,0.339416,0.912636,[184 107] ; [25 10],[186.56134969 104.43865031] ; [22.43865031 12.56134969],0
a4,1,0.382918,0.761314,[117 178] ; [17 19],[119.42598187 175.57401813] ; [14.57401813 21.42598187],0
n3,1,0.388077,0.744958,[51 27] ; [4 4],[49.88372093 28.11627907] ; [5.11627907 2.88372093],0
s4,1,0.435993,0.606806,[ 67 225] ; [ 6 29],[ 65.18654434 226.81345566] ; [ 7.81345566 27.18654434],0
u1,1,0.442668,0.589358,[ 36 260] ; [ 6 30],[ 37.44578313 258.55421687] ; [ 4.55421687 31.44578313],0
r1,1,0.446359,0.579881,[211  83] ; [28  8],[212.92727273  81.07272727] ; [26.07272727  9.92727273],0
a3,1,0.466138,0.531117,[186 108] ; [25 11],[187.98181818 106.01818182] ; [23.01818182 12.98181818],0
d3,1,0.515055,0.423784,[188 106] ; [25 11],[189.76363636 104.23636364] ; [23.23636364 12.76363636],0
a7,1,0.548917,0.35926,[203  92] ; [23 13],[201.41993958  93.58006042] ; [24.58006042 11.41993958],0
r3,1,0.627453,0.23553,[271  23] ; [34  2],[271.72727273  22.27272727] ; [33.27272727  2.72727273],0
b2,1,0.777114,0.080135,[ 57 114] ; [ 8 14],[ 57.59067358 113.40932642] ; [ 7.40932642 14.59067358],0
b3,1,0.777114,0.080135,[ 57 114] ; [ 8 14],[ 57.59067358 113.40932642] ; [ 7.40932642 14.59067358],0
a2,1,0.820736,0.051347,[ 53 243] ; [ 7 29],[ 53.4939759 242.5060241] ; [ 6.5060241 29.4939759],0
p11,1,0.821415,0.050952,[227  69] ; [27  9],[226.45783133  69.54216867] ; [27.54216867  8.45783133],0
v4,1,0.830654,0.045737,[281  14] ; [34  2],[280.74018127  14.25981873] ; [34.25981873  1.74018127],0
u3,1,0.901849,0.015209,[61 47] ; [6 5],[60.80672269 47.19327731] ; [6.19327731 4.80672269],0
a8,1,0.903487,0.014703,[ 35 237] ; [ 4 29],[ 34.78032787 237.21967213] ; [ 4.21967213 28.78032787],0
d5,1,0.910528,0.012628,[223  71] ; [27  9],[222.72727273  71.27272727] ; [27.27272727  8.72727273],0
r2,1,0.914054,0.011648,[267  26] ; [33  3],[267.17325228  25.82674772] ; [32.82674772  3.17325228],0
b4,1,0.955673,0.00309,[163 133] ; [20 16],[163.15662651 132.84337349] ; [19.84337349 16.15662651],0
u2,1,0.974635,0.001011,[60 49] ; [6 5],[59.95 49.05] ; [6.05 4.95],0
