Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,5e-05,16.431414,[65  8] ; [14 13],[57.67 15.33] ; [21.33  5.67],1
u1,1,0.739278,0.110763,[ 4 70] ; [ 2 26],[ 4.35294118 69.64705882] ; [ 1.64705882 26.35294118],0
n3,1,0.847516,0.036975,[11  3] ; [6 2],[10.81818182  3.18181818] ; [6.18181818 1.81818182],0
p5,1,0.866977,0.028056,[10 64] ; [ 4 23],[10.25742574 63.74257426] ; [ 3.74257426 23.25742574],0
n4,1,0.9021,0.015131,[53 21] ; [19  8],[52.75247525 21.24752475] ; [19.24752475  7.75247525],0
n5,1,0.911887,0.012245,[54 20] ; [20  7],[54.21782178 19.78217822] ; [19.78217822  7.21782178],0
u3,1,0.91354,0.011788,[13 10] ; [6 5],[12.85294118 10.14705882] ; [6.14705882 4.85294118],0
v2,1,0.934515,0.006751,[34 38] ; [13 14],[34.18181818 37.81818182] ; [12.81818182 14.18181818],0
b2,1,0.939135,0.00583,[23 22] ; [8 8],[22.86885246 22.13114754] ; [8.13114754 7.86885246],0
b3,1,0.939135,0.00583,[23 22] ; [8 8],[22.86885246 22.13114754] ; [8.13114754 7.86885246],0
p12,1,0.971821,0.001248,[ 8 65] ; [ 3 25],[ 7.95049505 65.04950495] ; [ 3.04950495 24.95049505],0
s4,1,0.972689,0.001172,[13 61] ; [ 5 23],[13.05882353 60.94117647] ; [ 4.94117647 23.05882353],0
b1,1,1.0,0.0,[37 37] ; [14 14],[37. 37.] ; [14. 14.],0
