Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000795,11.252104,[ 5 29] ; [14 11],[10.94915254 23.05084746] ; [ 8.05084746 16.94915254],1
v1,1,0.223397,1.482415,[ 7 27] ; [ 9 17],[ 9.06666667 24.93333333] ; [ 6.93333333 19.06666667],0
a6,1,0.228415,1.450706,[13 21] ; [14 12],[15.3 18.7] ; [11.7 14.3],0
a5,1,0.228415,1.450706,[13 21] ; [14 12],[15.3 18.7] ; [11.7 14.3],0
s2,1,0.233704,1.418173,[ 6 28] ; [ 8 18],[ 7.93333333 26.06666667] ; [ 6.06666667 19.93333333],0
s7,1,0.24869,1.330645,[ 4 27] ; [ 6 18],[ 5.63636364 25.36363636] ; [ 4.36363636 19.63636364],0
n1,1,0.275234,1.190476,[ 3 12] ; [4 6],[ 4.2 10.8] ; [2.8 7.2],0
a4,1,0.366799,0.81448,[ 7 27] ; [ 8 18],[ 8.5 25.5] ; [ 6.5 19.5],0
p12,1,0.402728,0.700167,[ 1 33] ; [ 2 24],[ 1.7 32.3] ; [ 1.3 24.7],0
s5,1,0.422219,0.644131,[ 4 30] ; [ 5 21],[ 5.1 28.9] ; [ 3.9 22.1],0
b1,1,0.456567,0.554299,[19 15] ; [17  9],[20.4 13.6] ; [15.6 10.4],0
r1,1,0.495103,0.465417,[ 9 25] ; [ 9 17],[10.2 23.8] ; [ 7.8 18.2],0
v4,1,0.505448,0.44348,[18 16] ; [16 10],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
v2,1,0.543103,0.369819,[ 9 24] ; [ 9 17],[10.06779661 22.93220339] ; [ 7.93220339 18.06779661],0
a7,1,0.602332,0.271493,[16 18] ; [14 12],[17. 17.] ; [13. 13.],0
n4,1,0.650849,0.204832,[19 15] ; [13 13],[18.13333333 15.86666667] ; [13.86666667 12.13333333],0
r3,1,0.652214,0.20312,[21 12] ; [18  8],[21.81355932 11.18644068] ; [17.18644068  8.81355932],0
d3,1,0.699833,0.148646,[14 20] ; [12 14],[14.73333333 19.26666667] ; [11.26666667 14.73333333],0
a8,1,0.705808,0.1425,[ 4 28] ; [ 4 21],[ 4.49122807 27.50877193] ; [ 3.50877193 21.49122807],0
a1,1,0.728316,0.120664,[ 3 31] ; [ 3 23],[ 3.4 30.6] ; [ 2.6 23.4],0
a3,1,0.728497,0.120496,[15 18] ; [13 13],[15.66101695 17.33898305] ; [12.33898305 13.66101695],0
n2,1,0.742174,0.108225,[8 7] ; [6 4],[8.4 6.6] ; [5.6 4.4],0
n5,1,0.749668,0.10181,[21 13] ; [15 11],[20.4 13.6] ; [15.6 10.4],0
d4,1,0.749668,0.10181,[21 13] ; [15 11],[20.4 13.6] ; [15.6 10.4],0
d2,1,0.763545,0.090498,[ 9 25] ; [ 6 20],[ 8.5 25.5] ; [ 6.5 19.5],0
d5,1,0.767669,0.087276,[17 17] ; [12 14],[16.43333333 17.56666667] ; [12.56666667 13.43333333],0
u1,1,0.846557,0.037447,[ 1 33] ; [ 1 25],[ 1.13333333 32.86666667] ; [ 0.86666667 25.13333333],0
s1,1,0.875164,0.024681,[ 3 31] ; [ 2 24],[ 2.83333333 31.16666667] ; [ 2.16666667 23.83333333],0
b5,1,0.888503,0.019656,[19 15] ; [15 11],[19.26666667 14.73333333] ; [14.73333333 11.26666667],0
p5,1,0.910636,0.012597,[ 3 31] ; [ 2 23],[ 2.88135593 31.11864407] ; [ 2.11864407 22.88135593],0
