Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,64.453449,[91  4] ; [11 25],[73.96946565 21.03053435] ; [28.03053435  7.96946565],1
b3,1,0.326385,0.963188,[25 43] ; [12 13],[27.05376344 40.94623656] ; [ 9.94623656 15.05376344],0
p8,1,0.418484,0.65457,[22 73] ; [ 6 30],[20.30534351 74.69465649] ; [ 7.69465649 28.30534351],0
s1,1,0.51324,0.427457,[ 7 86] ; [ 4 32],[ 7.93023256 85.06976744] ; [ 3.06976744 32.93023256],0
a2,1,0.574208,0.315693,[20 75] ; [ 6 30],[18.85496183 76.14503817] ; [ 7.14503817 28.85496183],0
d1,1,0.627532,0.235422,[52 43] ; [18 18],[50.76335878 44.23664122] ; [19.23664122 16.76335878],0
n5,1,0.664713,0.187849,[76 19] ; [30  6],[76.87022901 18.12977099] ; [29.12977099  6.87022901],0
a8,1,0.682943,0.166832,[13 76] ; [ 4 30],[12.30081301 76.69918699] ; [ 4.69918699 29.30081301],0
b4,1,0.725476,0.123306,[56 39] ; [20 16],[55.11450382 39.88549618] ; [20.88549618 15.11450382],0
b1,1,0.735624,0.11401,[47 48] ; [19 17],[47.86259542 47.13740458] ; [18.13740458 17.86259542],0
a3,1,0.757021,0.095725,[59 35] ; [23 12],[59.75193798 34.24806202] ; [22.24806202 12.75193798],0
p5,1,0.800331,0.063968,[ 9 83] ; [ 3 33],[ 8.625 83.375] ; [ 3.375 32.625],0
a4,1,0.85287,0.034394,[42 52] ; [15 20],[41.53488372 52.46511628] ; [15.46511628 19.53488372],0
n1,1,0.893904,0.017787,[13 10] ; [12 10],[12.77777778 10.22222222] ; [12.22222222  9.77777778],0
d5,1,0.908009,0.013352,[61 32] ; [24 12],[61.27906977 31.72093023] ; [23.72093023 12.27906977],0
s4,1,0.941947,0.005303,[16 77] ; [ 6 30],[15.86046512 77.13953488] ; [ 6.13953488 29.86046512],0
