Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,5e-05,16.463727,[243  26] ; [27 13],[235.04854369  33.95145631] ; [34.95145631  5.04854369],1
u3,1,0.688071,0.161182,[38 27] ; [3 3],[37.53521127 27.46478873] ; [3.46478873 2.53521127],0
r3,1,0.692711,0.156166,[257  10] ; [39  1],[257.43322476   9.56677524] ; [38.56677524  1.43322476],0
d1,1,0.69382,0.154981,[173  96] ; [27 13],[174.11003236  94.88996764] ; [25.88996764 14.11003236],0
a4,1,0.728415,0.120572,[128 139] ; [18 22],[126.9771987 140.0228013] ; [19.0228013 20.9771987],0
p6,1,0.757502,0.095335,[108 155] ; [15 24],[107.11589404 155.88410596] ; [15.88410596 23.11589404],0
u2,1,0.768222,0.086849,[36 28] ; [3 3],[35.65714286 28.34285714] ; [3.34285714 2.65714286],0
d5,1,0.776205,0.080808,[223  45] ; [34  6],[223.62337662  44.37662338] ; [33.37662338  6.62337662],0
d2,1,0.796133,0.066747,[146 121] ; [21 19],[145.24104235 121.75895765] ; [21.75895765 18.24104235],0
p8,1,0.799883,0.064261,[154 109] ; [22 17],[153.27152318 109.72847682] ; [22.72847682 16.27152318],0
p10,1,0.80246,0.062582,[228  37] ; [35  5],[228.50819672  36.49180328] ; [34.49180328  5.50819672],0
b5,1,0.812108,0.056505,[160 109] ; [23 17],[159.31067961 109.68932039] ; [23.68932039 16.31067961],0
b4,1,0.817833,0.053053,[163 106] ; [25 15],[163.66343042 105.33656958] ; [24.33656958 15.66343042],0
a7,1,0.85236,0.034636,[190  76] ; [28 12],[189.50326797  76.49673203] ; [28.49673203 11.50326797],0
s1,1,0.856559,0.032673,[  8 257] ; [ 1 39],[  7.81967213 257.18032787] ; [ 1.18032787 38.81967213],0
u4,1,0.8679,0.027664,[  8 261] ; [ 1 39],[  7.83495146 261.16504854] ; [ 1.16504854 38.83495146],0
n2,1,0.8787,0.023292,[37 11] ; [9 3],[36.8 11.2] ; [9.2 2.8],0
p3,1,0.911705,0.012296,[156 111] ; [23 17],[155.67752443 111.32247557] ; [23.32247557 16.67752443],0
a5,1,0.918297,0.010522,[203  65] ; [30 10],[202.74025974  65.25974026] ; [30.25974026  9.74025974],0
a1,1,0.988331,0.000214,[ 20 249] ; [ 3 37],[ 20.02265372 248.97734628] ; [ 2.97734628 37.02265372],0
